Tile Size,Steps,MSE,Memory Footprint (Bytes),Compression Ratio,BLEU Score,Character F-score
128,69,0.0009054978248362507,6864120.0,2.7497141658362616,2.8260805155427278,0.19861743202839488
128,73,0.0008601919465339355,7262040.0,2.5990448964753705,2.4044017872103507,0.19546360887507294
128,77,0.0008172544476110488,7659960.0,2.4640295771779486,2.7813411397433514,0.20388457022281894
128,81,0.000776458111734731,8057880.0,2.3423491042308897,2.919096122607322,0.20354450398711446
128,85,0.0007380051644455913,8455800.0,2.2321209110906124,2.1861630014098967,0.19606029684100018
128,89,0.0007014181746853865,8853720.0,2.13180087014272,3.1430868053990424,0.20424696727303915
128,93,0.0006668070039571224,9251640.0,2.0401105101365813,3.11611319913752,0.2042177509753024
128,97,0.0006338491424079015,9649560.0,1.9559822416773407,3.5677785494911394,0.20640537778861462
128,101,0.0006026814025972271,10047480.0,1.8785175984425946,3.943946426948041,0.21241930109248158
128,105,0.0005729165162241164,10445400.0,1.806955023263829,4.018237773800427,0.21497929041326733
128,109,0.0005447182854065128,10843320.0,1.7406447471807527,4.306802565079871,0.21582844160657838
128,113,0.0005178062932221413,11241240.0,1.6790290039177174,5.228480042855243,0.22112156085040738
128,117,0.0004922409995439617,11639160.0,1.6216263029290774,7.614531749051961,0.22842422295661632
128,121,0.0004680266880920196,12037080.0,1.5680188218405129,7.168048927865161,0.22800470644282092
128,125,0.0004449832246488465,12435000.0,1.5178422195416164,8.087531647372332,0.22918733811826283
128,129,0.000423073009642394,12832920.0,1.4707773445170702,9.253892314173553,0.23463115086857955
128,133,0.00040229113225602003,13230840.0,1.4265434394188123,8.402918751131793,0.23391730518213597
128,137,0.00038248714978787274,13628760.0,1.3848925360781172,9.59356589025085,0.23658958360671165
128,141,0.00036360094251601066,14026680.0,1.3456048045581706,11.420163949323534,0.24197744559568715
128,145,0.00034562742409131414,14424600.0,1.308484672018635,13.262800664767882,0.24176961481688403
128,149,0.00032855517656571465,14822520.0,1.273357566729544,13.603852070151326,0.24497350432839485
128,153,0.0003123777819382667,15220440.0,1.240067172828118,13.843703984888025,0.2448886538043065
128,157,0.0002968726924639971,15618360.0,1.2084731047305863,14.639836728377617,0.24988961760089495
128,161,0.00028216806049385923,16016280.0,1.1784489282155406,14.697094556378259,0.2507899020352019
128,165,0.00026804994195117615,16414200.0,1.1498804693497093,16.54679702594828,0.25370690986004896
128,169,0.00025472428099722794,16812120.0,1.1226643635662843,16.946676328942882,0.2535352631093279
128,173,0.0002420756074267653,17210040.0,1.0967068060271794,18.55912432500301,0.2542964684431261
128,177,0.00022998629674475524,17607960.0,1.0719224714276951,18.341032832587445,0.25524523351691897
128,181,0.0002184438916022676,18005880.0,1.048233577031503,20.66916711533436,0.25539993942072825
128,185,0.00020756072854055674,18403800.0,1.025569067257849,21.113810344624465,0.25675965667641354
128,189,0.0001971684302285818,18801720.0,1.0038639018132383,20.90408854608503,0.2558683717094332
128,193,0.00018727861038314586,19199640.0,0.9830584323456065,21.414110661981983,0.25649932055135194
128,197,0.00017790216262862182,19597560.0,0.9630978550390967,21.7271277091923,0.2558513686324167
256,1,0.00235064408237425,49446.0,381.7167819439388,1.2770301822000343,0.18101037006601767
256,9,0.0020896564868356413,445014.0,42.41297577154876,1.3200626445148387,0.1838194193716911
256,17,0.0019212463424385835,840582.0,22.453928349643462,1.4563195294885352,0.18382610429515173
256,25,0.0017843058643241723,1236150.0,15.268671277757553,1.3974355435571169,0.18358686624329731
256,33,0.0016662286264666666,1631718.0,11.56717521042239,1.5932395359061233,0.17983893594034922
256,41,0.0015618239218990009,2027286.0,9.310165413266802,1.513751167919548,0.1807481879723896
256,49,0.0014666998079822708,2422854.0,7.79013840701916,1.5369661756009936,0.183242696855623
256,57,0.0013801044503149267,2818422.0,6.696785648139278,1.6614713245945094,0.18714915926813994
256,65,0.0013005040673306212,3213990.0,5.872565876060597,2.122032019993886,0.18947498808153093
256,73,0.001227048281483197,3609558.0,5.228997012930669,1.8329022103188102,0.18431999162901674
256,81,0.001159287242141242,4005126.0,4.712552863505418,1.871350423400736,0.19222519040366476
256,89,0.0010963627040230979,4400694.0,4.288952606111672,2.206613244067686,0.19515076075468774
256,97,0.0010374916698007535,4796262.0,3.9352245561230808,1.744325230969342,0.1969803988667349
256,105,0.0009820630075410008,5191830.0,3.635397923275608,1.389656109762182,0.1911053218641458
256,113,0.0009299865705543198,5587398.0,3.37802461897291,1.8255816192717478,0.19443451069057546
256,121,0.0008812581557625284,5982966.0,3.154684148297015,1.953386812560596,0.19592635795254232
256,129,0.0008350084268992456,6378534.0,2.959044821270844,2.4431401393153847,0.19895110304514088
256,137,0.0007913873414508998,6774102.0,2.786253882802473,2.4011079933918875,0.19610699864327474
256,145,0.0007502320149797015,7169670.0,2.632529530647854,2.1955060366353027,0.19554045953855956
256,153,0.000711509802689155,7565238.0,2.4948809277381625,2.35156319511114,0.2011954068160857
256,161,0.0006748763262294233,7960806.0,2.3709116890927877,2.7143820921509327,0.19812121064502308
256,169,0.0006399380654329434,8356374.0,2.25867918310023,2.664536958640462,0.19841970569031264
256,177,0.0006071943595694999,8751942.0,2.1565919883838354,2.3630475112116285,0.19746073018538507
256,185,0.000575875748230222,9147510.0,2.0633339564537234,2.6273957619697774,0.20036964346070288
256,193,0.0005461285254568793,9543078.0,1.9778071603312894,2.720522130796327,0.1999995992097917
256,201,0.0005178361874034939,9938646.0,1.8990884673827804,2.306984772758324,0.1943526614107888
256,209,0.0004911175892630126,10334214.0,1.8263960858561668,2.5355954044871205,0.19638059363748192
256,217,0.00046576312282316695,10729782.0,1.759063511262391,3.461728505431358,0.20089064554647795
256,225,0.00044170705344489153,11125350.0,1.6965190308619504,3.3610901011423207,0.2032945865127173
256,233,0.00041885262908181176,11520918.0,1.638269450403171,2.625279918314972,0.19617476217445293
256,241,0.0003970331733095615,11916486.0,1.583887062008045,3.3063059927369776,0.20332644253427606
256,249,0.00037642818157716346,12312054.0,1.5329991242728467,2.3392318864040123,0.1998950124308577
256,257,0.0003568640143688147,12707622.0,1.4852793071748593,3.5035183662702742,0.20776155412513286
256,265,0.000338204260818505,13103190.0,1.4404406865809012,4.659564902553528,0.21251009642816673
256,273,0.00032043638263227575,13498758.0,1.3982299704906185,5.202256166414656,0.2189413718681697
256,281,0.0003036565649381373,13894326.0,1.3584227115442664,5.411951524492438,0.22402251826528954
256,289,0.0002876042393230212,14289894.0,1.3208193146849094,6.92133905227106,0.23213419565018023
256,297,0.00027240820478861377,14685462.0,1.2852416900469321,8.204040228790078,0.23375006189441114
256,305,0.00025793965930157964,15081030.0,1.2515304326030783,9.200569741478965,0.2378003707897991
256,313,0.0002442544076378302,15476598.0,1.219542434325683,9.708728520217534,0.2405849481577799
256,321,0.00023127070441357014,15872166.0,1.189148853407909,11.970561475922214,0.24187210599815642
256,329,0.0002189317765441956,16267734.0,1.1602333797688111,12.483617783260463,0.24396132277360402
256,337,0.00020708341980935074,16663302.0,1.1326907476081272,10.944592220132947,0.24276166610221397
256,345,0.00019591307924808157,17058870.0,1.1064254549099677,12.253499526886127,0.24205306139683055
256,353,0.00018534398623160087,17454438.0,1.0813506570649825,13.178768387889187,0.24426137859707137
256,361,0.00017522813747442947,17850006.0,1.0573872076009385,14.532775524126922,0.24897717888559046
256,369,0.0001656719553769411,18245574.0,1.0344628236963112,14.305951182968442,0.24810147598150623
256,377,0.0001567175686432165,18641142.0,1.0125113579414824,12.487218256952417,0.24813271134496567
256,385,0.0001481162641236248,19036710.0,0.9914721608933477,15.33295730035621,0.2496208042600986
256,393,0.0001399839863249023,19432278.0,0.9712895214858495,15.546356878242953,0.24906034328448767
512,1,0.002256494772154838,24649.5,765.7099738331407,1.316495889410874,0.17886863604801062
512,17,0.0019185232425418992,419041.5,45.04176316665533,1.2324747702199301,0.17809973267241463
512,33,0.00174289852535973,813433.5,23.2033325403982,1.2019514028749587,0.18210997394138898
512,49,0.0016079072568876047,1207825.5,15.626734159860012,1.673745984764394,0.18416678158244806
512,65,0.00149333052104339,1602217.5,11.780153443586778,1.6814804824499183,0.18049304644925385
512,81,0.0013934210292063653,1996609.5,9.453209553495563,1.6575643046524566,0.1851135866912002
512,97,0.001303871957740436,2391001.5,7.893917256011759,1.9903662436346712,0.18704317364634002
512,113,0.0012237982882652432,2785393.5,6.77619445870036,1.929266676050279,0.19143575807209998
512,129,0.0011500020627863705,3179785.5,5.935736231264656,1.8288029763401412,0.18739733625991747
512,145,0.0010836338624358177,3574177.5,5.280758440228556,2.056088647130177,0.18809332955523936
512,161,0.0010208325014294435,3968569.5,4.755962570392178,1.6916780151085462,0.1881746171225782
512,177,0.000962941674515605,4362961.5,4.326045049904749,1.7065735478782658,0.19009392059944996
512,193,0.0009092798766990503,4757353.5,3.9674091908452884,1.4608234918922962,0.18918705676301525
512,209,0.0008589797750270615,5151745.5,3.6636840853260315,2.074540032898572,0.19708530570926278
512,225,0.0008116630391062548,5546137.5,3.403155439258403,1.8255766990501237,0.19290046887803114
512,241,0.0007678870266924301,5940529.5,3.177219808436268,2.1545519164536193,0.19653788069240746
512,257,0.0007266058625342945,6334921.5,2.979416240595878,2.015706123186664,0.1903424650861916
512,273,0.000687711910965542,6729313.5,2.804798438949233,2.382618717010144,0.19876983440989904
512,289,0.0006502329973348727,7123705.5,2.64951548039149,2.4436278258708057,0.19940399561850122
512,305,0.0006152576437064757,7518097.5,2.5105245043709528,2.5199794570680236,0.1975503644110855
512,321,0.0005821362040781727,7912489.5,2.3853893265829926,2.595412019968469,0.1912973800052557
512,337,0.0005512371329435458,8306881.5,2.2721364208698533,2.5821619112788423,0.19734992093577766
512,353,0.000521681213285774,8701273.5,2.169150067515979,2.2441254119249585,0.18634044023024565
512,369,0.0004934347574211037,9095665.5,2.0750947800356117,2.40373930168236,0.19461768750134045
512,385,0.0004667087341658771,9490057.5,1.9888570748912744,2.2463748470472193,0.19346446221711988
512,401,0.0004413008233920361,9884449.5,1.9095011816287797,3.3298322862623744,0.1991460202110607
512,417,0.00041741645933749777,10278841.5,1.8362349492401453,2.970751968824352,0.205819376245938
512,433,0.00039461297759165365,10673233.5,1.7683833113929346,3.3750714102958614,0.213553689233183
512,449,0.0003730141664467131,11067625.5,1.7053674250181305,3.7037485598217144,0.21299500632269527
512,465,0.00035249289066996425,11462017.5,1.646688115770195,5.207684755790291,0.21804876111022056
512,481,0.000333210889948532,11856409.5,1.5919126275117268,6.670344419689061,0.22265151693794905
512,497,0.00031432672888816643,12250801.5,1.5406639312538042,6.05485561350054,0.22406108526061289
512,513,0.00029674179677385837,12645193.5,1.4926120347624574,5.906604911757419,0.22302922970857494
512,529,0.0002799829914389799,13039585.5,1.4474668692497932,4.6540729270918835,0.22170043709944198
512,545,0.0002641684307794397,13433977.5,1.404972429051634,5.800380292020807,0.22600204868129078
512,561,0.00024924001869900775,13828369.5,1.3649019141410705,6.041041529767341,0.22373926382170062
512,577,0.0002350914292037487,14222761.5,1.327053680820001,5.956145884881357,0.229788049367575
512,593,0.00022154957696329802,14617153.5,1.2912478479479605,7.199155777511852,0.23174161123193782
512,609,0.00020870584315465143,15011545.5,1.2573234381496563,7.654459902058158,0.23529276666511978
512,625,0.0001965772632199029,15405937.5,1.225135958133025,7.094717577263826,0.23322157626328674
512,641,0.00018506873796771592,15800329.5,1.1945553413933552,9.490429092873612,0.239036076550332
512,657,0.00017415453718664745,16194721.5,1.1654641915268502,9.515352581657911,0.23695352104246023
512,673,0.0001637976990120175,16589113.5,1.1377562761265092,9.175185398356557,0.23828055711997956
512,689,0.0001540205133399771,16983505.5,1.1113352305270545,10.249304278667333,0.23928037833332014
512,705,0.0001448347005255831,17377897.5,1.0861134380611923,10.818785879784834,0.24048231466042297
512,721,0.00013607631869187267,17772289.5,1.0620110594079621,10.694648342113226,0.23638002500859517
512,737,0.00012779531243722886,18166681.5,1.0389551883760388,10.919989745193805,0.23962491606501726
512,753,0.00011993799732105496,18561073.5,1.0168791153162557,11.822989301448752,0.23968371565808655
512,769,0.00011249311622426224,18955465.5,0.9957216824878292,12.123345834900787,0.24372658798650984
512,785,0.00010555193875916302,19349857.5,0.9754267182587779,12.229644779975537,0.24069619604022804
