Word Length,Fraction Length,Rank,BLEU Score,Compression Ratio
32,27,350,39.77013322399075,0.8668783068783069
32,26,350,40.50908144990604,0.9002197802197802
32,25,350,40.74413182328712,0.9362285714285714
32,24,350,40.74413182328712,0.9752380952380952
4,3,400,1.8271892064866808,6.826666666666667
4,2,400,1.5172704308882734,10.24
4,1,400,2.991749855444523,20.48
5,4,400,7.683990634887267,5.12
5,3,400,2.5516239607813547,6.826666666666667
5,2,400,2.13251359494784,10.24
5,1,400,2.216503689597686,20.48
6,5,400,5.825631777306337,4.096
6,4,400,13.000638932435898,5.12
6,3,400,2.754997736323722,6.826666666666667
6,2,400,1.8713899139970809,10.24
6,1,400,2.1626696565143044,20.48
7,6,400,5.832930779312121,3.4133333333333336
7,5,400,15.459903131533443,4.096
7,4,400,27.829123207912637,5.12
7,3,400,4.20891330924258,6.826666666666667
7,2,400,1.967091829796704,10.24
7,1,400,2.492314924392241,20.48
8,7,400,6.892983675333905,2.9257142857142857
8,6,400,16.499986596417532,3.4133333333333336
8,5,400,33.036765171522774,4.096
8,4,400,36.01535295638679,5.12
8,3,400,5.706880062417436,6.826666666666667
8,2,400,1.8418306389968855,10.24
8,1,400,2.4350625165056172,20.48
16,15,400,6.919873682084135,1.3653333333333333
16,14,400,17.64254556010865,1.4628571428571429
16,13,400,35.99762050061273,1.5753846153846154
16,12,400,40.60852613468834,1.7066666666666668
16,11,400,39.77797187109321,1.8618181818181818
16,10,400,40.81428959591215,2.048
16,9,400,40.632283560777985,2.2755555555555556
16,8,400,40.85267725171207,2.56
32,31,400,6.932725834753625,0.6606451612903226
32,30,400,16.940483880258196,0.6826666666666666
32,29,400,35.99762050061273,0.7062068965517241
32,28,400,40.6608681578217,0.7314285714285714
32,27,400,39.87569912543843,0.7585185185185185
32,26,400,40.811286616240864,0.7876923076923077
32,25,400,40.5686282208978,0.8192
32,24,400,40.5686282208978,0.8533333333333334
4,3,450,1.6815722793362124,6.068148148148148
4,2,450,1.5172704308882734,9.102222222222222
4,1,450,2.991749855444523,18.204444444444444
5,4,450,6.701028058309082,4.551111111111111
5,3,450,2.3532993918897493,6.068148148148148
5,2,450,2.13251359494784,9.102222222222222
5,1,450,2.216503689597686,18.204444444444444
6,5,450,6.617043880854114,3.640888888888889
6,4,450,12.371643425501926,4.551111111111111
6,3,450,3.0145466878314013,6.068148148148148
6,2,450,1.8713899139970809,9.102222222222222
6,1,450,2.1626696565143044,18.204444444444444
7,6,450,6.982758876673794,3.034074074074074
7,5,450,15.301285747993226,3.640888888888889
7,4,450,27.731682942479807,4.551111111111111
7,3,450,4.782226632775056,6.068148148148148
7,2,450,1.967091829796704,9.102222222222222
7,1,450,2.492314924392241,18.204444444444444
8,7,450,7.245440071191794,2.6006349206349206
8,6,450,16.46849666287288,3.034074074074074
8,5,450,34.324288569240316,3.640888888888889
8,4,450,36.57020593617456,4.551111111111111
8,3,450,5.134469932523319,6.068148148148148
8,2,450,1.8418306389968855,9.102222222222222
8,1,450,2.4350625165056172,18.204444444444444
16,15,450,7.255332868175738,1.2136296296296296
16,14,450,17.593993887390724,1.3003174603174603
16,13,450,36.28287995472063,1.4003418803418803
16,12,450,40.74359097927984,1.517037037037037
16,11,450,41.02685240754057,1.654949494949495
16,10,450,41.124451987749715,1.8204444444444445
16,9,450,41.21375308952162,2.022716049382716
16,8,450,40.873567723384255,2.2755555555555556
32,31,450,7.255332868175738,0.5872401433691756
32,30,450,17.593993887390724,0.6068148148148148
32,29,450,36.28287995472063,0.6277394636015325
32,28,450,40.501296874376635,0.6501587301587302
32,27,450,41.04742329286669,0.6742386831275721
32,26,450,41.124451987749715,0.7001709401709402
32,25,450,41.412911185319345,0.7281777777777778
32,24,450,41.412911185319345,0.7585185185185185
