Weight Word Length,Activation Word Length,Rank,Quant SVD BLEU (Range-Based),Iterative Quant SVD BLEU (Range-Based),Compression Ratio
4,6,64,14.17838663648528,16.272637617629467,32.0
4,6,80,20.76378516654936,22.027764794806508,25.6
4,6,96,23.096808635963,25.009382105963834,21.333333333333332
4,6,112,27.673288973534476,25.860111634684056,18.285714285714285
4,6,128,30.22409174157204,31.566868896831252,16.0
4,6,144,32.38632519484731,32.39578596553264,14.222222222222221
4,6,160,34.86234060230338,34.17066783496111,12.8
4,6,176,35.48808065305693,37.29976018987837,11.636363636363637
4,6,192,37.62634007004447,37.13835566785647,10.666666666666666
4,6,208,39.03496780410533,39.34349662577588,9.846153846153847
4,6,224,39.3790289153293,38.49088876831328,9.142857142857142
4,6,240,40.64747646051249,39.5159462142514,8.533333333333333
4,6,256,41.24036493525215,41.16763889888715,8.0
4,6,272,39.87645329153285,41.458203188629476,7.529411764705882
4,6,288,40.58878700259182,41.63573318147262,7.111111111111111
4,6,304,40.494856050121825,40.46177135994957,6.7368421052631575
4,6,320,41.699205577964115,39.928819881292796,6.4
4,6,336,41.19296368815913,39.745324854387,6.095238095238095
4,6,352,41.08084448099664,40.43250523382209,5.818181818181818
4,6,368,41.36480233130377,39.77571847015201,5.565217391304348
4,6,384,41.109347459978295,39.6810731561481,5.333333333333333
4,6,400,41.46259647102269,41.104408693114586,5.12
4,6,416,41.87985924939791,40.14028841090286,4.923076923076923
4,6,432,42.067044509576895,40.01295155588034,4.7407407407407405
4,6,448,41.88217164285557,39.79289575027439,4.571428571428571
4,6,464,41.14847027856275,40.2205596356855,4.413793103448276
4,6,480,40.45049772428875,40.65658132241586,4.266666666666667
4,6,496,41.440061287247005,40.52506933896353,4.129032258064516
4,6,512,41.61475806189015,40.36758425080782,4.0
4,8,64,14.53476109294389,17.11052338466052,32.0
4,8,80,21.483447462524293,19.45029541215606,25.6
4,8,96,23.741379920952603,25.860108753181617,21.333333333333332
4,8,112,28.2984913496366,27.948517533372303,18.285714285714285
4,8,128,32.35791433916469,30.415574828292062,16.0
4,8,144,34.25329235485262,31.799619566798988,14.222222222222221
4,8,160,36.4442156338593,35.36623852989671,12.8
4,8,176,39.193657548369906,37.074850328598444,11.636363636363637
4,8,192,39.25056773530151,37.8275210830332,10.666666666666666
4,8,208,39.64805928188596,38.82489270491833,9.846153846153847
4,8,224,39.75228542167394,39.38106799205286,9.142857142857142
4,8,240,40.00238374830399,39.45064418869467,8.533333333333333
4,8,256,39.904330653332295,39.21850504347984,8.0
4,8,272,41.01930018591901,41.03130045841261,7.529411764705882
4,8,288,40.539488262804866,41.18736965475835,7.111111111111111
4,8,304,40.76901663995212,41.24653830467203,6.7368421052631575
4,8,320,41.21151626604719,40.784953824512236,6.4
4,8,336,42.13731116940842,41.357961490223,6.095238095238095
4,8,352,42.27469915788093,40.76644024532773,5.818181818181818
4,8,368,42.0493174861051,40.97072002495564,5.565217391304348
4,8,384,42.29827620905752,40.953721797383174,5.333333333333333
4,8,400,41.75011006557845,40.80685093033001,5.12
4,8,416,41.59539251763781,40.22345482828344,4.923076923076923
4,8,432,41.8076264435345,40.24931057940897,4.7407407407407405
4,8,448,41.68760254796613,40.74772464361376,4.571428571428571
4,8,464,40.87083809460819,40.095084381973194,4.413793103448276
4,8,480,41.39341795561487,40.63235289884679,4.266666666666667
4,8,496,40.72759267400211,41.72724916402173,4.129032258064516
4,8,512,41.40409753798775,40.73368917660328,4.0
4,16,64,15.762814225893223,14.184292214057393,32.0
4,16,80,20.924929387161846,21.689468297786377,25.6
4,16,96,24.128115776491217,26.495775749249773,21.333333333333332
4,16,112,28.427454250257373,27.89253388820664,18.285714285714285
4,16,128,32.338907159132866,31.147130596839585,16.0
4,16,144,33.735535957960856,31.579631016518316,14.222222222222221
4,16,160,37.53918082534041,34.711608653950925,12.8
4,16,176,37.86702891623503,37.554644914585474,11.636363636363637
4,16,192,39.38188431854149,38.2428122766767,10.666666666666666
4,16,208,39.36291941983477,39.371319444380234,9.846153846153847
4,16,224,40.24309427441049,38.66786226145476,9.142857142857142
4,16,240,40.61533786743395,39.64187338707057,8.533333333333333
4,16,256,40.81815822069653,40.21348156386248,8.0
4,16,272,40.95925683133796,40.99611283667704,7.529411764705882
4,16,288,41.139228027276914,41.48839295749253,7.111111111111111
4,16,304,41.387776507157376,41.23596143712524,6.7368421052631575
4,16,320,41.229899397298894,40.811733329584705,6.4
4,16,336,40.18435033883369,40.87614444975101,6.095238095238095
4,16,352,41.62855920206208,41.39565114357344,5.818181818181818
4,16,368,42.435583197243574,41.148736453869056,5.565217391304348
4,16,384,42.20873209084158,41.15809683504745,5.333333333333333
4,16,400,42.039451075219866,40.12135683620476,5.12
4,16,416,41.874911827554016,40.75356015297332,4.923076923076923
4,16,432,41.451432721271864,40.40938076562239,4.7407407407407405
4,16,448,42.13716853892025,40.90672642549855,4.571428571428571
4,16,464,41.353104614427885,40.80663642353443,4.413793103448276
4,16,480,41.60562812820465,41.02198190196794,4.266666666666667
4,16,496,41.26274651278198,41.278992672154345,4.129032258064516
4,16,512,41.393954355539755,40.37710020757028,4.0
