Weight Word Length,Activation Word Length,Rank,Quant SVD BLEU (Range-Based),Iterative Quant SVD BLEU (Range-Based),Compression Ratio
8,6,64,15.594917906867678,15.594917906867678,16.0
8,6,80,21.533250046561253,21.533250046561253,12.8
8,6,96,25.230915164904587,25.230915164904587,10.666666666666666
8,6,112,28.597498557973804,28.597498557973804,9.142857142857142
8,6,128,30.5798124535724,30.5798124535724,8.0
8,6,144,32.858608461062786,32.858608461062786,7.111111111111111
8,6,160,35.610978129051254,35.610978129051254,6.4
8,6,176,37.069775196338064,37.069775196338064,5.818181818181818
8,6,192,36.850998274893634,36.850998274893634,5.333333333333333
8,6,208,39.08323969456914,39.08323969456914,4.923076923076923
8,6,224,39.42512868679396,39.42512868679396,4.571428571428571
8,6,240,39.41683710617846,39.41683710617846,4.266666666666667
8,6,256,40.3543430097566,40.3543430097566,4.0
8,6,272,39.69007332468607,39.69007332468607,3.764705882352941
8,6,288,39.66460806805186,39.66460806805186,3.5555555555555554
8,6,304,40.44300431210266,40.44300431210266,3.3684210526315788
8,6,320,40.91700629835729,40.91700629835729,3.2
8,6,336,40.72422875064196,40.72422875064196,3.0476190476190474
8,6,352,40.206100566369365,40.206100566369365,2.909090909090909
8,6,368,40.49753408804567,40.49753408804567,2.782608695652174
8,6,384,40.0615747418777,40.0615747418777,2.6666666666666665
8,6,400,41.48371941560568,41.48371941560568,2.56
8,6,416,39.95133854817508,39.95133854817508,2.4615384615384617
8,6,432,40.64699209780441,40.64699209780441,2.3703703703703702
8,6,448,40.54622037631339,40.54622037631339,2.2857142857142856
8,6,464,40.17906364783545,40.17906364783545,2.206896551724138
8,6,480,40.98898181184404,40.98898181184404,2.1333333333333333
8,6,496,40.489911496725206,40.489911496725206,2.064516129032258
8,6,512,39.78515867868444,39.78515867868444,2.0
8,8,64,16.669292287644765,16.669292287644765,16.0
8,8,80,21.69557557959004,21.69557557959004,12.8
8,8,96,26.545095903272014,26.545095903272014,10.666666666666666
8,8,112,29.426012413683257,29.426012413683257,9.142857142857142
8,8,128,32.42224260613592,32.42224260613592,8.0
8,8,144,33.82996627245183,33.82996627245183,7.111111111111111
8,8,160,36.560899782610846,36.560899782610846,6.4
8,8,176,37.85271732182381,37.85271732182381,5.818181818181818
8,8,192,39.12888930390769,39.12888930390769,5.333333333333333
8,8,208,39.05505831750998,39.05505831750998,4.923076923076923
8,8,224,40.337901980499666,40.337901980499666,4.571428571428571
8,8,240,39.80177776963226,39.80177776963226,4.266666666666667
8,8,256,40.176189600376425,40.176189600376425,4.0
8,8,272,40.013360580609856,40.013360580609856,3.764705882352941
8,8,288,39.520704411831815,39.520704411831815,3.5555555555555554
8,8,304,40.187219129951316,40.187219129951316,3.3684210526315788
8,8,320,39.84917347012969,39.84917347012969,3.2
8,8,336,39.99016393073852,39.99016393073852,3.0476190476190474
8,8,352,39.95740178791966,39.95740178791966,2.909090909090909
8,8,368,40.17691684125254,40.17691684125254,2.782608695652174
8,8,384,39.90349983046928,39.90349983046928,2.6666666666666665
8,8,400,40.88789125566711,40.88789125566711,2.56
8,8,416,41.02286907471008,41.02286907471008,2.4615384615384617
8,8,432,41.474846185843674,41.474846185843674,2.3703703703703702
8,8,448,42.02316209287267,42.02316209287267,2.2857142857142856
8,8,464,41.065183025962234,41.065183025962234,2.206896551724138
8,8,480,41.74439155561649,41.74439155561649,2.1333333333333333
8,8,496,41.04846716217019,41.04846716217019,2.064516129032258
8,8,512,40.4048614906739,40.4048614906739,2.0
8,16,64,17.4350894583433,17.4350894583433,16.0
8,16,80,22.187991563576414,22.187991563576414,12.8
8,16,96,25.56359857875723,25.56359857875723,10.666666666666666
8,16,112,28.776459583128005,28.776459583128005,9.142857142857142
8,16,128,32.36687900275923,32.36687900275923,8.0
8,16,144,34.107949565874804,34.107949565874804,7.111111111111111
8,16,160,36.45391860271563,36.45391860271563,6.4
8,16,176,37.652642132674394,37.652642132674394,5.818181818181818
8,16,192,38.398388601852275,38.398388601852275,5.333333333333333
8,16,208,39.31689998156671,39.31689998156671,4.923076923076923
8,16,224,39.78391868246397,39.78391868246397,4.571428571428571
8,16,240,40.5265401174858,40.5265401174858,4.266666666666667
8,16,256,40.86703041094798,40.86703041094798,4.0
8,16,272,40.73168933489189,40.73168933489189,3.764705882352941
8,16,288,39.07359401652285,39.07359401652285,3.5555555555555554
8,16,304,39.97995377815847,39.97995377815847,3.3684210526315788
8,16,320,40.44145478720659,40.44145478720659,3.2
8,16,336,40.00720035764916,40.00720035764916,3.0476190476190474
8,16,352,40.664382431606164,40.664382431606164,2.909090909090909
8,16,368,40.68690230575622,40.68690230575622,2.782608695652174
8,16,384,40.748837451812406,40.748837451812406,2.6666666666666665
8,16,400,40.686390027502256,40.686390027502256,2.56
8,16,416,41.08657876816375,41.08657876816375,2.4615384615384617
8,16,432,40.67370399529667,40.67370399529667,2.3703703703703702
8,16,448,41.60826567356592,41.60826567356592,2.2857142857142856
8,16,464,41.41745244931068,41.41745244931068,2.206896551724138
8,16,480,40.95909818197087,40.95909818197087,2.1333333333333333
8,16,496,41.203820595352596,41.203820595352596,2.064516129032258
8,16,512,41.20579166660745,41.20579166660745,2.0
