Word Length,Rank,Quant SVD BLEU (Range-Based),Iterative Quant SVD BLEU (Range-Based),Compression Ratio
3,64,8.42213316952365,9.863413413194477,42.666666666666664
3,80,14.307528757628118,14.266782750496596,34.13333333333333
3,96,18.16830208008907,20.824468688661447,28.444444444444443
3,112,23.632017855364467,25.738493279061448,24.38095238095238
3,128,27.87138976033091,28.333203441530287,21.333333333333332
3,144,28.940922451238183,31.007963731315773,18.962962962962962
3,160,30.54204711307517,31.41411168785952,17.066666666666666
3,176,32.26091038753333,32.330651445643184,15.515151515151516
3,192,33.42783969073926,36.233582883584816,14.222222222222221
3,208,34.457762303890306,38.91741287622197,13.128205128205128
3,224,34.11759030787123,38.97120371158935,12.19047619047619
3,240,36.00144378049928,39.6752535567198,11.377777777777778
3,256,36.20246431762687,39.3876844120331,10.666666666666666
3,272,36.036048858992515,41.0561648177661,10.03921568627451
3,288,36.566206068891766,40.02815800877673,9.481481481481481
3,304,36.96622490601496,39.26582502075627,8.982456140350877
3,320,37.323781007258056,39.54705392740665,8.533333333333333
3,336,36.644845075150045,39.084187370774835,8.126984126984127
3,352,37.62079002944204,40.55082654365415,7.757575757575758
3,368,37.17393727769825,40.73618680711365,7.420289855072464
3,384,37.399908097248634,41.44337611340549,7.111111111111111
3,400,37.71176637691896,40.66256715848783,6.826666666666667
3,416,36.79411533578424,40.83497045615355,6.564102564102564
3,432,36.802070640691234,40.96233114022325,6.320987654320987
3,448,36.313108674148154,40.51342933383218,6.095238095238095
3,464,36.181473457022825,40.13990080115132,5.885057471264368
3,480,36.25767815944899,41.02257706548162,5.688888888888889
3,496,36.21480576849553,40.9293631913298,5.505376344086022
3,512,36.20741855088251,40.44544088516254,5.333333333333333
4,64,15.762814225893223,14.184292214057393,32.0
4,80,20.960913921424567,21.689468297786377,25.6
4,96,24.128115776491217,26.666210178617668,21.333333333333332
4,112,28.427454250257373,27.89253388820664,18.285714285714285
4,128,32.338907159132866,31.147130596839585,16.0
4,144,33.735535957960856,31.579631016518316,14.222222222222221
4,160,37.53918082534041,34.711608653950925,12.8
4,176,37.86702891623503,37.554644914585474,11.636363636363637
4,192,39.359156941394986,38.24464182449726,10.666666666666666
4,208,39.36291941983477,39.371319444380234,9.846153846153847
4,224,40.24309427441049,38.66786226145476,9.142857142857142
4,240,40.61533786743395,39.64187338707057,8.533333333333333
4,256,40.81815822069653,40.21348156386248,8.0
4,272,40.95925683133796,40.99611283667704,7.529411764705882
4,288,41.139228027276914,41.48839295749253,7.111111111111111
4,304,41.387776507157376,41.23596143712524,6.7368421052631575
4,320,41.229899397298894,40.811733329584705,6.4
4,336,40.18435033883369,40.87614444975101,6.095238095238095
4,352,41.60447944567427,41.39565114357344,5.818181818181818
4,368,42.39701164490012,41.148736453869056,5.565217391304348
4,384,42.20873209084158,41.15809683504745,5.333333333333333
4,400,42.039451075219866,40.12135683620476,5.12
4,416,41.874911827554016,40.75356015297332,4.923076923076923
