Weight Word Length,Activation Word Length,Rank,Quant SVD BLEU (Range-Based),Iterative Quant SVD BLEU (Range-Based),Compression Ratio
6,8,64,16.758008248654026,16.859846773677596,21.333333333333332
6,8,80,22.574773086122126,22.671211325183315,17.066666666666666
6,8,96,25.59188550546921,25.82488018018081,14.222222222222221
6,8,112,28.811902562596025,29.1259176642359,12.19047619047619
6,8,128,30.97320041373673,31.73800789256887,10.666666666666666
6,8,144,32.825396804961116,33.731300938231165,9.481481481481481
6,8,160,34.76244721250865,35.786183106505085,8.533333333333333
6,8,176,36.52973768740854,37.16054339421459,7.757575757575758
6,8,192,38.29672722783297,38.81026742502986,7.111111111111111
6,8,208,38.6945249024298,39.22367862695593,6.564102564102564
6,8,224,38.697615870795735,39.33446877806666,6.095238095238095
6,8,240,38.98284119466713,39.75766508640934,5.688888888888889
6,8,256,38.99824521888619,39.79160694939336,5.333333333333333
6,8,272,39.15260201244352,39.86019109313842,5.019607843137255
6,8,288,39.19718885062513,39.91553660144045,4.7407407407407405
6,8,304,39.211987876744506,40.06461619268449,4.491228070175438
6,8,320,39.370561426294616,40.25864306487909,4.266666666666667
6,8,336,39.397294903203276,40.3801278566288865,4.063492063492063
6,8,352,39.41598761183059,40.36707397521517,3.878787878787879
6,8,368,39.50221389180047,40.65939105138711,3.710144927536232
6,8,384,39.662116962630276,40.699238860371936,3.5555555555555554
6,8,400,39.662960832603396,40.720570811728525,3.4133333333333336
6,8,416,39.674572358912755,40.798260596007734,3.282051282051282
6,8,432,39.690875036108656,40.85661858980123,3.1604938271604937
6,8,448,39.7003217806578,40.949872767989646,3.0476190476190474
6,8,464,39.70252162694226,41.086777159733786,2.942528735632184
6,8,480,39.74731732963292,41.097057761019894,2.8444444444444446
6,8,496,39.78847720374862,41.096464638450776,2.752688172043011
6,8,512,39.84472610674115, 41.20014000562805,2.6666666666666665
