Word Length,BLEU Score (Range-Based),BLEU Score (Mean-Based),BLEU Score (Log2-Based),BLEU Score (Loss-Aware),Compression Ratio
2,0.32120798509786086,21.987464735068897,0.28911299561763854,1.1157568373231608,16.0
3,25.611566344525382,23.586746109047642,8.982923130501954,10.830542360193265,10.666666666666666
4,29.579702186160773,24.173892683576614,29.009711123911607,28.82018895150204,8.0
5,28.374671158117003,23.90246097405013,29.393909584876354,29.313547230727107,6.4
6,29.103319078579176,23.668339478338634,28.685459004578817,29.27425839572634,5.333333333333333
7,29.070286991766952,23.59848608142765,29.011695879321977,29.352724796638647,4.571428571428571
8,28.975610178099437,23.566819773605605,29.870891933381277,29.647468779568015,4.0
16,29.44884320121199,23.52806642704919,29.44884320121199,29.44884320121199,2.0
