NZr,NZc,Tr,Tc,MSE,Nsteps,Compressed Memory Footprint (byte),Nops,Ncycles,CTC (Ops/byte),CP (GOps/s),AttPerf (GOps/s),Execution Time (s)
40,12,2,8,0.00297063955783994,29,21199.0,40948,1160,1.781044756643904,7.059999999999999,7.059999999999999,5.800000000000001e-06
40,14,2,8,0.0029828947090516523,25,19875.0,38500,1000,1.7768957400655374,7.7,7.7,5e-06
40,16,2,8,0.0029665140782542026,22,18898.0,36696,880,1.7736104398260029,8.34,8.34,4.4e-06
40,18,2,8,0.002933207965060064,20,18460.0,35920,800,1.7736519849891368,8.98,8.98,4e-06
40,20,2,8,0.00292824118848193,18,17766.0,34632,720,1.77073320380407,9.62,9.62,3.6000000000000003e-06
40,22,2,8,0.0029420727056134305,16,16816.0,32832,640,1.764402407566638,10.26,10.26,3.2e-06
40,24,2,8,0.0029260963589929773,15,16725.0,32700,600,1.7659448074742128,10.9,10.9,3e-06
40,6,2,16,0.0029741532903924486,31,22614.5,43772,1240,1.7934566611353533,7.059999999999999,7.059999999999999,6.200000000000001e-06
40,7,2,16,0.0029495276132883047,27,21424.5,41580,1080,1.7909676307798332,7.7,7.7,5.4e-06
40,8,2,16,0.0029961335282384775,23,19722.5,38364,920,1.7831694903437216,8.34,8.34,4.6e-06
40,9,2,16,0.002941393554833203,21,19351.5,37716,840,1.7838106273795729,8.98,8.98,4.2e-06
40,10,2,16,0.0029355132004391226,19,18724.5,36556,760,1.781785392245266,9.62,9.62,3.8000000000000005e-06
40,11,2,16,0.0029919455861080447,16,16792.0,32832,640,1.7666810159276798,10.26,10.26,3.2e-06
40,12,2,16,0.0029260963589929773,15,16702.5,32700,600,1.7680932169023222,10.9,10.9,3e-06
40,3,2,32,0.002952494219593584,32,23320.0,45184,1280,1.7992991398534566,7.059999999999999,7.059999999999999,6.4000000000000006e-06
40,4,2,32,0.0029477303158567105,25,21418.75,41700,1000,1.7965813254634166,8.34,8.34,5e-06
40,5,2,32,0.0029289161567835915,20,19695.0,38480,800,1.7908502815655978,9.62,9.62,4.000000000000001e-06
40,6,2,32,0.0029260963589929773,15,16691.25,32700,600,1.7691693830900952,10.9,10.9,3e-06
40,2,2,64,0.002999350652753801,24,20553.0,40032,960,1.7915417319310807,8.34,8.34,4.8e-06
40,3,2,64,0.0029260963589929773,15,16685.625,32700,600,1.7697079575973644,10.9,10.9,3e-06
40,1,2,192,0.0029260963589929773,15,16681.875,32700,600,1.7700671894770317,10.9,10.9,3e-06
48,48,2,2,0.0029468674419347455,19,15276.0,29260,912,1.7143191938129834,6.416666666666667,6.416666666666667,4.56e-06
48,56,2,2,0.002926395733235729,17,14756.0,28356,952,1.7135605511240029,5.957142857142857,5.957142857142857,4.76e-06
48,64,2,2,0.002973275658767951,15,13980.0,26940,960,1.7080902865838195,5.6125,5.6125,4.8e-06
48,72,2,2,0.0029785713529779053,14,13944.0,26936,1008,1.7117437722419928,5.344444444444444,5.344444444444444,5.04e-06
48,80,2,2,0.0029094852339079033,14,14840.0,28728,1120,1.7272727272727273,5.13,5.13,5.6e-06
48,88,2,2,0.0029856928127625177,13,14612.0,28340,1144,1.7276274079492806,4.954545454545455,4.954545454545455,5.7199999999999994e-06
48,96,2,2,0.0029724736595956405,13,15444.0,30004,1248,1.7407751218380134,4.808333333333334,4.808333333333334,6.24e-06
48,12,2,8,0.002998813825437381,26,20670.0,40040,1248,1.78256611165524,6.416666666666667,6.416666666666667,6.24e-06
48,14,2,8,0.0029452895914426954,23,19757.0,38364,1104,1.7803146317694556,6.95,6.95,5.52e-06
48,16,2,8,0.0029313223564036736,20,18460.0,35920,960,1.7736519849891368,7.483333333333333,7.483333333333333,4.8e-06
48,18,2,8,0.002996467366976025,17,16779.0,32708,816,1.7612406440148618,8.016666666666667,8.016666666666667,4.08e-06
48,20,2,8,0.002915879583036235,16,16816.0,32832,768,1.764402407566638,8.55,8.55,3.84e-06
48,22,2,8,0.002970969349988633,14,15610.0,30520,672,1.753821399839099,9.083333333333332,9.083333333333332,3.3600000000000004e-06
48,24,2,8,0.0029724736595956405,13,15327.0,30004,624,1.7526724691862843,9.616666666666667,9.616666666666667,3.12e-06
48,6,2,16,0.0029895564261682938,27,21424.5,41580,1296,1.7909676307798332,6.416666666666667,6.416666666666667,6.48e-06
48,7,2,16,0.0029563475832350035,24,20580.0,40032,1152,1.789379581619882,6.95,6.95,5.76e-06
48,8,2,16,0.0029573724039797865,21,19351.5,37716,1008,1.7838106273795729,7.483333333333333,7.483333333333333,5.04e-06
48,9,2,16,0.002915797172099575,19,18724.5,36556,912,1.781785392245266,8.016666666666667,8.016666666666667,4.559999999999999e-06
