NZr,NZc,Tr,Tc,MSE,Nsteps,Compressed Memory Footprint (byte),Nops,Ncycles,CTC (Ops/byte),CP (GOps/s),AttPerf (GOps/s),Execution Time (s)
32,48,2,2,0.002994494082881152,23,33488.0,16192,2944,0.45895691609977324,1.1,1.1,1.4719999999999998e-05
32,56,2,2,0.0029567332664776503,21,31920.0,15456,2688,0.4584717607973422,1.15,1.15,1.3440000000000002e-05
32,64,2,2,0.002963335933556388,19,30096.0,14592,2432,0.45760160561966884,1.2,1.2,1.216e-05
32,72,2,2,0.002941227127709757,18,29664.0,14400,2304,0.4577822990844354,1.25,1.25,1.152e-05
32,80,2,2,0.00295060581631413,17,29104.0,14144,2176,0.4577938891765924,1.3,1.3,1.088e-05
32,88,2,2,0.0029979816400675413,16,28416.0,13824,2048,0.4576271186440678,1.35,1.35,1.024e-05
32,96,2,2,0.0029846835663289526,16,29440.0,14336,2048,0.45901639344262296,1.4,1.4,1.024e-05
32,12,2,8,0.0029914924513382425,31,44857.0,21824,3968,0.4678342515380823,1.1,1.1,1.984e-05
32,14,2,8,0.002966366177498063,28,42308.0,20608,3584,0.46730158730158733,1.15,1.15,1.792e-05
32,16,2,8,0.0029849427376817295,24,37800.0,18432,3072,0.46554859567589413,1.2,1.2,1.536e-05
32,18,2,8,0.002957267162314645,22,36058.0,17600,2816,0.46499339498018494,1.25,1.25,1.408e-05
32,20,2,8,0.0029988871687082665,19,32357.0,15808,2432,0.46291253038156316,1.3,1.3,1.216e-05
32,22,2,8,0.002931235984631414,18,31806.0,15552,2304,0.4628846955175903,1.35,1.35,1.152e-05
32,24,2,8,0.0029846835663289526,16,29296.0,14336,2048,0.4611425630468348,1.4,1.4,1.024e-05
32,6,2,16,0.002977757246024658,34,49147.0,23936,4352,0.46989536504446494,1.1,1.1,2.176e-05
32,7,2,16,0.0029940750390753355,29,43775.5,21344,3712,0.46840401602018983,1.15,1.15,1.856e-05
32,8,2,16,0.0029539812366471603,26,40911.0,19968,3328,0.4676018078355151,1.2,1.2,1.664e-05
32,9,2,16,0.002980603797885379,23,37662.5,18400,2944,0.4663599842856962,1.25,1.25,1.472e-05
32,10,2,16,0.0029458560906098098,21,35731.5,17472,2688,0.46562820632403695,1.3,1.3,1.344e-05
32,11,2,16,0.002976046677913905,18,31779.0,15552,2304,0.4632569777486521,1.35,1.35,1.152e-05
32,12,2,16,0.0029846835663289526,16,29272.0,14336,2048,0.46149884110224054,1.4,1.4,1.024e-05
32,3,2,32,0.0029689936381145673,36,52011.0,25344,4608,0.4710518000854971,1.1,1.1,2.3039999999999996e-05
32,4,2,32,0.002964931727063623,27,42464.25,20736,3456,0.46854399096172855,1.2,1.2,1.728e-05
32,5,2,32,0.0029802807239600287,21,35715.75,17472,2688,0.46582372976251574,1.3,1.3,1.344e-05
32,6,2,32,0.0029846835663289526,16,29260.0,14336,2048,0.4616771866546438,1.4,1.4,1.024e-05
32,2,2,64,0.002968483982076112,27,42454.125,20736,3456,0.4686512095691996,1.2,1.2,1.728e-05
32,3,2,64,0.0029846835663289526,16,29254.0,14336,2048,0.46176641113186884,1.4,1.4,1.024e-05
32,1,2,192,0.0029846835663289526,16,29250.0,14336,2048,0.4618259132787836,1.4,1.4,1.024e-05
40,48,2,2,0.0029677912717940703,20,34240.0,16640,3200,0.46181172291296624,1.04,1.04,1.6e-05
40,56,2,2,0.002941618126163033,18,31968.0,15552,2880,0.4606635071090047,1.08,1.08,1.4399999999999998e-05
40,64,2,2,0.0029793269233521096,16,29440.0,14336,2560,0.45901639344262296,1.12,1.12,1.2799999999999998e-05
40,72,2,2,0.0029731603411963362,15,28560.0,13920,2400,0.45861887190300477,1.16,1.16,1.2e-05
40,80,2,2,0.002906910526488121,15,29520.0,14400,2400,0.45988758303525806,1.2,1.2,1.2e-05
40,88,2,2,0.0029737462974022536,14,28448.0,13888,2240,0.45925925925925926,1.24,1.24,1.12e-05
40,96,2,2,0.0029618200346641387,14,29344.0,14336,2240,0.460431654676259,1.28,1.28,1.12e-05
40,12,2,8,0.0029509473624296807,28,47684.0,23296,4480,0.4708545557441992,1.04,1.04,2.24e-05
40,14,2,8,0.0029793878064049545,24,42408.0,20736,3840,0.4691402714932127,1.08,1.08,1.92e-05
40,16,2,8,0.0029477842265323213,21,38451.0,18816,3360,0.4675595755783615,1.12,1.12,1.68e-05
40,18,2,8,0.002941004559526981,19,36005.0,17632,3040,0.46649204963356883,1.16,1.16,1.5200000000000002e-05
40,20,2,8,0.0029307451048201255,17,33303.0,16320,2720,0.4650235076221684,1.2,1.2,1.36e-05
40,22,2,8,0.0029659645150633164,15,30345.0,14880,2400,0.4630177054485484,1.24,1.24,1.2e-05
40,24,2,8,0.0029618200346641387,14,29218.0,14336,2240,0.4623024830699774,1.28,1.28,1.12e-05
40,6,2,16,0.0029921152415914253,29,49343.5,24128,4640,0.47184441337231475,1.04,1.04,2.32e-05
40,7,2,16,0.00298870878722635,25,44137.5,21600,4000,0.4702859817764182,1.08,1.08,2e-05
40,8,2,16,0.0029817415483784928,22,40249.0,19712,3520,0.46887562141718797,1.12,1.12,1.76e-05
40,9,2,16,0.0029459385137259146,20,37870.0,18560,3200,0.4679542131007009,1.16,1.16,1.6000000000000003e-05
40,10,2,16,0.002937803619912041,18,35235.0,17280,2880,0.4666864720339212,1.2,1.2,1.44e-05
40,11,2,16,0.0029211904819286677,16,32344.0,15872,2560,0.46496367471291306,1.24,1.24,1.28e-05
40,12,2,16,0.0029618200346641387,14,29197.0,14336,2240,0.4626157668850237,1.28,1.28,1.12e-05
40,3,2,32,0.0029830068711795984,31,52723.25,25792,4960,0.47311532094230513,1.04,1.04,2.48e-05
40,4,2,32,0.0029964972200545088,23,42061.25,20608,3680,0.46993096292749115,1.12,1.12,1.84e-05
40,5,2,32,0.0029305653171107175,19,37178.25,18240,3040,0.46804934533394066,1.2,1.2,1.52e-05
40,6,2,32,0.0029618200346641387,14,29186.5,14336,2240,0.4627725680714044,1.28,1.28,1.12e-05
40,2,2,64,0.002963081501737392,23,42052.625,20608,3680,0.4700234065179027,1.12,1.12,1.84e-05
40,3,2,64,0.0029618200346641387,14,29181.25,14336,2240,0.4628510085315555,1.28,1.28,1.12e-05
40,1,2,192,0.0029618200346641387,14,29177.75,14336,2240,0.4629033169463751,1.28,1.28,1.12e-05
