NZr,NZc,Tr,Tc,MSE,Nsteps,Compressed Memory Footprint (byte),Nops,Ncycles,CTC (Ops/byte),CP (GOps/s),AttPerf (GOps/s),Execution Time (s)
32,48,2,2,0.006864580507511481,24,63744.0,30720,1152,0.46875,5.333333333333334,4.6875,6.5536e-06
32,56,2,2,0.006927839217153511,21,61152.0,29568,1176,0.4697508896797153,5.0285714285714285,4.697508896797153,6.294399999999999e-06
32,64,2,2,0.006971824037566276,19,60192.0,29184,1216,0.47083118224057824,4.8,4.708311822405783,6.1984e-06
32,72,2,2,0.0069525012553733005,18,61632.0,29952,1296,0.4722502522704339,4.622222222222222,4.622222222222222,6.480000000000001e-06
32,80,2,2,0.006971113975480295,17,62560.0,30464,1360,0.4733963202386872,4.48,4.48,6.799999999999999e-06
32,88,2,2,0.006884293301706732,17,66912.0,32640,1496,0.4750815090824406,4.363636363636363,4.363636363636363,7.480000000000001e-06
32,96,2,2,0.006854300431171145,17,71264.0,34816,1632,0.4765659220324135,4.266666666666666,4.266666666666666,8.160000000000001e-06
32,12,2,8,0.006940207351961847,32,83840.0,40960,1024,0.47832585949177875,8.0,4.783258594917788,8.5632e-06
32,14,2,8,0.006998596026927867,27,77652.0,38016,864,0.4785257539902321,8.8,4.785257539902322,7.9444e-06
32,16,2,8,0.006920481683003276,24,75168.0,36864,768,0.47900207900207903,9.6,4.79002079002079,7.696e-06
32,18,2,8,0.0069710036898919595,21,71148.0,34944,672,0.47907869481765836,10.4,4.790786948176583,7.294e-06
32,20,2,8,0.006957899271696988,19,69236.0,34048,608,0.4793602522948696,11.2,4.793602522948696,7.102800000000001e-06
32,22,2,8,0.0068524266009302014,18,70200.0,34560,576,0.4800533392599178,12.0,4.800533392599178,7.1992e-06
32,24,2,8,0.006854300431171145,17,70652.0,34816,544,0.4805919054718127,12.8,4.805919054718127,7.2444e-06
32,6,2,16,0.006910573497276945,35,91490.0,44800,1120,0.48026414527990396,8.0,4.8026414527990395,9.3282e-06
32,7,2,16,0.006990855977391103,29,83230.0,40832,928,0.4802521700265814,8.8,4.802521700265814,8.5022e-06
32,8,2,16,0.0069871286416839954,25,78150.0,38400,800,0.4803482524830502,9.6,4.8034825248305015,7.9942e-06
32,9,2,16,0.006886202411518294,23,77786.0,38272,736,0.48093694237100704,10.4,4.80936942371007,7.9578e-06
32,10,2,16,0.00692232891543618,20,72760.0,35840,640,0.4807382766391244,11.2,4.807382766391244,7.4551999999999985e-06
32,11,2,16,0.006941923386769568,18,70092.0,34560,576,0.4807745812698236,12.0,4.8077458126982355,7.1884000000000005e-06
32,12,2,16,0.006854300431171145,17,70550.0,34816,544,0.48126952531033146,12.8,4.812695253103315,7.2342e-06
32,3,2,32,0.006918598710095871,36,93996.0,46080,1152,0.4810623460141145,8.0,4.810623460141145,9.578799999999999e-06
32,4,2,32,0.0069671770184777885,26,81198.0,39936,832,0.481214604169177,9.6,4.81214604169177,8.299e-06
32,5,2,32,0.006895824670710998,21,76335.0,37632,672,0.481677269061912,11.2,4.8167726906191195,7.8127e-06
32,6,2,32,0.006854300431171145,17,70499.0,34816,544,0.4816090523024996,12.8,4.816090523024997,7.229099999999999e-06
32,2,2,64,0.006896103951545036,27,84280.5,41472,864,0.48182636730663103,9.6,4.81826367306631,8.60725e-06
32,3,2,64,0.006854300431171145,17,70473.5,34816,544,0.48177899550961384,12.8,4.8177899550961385,7.22655e-06
40,48,2,2,0.006944570996079753,20,58240.0,28160,960,0.4690831556503198,5.866666666666666,4.690831556503198,6.0031999999999995e-06
40,56,2,2,0.006901325263518634,18,57024.0,27648,1008,0.470076169749728,5.485714285714286,4.7007616974972795,5.8816000000000006e-06
40,64,2,2,0.0069911448439411395,16,54784.0,26624,1024,0.47058823529411764,5.2,4.705882352941177,5.6576e-06
40,72,2,2,0.006984212952098494,15,55200.0,26880,1080,0.4716451431779899,4.977777777777778,4.716451431779899,5.6991999999999996e-06
40,80,2,2,0.0068346699792193495,15,59040.0,28800,1200,0.47343503419253025,4.8,4.734350341925302,6.0832e-06
