NZr,NZc,Tr,Tc,Accuracy (%),MSE,Nsteps,Compressed Memory Footprint (byte),Nops,Ncycles,CTC (Ops/byte),CP (GOps/s),AttPerf (GOps/s),Execution Time (s),DSP Usage,Simulated Ncycles,Simulated Execution Time (s),BRAM Usage
24,56,2,2,85.41,0.0057715697464068,7,36960.0,17920,392,0.4534412955465587,6.857142857142857,4.534412955465587,3.952e-06,160,426,2.84e-06,32
24,64,2,2,85.42,0.0056317447435118,7,40544.0,19712,448,0.4573125463994061,6.6,4.573125463994061,4.310399999999999e-06,160,482,3.213333333333333e-06,32
24,72,2,2,85.45,0.0055293076967399,7,44128.0,21504,504,0.46058944482522274,6.4,4.6058944482522275,4.6688e-06,160,538,3.5866666666666665e-06,32
24,80,2,2,85.45,0.0054536362148562,7,47712.0,23296,560,0.4633991088478676,6.24,4.633991088478676,5.0272e-06,160,594,3.96e-06,32
24,88,2,2,85.56,0.0054096170671957,7,51296.0,25088,616,0.46583481877599525,6.109090909090909,4.658348187759953,5.3856e-06,160,650,4.333333333333333e-06,32
24,96,2,2,85.5,0.0053949623853231,7,54880.0,26880,672,0.467966573816156,6.0,4.679665738161559,5.744000000000001e-06,160,706,4.706666666666667e-06,32
24,12,2,8,85.5,0.0059502427265607,9,42264.0,20736,216,0.4626093164376227,14.4,4.626093164376227,4.4824e-06,400,242,1.6133333333333333e-06,80
24,14,2,8,85.53,0.0059058518622072,8,41664.0,20480,192,0.4630969609261939,16.0,4.630969609261939,4.4224e-06,400,219,1.46e-06,80
24,16,2,8,85.35000000000001,0.0059201986408975,7,40040.0,19712,168,0.4627230046948357,17.6,4.627230046948357,4.26e-06,400,196,1.3066666666666667e-06,80
24,18,2,8,85.61999999999999,0.0057501747811969,7,43624.0,21504,168,0.4656157976788498,19.2,4.656157976788498,4.6184e-06,400,198,1.32e-06,80
24,20,2,8,85.45,0.0055975663916584,7,47208.0,23296,168,0.4680919466323742,20.8,4.680919466323742,4.9768e-06,400,200,1.3333333333333334e-06,80
24,22,2,8,85.19,0.005778926195299,6,43536.0,21504,144,0.4665046858729608,22.4,4.665046858729608,4.609600000000001e-06,400,177,1.18e-06,80
24,24,2,8,85.5,0.0053949623853231,7,54376.0,26880,168,0.4721090347056344,24.0,4.721090347056344,5.6936e-06,400,204,1.36e-06,80
24,6,2,16,85.61,0.0058871330515737,10,46840.0,23040,240,0.46639676113360323,14.4,4.663967611336032,4.94e-06,720,262,1.7466666666666667e-06,144
24,7,2,16,85.22999999999999,0.0058394223005841,9,46764.0,23040,216,0.4671154002108507,16.0,4.671154002108507,4.9324e-06,720,238,1.5866666666666666e-06,144
24,8,2,16,85.25,0.005803592976248,8,45664.0,22528,192,0.46715328467153283,17.6,4.671532846715328,4.822400000000001e-06,720,214,1.4266666666666666e-06,144
24,9,2,16,85.92,0.005827891272232,7,43540.0,21504,168,0.4664642082429501,19.2,4.664642082429501,4.61e-06,720,190,1.2666666666666667e-06,144
24,10,2,16,85.21,0.0059371611689088,6,40392.0,19968,144,0.4648910411622276,20.8,4.648910411622277,4.2952e-06,720,166,1.1066666666666667e-06,144
24,11,2,16,85.5,0.0055050553188359,7,50708.0,25088,168,0.47097694675978075,22.4,4.709769467597807,5.3268e-06,720,192,1.28e-06,144
