NZr,NZc,Tr,Tc,Accuracy (%),MSE,Nsteps,Compressed Memory Footprint (byte),Nops,Ncycles,CTC (Ops/byte),CP (GOps/s),AttPerf (GOps/s),Execution Time (s),DSP Usage
16,2,4,64,85.2,0.005907031810031,10,41149.875,33872,160.0,0.774927862410954,84.68,7.74927862410954,4.3709875e-06,3336
16,3,4,64,85.28999999999999,0.0053707562726409,9,52633.125,40008,144.0,0.7248728895129601,111.13333333333333,7.248728895129601,5.5193125e-06,3336
16,1,4,192,85.28999999999999,0.0053707562726409,9,52620.375,40008,144.0,0.7250403789390703,111.13333333333333,7.2504037893907025,5.5180375e-06,9480
4,48,8,2,85.36,0.0057709317512859,18,50976.0,40080,864.0,0.7486551105797967,18.555555555555554,7.486551105797967,5.353600000000001e-06,584
4,56,8,2,85.22,0.0059852404715797,14,45212.0,35440,784.0,0.7418571548187223,18.081632653061224,7.418571548187223,4.7772e-06,584
4,64,8,2,85.26,0.00537440214242,18,66529.0,49296,1152.0,0.7135144523730261,17.116666666666664,7.135144523730261,6.9089e-06,584
4,72,8,2,85.3,0.0055972819913054,16,61457.0,48256,1152.0,0.7537997719355796,16.755555555555556,7.537997719355795,6.401700000000001e-06,584
4,80,8,2,85.27,0.0058736079017316,13,54305.0,43112,1040.0,0.7581464872944693,16.58153846153846,7.581464872944693,5.6865000000000005e-06,584
4,88,8,2,85.45,0.0056744450137929,14,63823.0,49776,1232.0,0.7498305289004715,16.16103896103896,7.4983052890047155,6.6383e-06,584
4,96,8,2,85.17,0.0055566572726689,15,73200.0,56952,1440.0,0.7517423442449842,15.82,7.517423442449842,7.575999999999999e-06,584
4,12,8,8,85.16,0.0059314286338315,22,57980.0,48304,264.0,0.7978856954079947,73.18787878787879,7.978856954079947,6.054e-06,872
4,14,8,8,85.3,0.0059737283349653,18,56836.0,44688,252.0,0.7523738972321369,70.93333333333334,7.523738972321369,5.9396e-06,872
4,16,8,8,85.15,0.0053842121831076,21,78596.0,57000,336.0,0.702351027650451,67.85714285714286,7.02351027650451,8.1156e-06,872
4,18,8,8,85.24000000000001,0.0057188568893478,16,63524.0,48256,288.0,0.7302221415168574,67.02222222222223,7.302221415168574,6.608399999999999e-06,872
4,20,8,8,85.34,0.0059566329122708,13,53684.0,43112,260.0,0.7665173174027452,66.32615384615384,7.665173174027452,5.6244e-06,872
4,22,8,8,85.42999999999999,0.0049077888098708,20,99288.0,69792,440.0,0.6852564606079649,63.447272727272725,6.852564606079649,1.01848e-05,872
4,24,8,8,85.17,0.0055566572726689,15,72480.0,56952,360.0,0.758955223880597,63.279999999999994,7.58955223880597,7.504e-06,872
4,6,8,16,85.21,0.0059672094076996,24,59421.0,52416,144.0,0.8456785143834401,145.6,8.4567851438344,6.1981e-06,1256
4,7,8,16,85.46000000000001,0.005894410743071,20,62539.5,49312,140.0,0.7574866166406808,140.89142857142858,7.574866166406808,6.509949999999999e-06,1256
4,8,8,16,85.38,0.0052189849336943,25,89465.0,67272,200.0,0.7310187449062755,134.544,7.310187449062755,9.2025e-06,1256
4,9,8,16,85.18,0.0059070564231934,16,59858.0,48256,144.0,0.773110320740812,134.04444444444445,7.73110320740812,6.241799999999999e-06,1256
4,10,8,16,85.17,0.0052241692976344,20,86936.0,64672,200.0,0.7226244748368642,129.344,7.226244748368642,8.9496e-06,1256
4,11,8,16,85.25,0.0051905238050934,19,85727.0,66456,209.0,0.7527269020354073,127.18851674641148,7.527269020354073,8.8287e-06,1256
4,12,8,16,85.17,0.0055566572726689,15,72360.0,56952,180.0,0.7601708489054992,126.56,7.601708489054992,7.492e-06,1256
