NZr,NZc,Tr,Tc,Accuracy (%),MSE,Nsteps,Compressed Memory Footprint (byte),Nops,Ncycles,CTC (Ops/byte),CP (Ops/s),AttPerf (Ops/s),Execution Time (s)
12,5,4,32,85.11999999999999,0.005954233354451727,7,46970.0,26424,112.0,0.5334948516050878,94371428571.42857,2667474258.0254393,9.906e-06
12,6,4,32,84.93,0.005656263928769797,7,54138.0,30008,112.0,0.5292602913683022,107171428571.42857,2646301456.8415112,1.1339599999999999e-05
12,2,4,64,84.84,0.005557989780450282,11,62513.0,34136,132.0,0.5245800869792387,103442424242.42426,2622900434.8961935,1.30146e-05
12,3,4,64,84.93,0.005656263928769797,7,54117.0,30008,112.0,0.5294563932459375,107171428571.42857,2647281966.2296877,1.13354e-05
12,1,4,192,84.93,0.005656263928769797,7,54103.0,30008,112.0,0.5295872085840848,107171428571.42857,2647936042.920424,1.13326e-05
16,48,4,2,85.37,0.005885941229545086,7,36848.0,21048,336.0,0.5341047503045067,25057142857.142857,2670523751.5225334,7.881600000000001e-06
16,56,4,2,85.54,0.005702174521689538,7,40432.0,22840,392.0,0.5312616300707108,23306122448.97959,2656308150.3535542,8.598399999999999e-06
16,64,4,2,85.48,0.005553032555238878,7,44016.0,24632,448.0,0.5288560632085194,21992857142.857143,2644280316.0425973,9.315199999999998e-06
16,72,4,2,85.52,0.005447579148461364,7,47600.0,26424,504.0,0.5267942583732057,20971428571.428574,2633971291.8660283,1.0032000000000002e-05
16,80,4,2,85.72,0.005372444373282763,7,51184.0,28216,560.0,0.5250074426912772,20154285714.285713,2625037213.456386,1.07488e-05
16,88,4,2,85.7,0.0053290486121301914,7,54768.0,30008,616.0,0.5234440413061681,19485714285.714287,2617220206.5308404,1.1465599999999999e-05
16,96,4,2,85.76,0.00531443451849288,7,58352.0,31800,672.0,0.5220646178092987,18928571428.571426,2610323089.0464935,1.2182399999999999e-05
16,12,4,8,85.26,0.005857044127727846,9,46728.0,26184,144.0,0.5312449277714657,72733333333.33334,2656224638.8573284,9.8576e-06
16,14,4,8,85.6,0.0058388453129956976,8,45632.0,25664,128.0,0.5325365205843293,80200000000.0,2662682602.9216466,9.6384e-06
16,16,4,8,85.57000000000001,0.005876247095746837,7,43512.0,24632,112.0,0.534641430803959,87971428571.42857,2673207154.019795,9.214400000000001e-06
16,18,4,8,85.59,0.005691909620465938,7,47096.0,26424,126.0,0.5321411309811503,83885714285.7143,2660705654.9057517,9.931199999999999e-06
16,20,4,8,85.5,0.005534284799566871,7,50680.0,28216,140.0,0.529977460555973,80617142857.14285,2649887302.779865,1.0648e-05
16,22,4,8,85.66,0.005402316109439401,7,54264.0,30008,154.0,0.5280867239194706,77942857142.85715,2640433619.5973535,1.1364799999999998e-05
16,24,4,8,85.76,0.00531443451849288,7,57848.0,31800,168.0,0.5264203416765991,75714285714.2857,2632101708.3829956,1.20816e-05
16,6,4,16,85.00999999999999,0.00596433704253998,9,46620.0,26184,144.0,0.5324115494103294,72733333333.33334,2662057747.051647,9.835999999999999e-06
16,7,4,16,85.38,0.005718409351189521,9,51228.0,28488,144.0,0.5296348627946754,79133333333.33334,2648174313.973377,1.0757599999999998e-05
16,8,4,16,84.89999999999999,0.005958729150403517,7,43428.0,24632,112.0,0.535617987301035,87971428571.42857,2678089936.505175,9.1976e-06
16,9,4,16,85.2,0.005765251761844514,7,47012.0,26424,112.0,0.533042846768337,94371428571.42857,2665214233.8416853,9.914399999999998e-06
16,10,4,16,85.72999999999999,0.005592175341751389,7,50596.0,28216,112.0,0.5308149597411392,100771428571.42857,2654074798.705696,1.06312e-05
16,11,4,16,85.81,0.005440226751311456,7,54180.0,30008,112.0,0.5288685230877688,107171428571.42857,2644342615.4388437,1.1348e-05
16,12,4,16,85.76,0.00531443451849288,7,57764.0,31800,112.0,0.5271533717923215,113571428571.42857,2635766858.9616075,1.20648e-05
16,3,4,32,85.21,0.005699062408794232,11,56914.0,31320,176.0,0.5266166728318257,71181818181.81819,2633083364.159128,1.18948e-05
16,4,4,32,85.2,0.005776703682917437,8,49584.0,27712,128.0,0.5314513654495244,86600000000.0,2657256827.247622,1.0428799999999999e-05
16,5,4,32,85.68,0.005642626017515689,7,50554.0,28216,112.0,0.5312347027149151,100771428571.42857,2656173513.5745754,1.06228e-05
16,6,4,32,85.76,0.00531443451849288,7,57722.0,31800,112.0,0.5275206529312233,113571428571.42857,2637603264.6561165,1.2056399999999999e-05
16,2,4,64,85.39,0.005392060801286458,10,61950.0,33872,160.0,0.5250658812587196,84680000000.0,2625329406.2935977,1.2902000000000001e-05
16,3,4,64,85.76,0.00531443451849288,7,57701.0,31800,112.0,0.5277044854881267,113571428571.42857,2638522427.4406333,1.20522e-05
16,1,4,192,85.76,0.00531443451849288,7,57687.0,31800,112.0,0.5278271117234054,113571428571.42857,2639135558.617027,1.2049399999999999e-05
4,48,8,2,84.83000000000001,0.005961883496576988,12,50784.0,27744,576.0,0.5200959808038392,19266666666.666664,2600479904.019196,1.06688e-05
4,56,8,2,84.87,0.0054627001273695065,14,66416.0,35440,784.0,0.5138019021108792,18081632653.061226,2569009510.5543957,1.37952e-05
4,64,8,2,84.85000000000001,0.005794647358538862,11,57816.0,31320,704.0,0.5187491718563668,17795454545.454548,2593745859.281834,1.20752e-05
4,72,8,2,84.84,0.005525526840557906,12,69216.0,36960,864.0,0.5149353544360232,17111111111.11111,2574676772.180116,1.43552e-05
4,80,8,2,85.28,0.005833581139956759,10,62800.0,33872,800.0,0.5182374541003671,16936000000.000002,2591187270.501836,1.3072000000000001e-05
4,88,8,2,85.16,0.005419409219461036,12,81504.0,43104,1056.0,0.5127521888085268,16327272727.272728,2563760944.042634,1.6812800000000003e-05
4,96,8,2,85.14,0.0055835306906755235,11,80344.0,42584,1056.0,0.5136543471967577,16130303030.303032,2568271735.9837885,1.65808e-05
4,12,8,8,85.74000000000001,0.005968714368482126,16,66560.0,35968,192.0,0.5203703703703704,74933333333.33334,2601851851.851852,1.3824e-05
4,14,8,8,84.99,0.005937304101989439,14,65408.0,35440,196.0,0.521421845574388,72326530612.2449,2607109227.8719397,1.35936e-05
4,16,8,8,84.81,0.005948197713245012,12,62208.0,33888,192.0,0.5232213438735178,70600000000.0,2616106719.367589,1.2953599999999999e-05
4,18,8,8,85.07000000000001,0.005769314285850054,12,68352.0,36960,216.0,0.5212093862815884,68444444444.44444,2606046931.4079423,1.41824e-05
4,20,8,8,84.84,0.00562293395068901,12,74496.0,40032,240.0,0.5195182724252492,66720000000.00001,2597591362.126246,1.54112e-05
4,22,8,8,84.84,0.005848618336205253,10,67200.0,36432,220.0,0.5222477064220183,66240000000.0,2611238532.1100917,1.3952e-05
4,24,8,8,85.14,0.0055835306906755235,11,79552.0,42584,264.0,0.5186087295401403,64521212121.21213,2593043647.700701,1.64224e-05
4,6,8,16,84.84,0.005695203303593919,20,82960.0,44192,120.0,0.5167446211412535,147306666666.66666,2583723105.706268,1.7103999999999998e-05
4,7,8,16,85.1,0.005920990386973267,15,69900.0,37752,105.0,0.5210046922439967,143817142857.14285,2605023461.2199836,1.4492e-05
4,8,8,16,84.88,0.005902723752667543,13,67236.0,36456,104.0,0.5223221961143905,140215384615.3846,2611610980.5719523,1.3959200000000002e-05
4,9,8,16,85.05,0.005446904070838303,15,85260.0,45432,135.0,0.5173309041220678,134613333333.33334,2586654520.610339,1.7564e-05
4,10,8,16,84.93,0.005379007049439042,14,86744.0,46192,140.0,0.5172444683328854,131977142857.14285,2586222341.664427,1.7860800000000004e-05
4,11,8,16,84.97,0.0053571592758534054,13,87204.0,46440,143.0,0.5173566240363621,129902097902.0979,2586783120.1818104,1.79528e-05
4,12,8,16,85.14,0.0055835306906755235,11,79420.0,42584,132.0,0.5194437667723835,129042424242.42426,2597218833.8619175,1.6396e-05
4,3,8,32,84.95,0.005960193585101598,18,74556.0,40080,72.0,0.5197365008558535,222666666666.66666,2598682504.279268,1.5423199999999998e-05
