NZr,NZc,Tr,Tc,Accuracy (%),MSE,Nsteps,Compressed Memory Footprint (byte),Nops,Ncycles,CTC (Ops/byte),CP (Ops/s),AttPerf (Ops/s),Execution Time (s)
4,4,8,32,84.85000000000001,0.005981911679606605,13,67158.0,36456,56.0,0.5229065664534267,260400000000.0,2614532832.2671337,1.3943599999999998e-05
4,5,8,32,84.99,0.005719907303839193,12,74280.0,40032,60.0,0.5209786569495055,266880000000.00003,2604893284.7475276,1.5368e-05
4,6,8,32,85.14,0.0055835306906755235,11,79354.0,42584,66.0,0.5198622946016553,258084848484.8485,2599311473.0082765,1.6382800000000002e-05
4,2,8,64,84.96000000000001,0.0057453535680849,15,77445.0,41592,60.0,0.5198675082807325,277280000000.0,2599337541.403662,1.6001e-05
4,3,8,64,85.14,0.0055835306906755235,11,79321.0,42584,56.0,0.5200718115313687,304171428571.4286,2600359057.6568437,1.6376199999999997e-05
4,1,8,192,85.14,0.0055835306906755235,11,79299.0,42584,56.0,0.5202115833323153,304171428571.4286,2601057916.6615767,1.6371799999999998e-05
6,48,8,2,84.94,0.005897017378251467,9,42696.0,23880,432.0,0.5276648400212126,22111111111.11111,2638324200.106063,9.0512e-06
6,56,8,2,84.87,0.005925111124499301,8,42048.0,23616,448.0,0.5294117647058824,21085714285.714287,2647058823.529412,8.9216e-06
6,64,8,2,84.89999999999999,0.005556315682770376,9,51912.0,28488,576.0,0.5229842855044794,19783333333.333336,2614921427.522397,1.0894399999999999e-05
6,72,8,2,85.15,0.005675557880244375,8,50240.0,27712,576.0,0.5248484848484849,19244444444.444447,2624242424.2424245,1.0559999999999999e-05
6,80,8,2,84.89,0.00586762509007524,7,47544.0,26424,560.0,0.5273830432699984,18874285714.285713,2636915216.3499923,1.0020799999999999e-05
6,88,8,2,84.85000000000001,0.005826306731403137,7,51128.0,28216,616.0,0.5255550588585903,18322077922.07792,2627775294.2929516,1.07376e-05
6,96,8,2,84.87,0.005813706998035268,7,54712.0,30008,672.0,0.5239558597569492,17861904761.904762,2619779298.784746,1.1454400000000002e-05
6,12,8,8,85.08,0.005965431639072172,11,51392.0,28504,132.0,0.5283214709371293,86375757575.75757,2641607354.6856465,1.07904e-05
6,14,8,8,85.45,0.0058913728455665705,10,51840.0,28752,140.0,0.5285294117647059,82148571428.57143,2642647058.8235297,1.088e-05
6,16,8,8,85.5,0.005889571906208197,9,51264.0,28488,144.0,0.5292806183115338,79133333333.33334,2646403091.557669,1.07648e-05
6,18,8,8,85.26,0.00592160582887188,8,49664.0,27712,144.0,0.5306372549019608,76977777777.77779,2653186274.509804,1.04448e-05
6,20,8,8,85.47,0.005760063016147905,8,53760.0,29760,160.0,0.5284090909090909,74400000000.0,2642045454.5454545,1.1264000000000001e-05
6,22,8,8,85.39,0.005634537546253407,8,57856.0,31808,176.0,0.5264830508474576,72290909090.90909,2632415254.237288,1.2083200000000001e-05
6,24,8,8,84.87,0.005813706998035268,7,54208.0,30008,168.0,0.5286076662908681,71447619047.61905,2643038331.4543405,1.1353600000000001e-05
6,6,8,16,84.99,0.0049294415647071176,21,97860.0,51624,126.0,0.5140808603863772,163885714285.7143,2570404301.931886,2.0084e-05
6,7,8,16,84.92,0.005290395934458566,15,77580.0,41592,105.0,0.5189917644122786,158445714285.7143,2594958822.061393,1.6028e-05
6,8,8,16,85.22,0.005984809387765648,9,51156.0,28488,72.0,0.5303447762305459,158266666666.6667,2651723881.1527295,1.0743199999999999e-05
6,9,8,16,85.32,0.005987041631270167,8,49568.0,27712,72.0,0.5316144874155924,153955555555.55557,2658072437.077962,1.04256e-05
6,10,8,16,85.19,0.005812679011009731,8,53664.0,29760,80.0,0.5293113261240752,148800000000.0,2646556630.6203756,1.12448e-05
6,11,8,16,85.33,0.005666841697853633,8,57760.0,31808,88.0,0.5273209549071618,144581818181.81818,2636604774.535809,1.2064e-05
6,12,8,16,84.87,0.005813706998035268,7,54124.0,30008,84.0,0.5293910098087644,142895238095.2381,2646955049.0438223,1.1336799999999998e-05
6,3,8,32,84.85000000000001,0.005391821298083026,17,79118.0,42376,102.0,0.5188177967139254,166180392156.86273,2594088983.569627,1.6335600000000003e-05
6,4,8,32,85.14,0.005861515671648708,10,56780.0,31312,60.0,0.5276710481968319,208746666666.66666,2638355240.9841595,1.1867999999999999e-05
6,5,8,32,85.1,0.005855544176726939,8,53616.0,29760,56.0,0.5297636001139276,212571428571.4286,2648818000.5696383,1.12352e-05
6,6,8,32,84.87,0.005813706998035268,7,54082.0,30008,56.0,0.5297835528406483,214342857142.85715,2648917764.2032413,1.13284e-05
6,2,8,64,85.6,0.005859636029055677,10,56750.0,31312,60.0,0.5279379531276345,208746666666.66666,2639689765.638172,1.1862000000000001e-05
6,3,8,64,84.87,0.005813706998035268,7,54061.0,30008,56.0,0.5299800427403261,214342857142.85715,2649900213.70163,1.13242e-05
6,1,8,192,84.87,0.005813706998035268,7,54047.0,30008,56.0,0.5301111169996644,214342857142.85715,2650555584.998322,1.13214e-05
8,48,8,2,85.37,0.005885941229545086,7,36792.0,21048,336.0,0.5348648099207156,25057142857.142857,2674324049.603578,7.8704e-06
8,56,8,2,85.54,0.005702174521689538,7,40376.0,22840,392.0,0.5319545369852804,23306122448.97959,2659772684.926402,8.5872e-06
8,64,8,2,85.48,0.005553032555238878,7,43960.0,24632,448.0,0.5294926913155632,21992857142.857143,2647463456.577816,9.304e-06
8,72,8,2,85.52,0.005447579148461364,7,47544.0,26424,504.0,0.5273830432699984,20971428571.428574,2636915216.3499923,1.0020799999999999e-05
8,80,8,2,85.72,0.005372444373282763,7,51128.0,28216,560.0,0.5255550588585903,20154285714.285713,2627775294.2929516,1.07376e-05
8,88,8,2,85.7,0.0053290486121301914,7,54712.0,30008,616.0,0.5239558597569492,19485714285.714287,2619779298.784746,1.1454400000000002e-05
8,96,8,2,85.76,0.00531443451849288,7,58296.0,31800,672.0,0.5225450243197055,18928571428.571426,2612725121.5985274,1.2171200000000001e-05
8,12,8,8,85.26,0.005857044127727846,9,46656.0,26184,108.0,0.5320221066319896,96977777777.77779,2660110533.159948,9.843200000000001e-06
8,14,8,8,85.6,0.0058388453129956976,8,45568.0,25664,112.0,0.5332446808510638,91657142857.14285,2666223404.255319,9.6256e-06
8,16,8,8,85.57000000000001,0.005876247095746837,7,43456.0,24632,112.0,0.5352920723226704,87971428571.42857,2676460361.613352,9.2032e-06
8,18,8,8,85.59,0.005691909620465938,7,47040.0,26424,126.0,0.5327419354838709,83885714285.7143,2663709677.419355,9.92e-06
8,20,8,8,85.5,0.005534284799566871,7,50624.0,28216,140.0,0.5305354993983152,80617142857.14285,2652677496.991576,1.0636800000000001e-05
8,22,8,8,85.66,0.005402316109439401,7,54208.0,30008,154.0,0.5286076662908681,77942857142.85715,2643038331.4543405,1.1353600000000001e-05
8,24,8,8,85.76,0.00531443451849288,7,57792.0,31800,168.0,0.5269088016967126,75714285714.2857,2634544008.483563,1.20704e-05
8,6,8,16,85.00999999999999,0.00596433704253998,9,46548.0,26184,72.0,0.5331921479188727,145466666666.6667,2665960739.5943637,9.8216e-06
8,7,8,16,85.38,0.005718409351189521,9,51156.0,28488,72.0,0.5303447762305459,158266666666.6667,2651723881.1527295,1.0743199999999999e-05
8,8,8,16,84.89999999999999,0.005958729150403517,7,43372.0,24632,56.0,0.5362710093181224,175942857142.85715,2681355046.5906124,9.186399999999999e-06
8,9,8,16,85.2,0.005765251761844514,7,46956.0,26424,63.0,0.5336456902819291,167771428571.4286,2668228451.4096456,9.903199999999999e-06
8,10,8,16,85.72999999999999,0.005592175341751389,7,50540.0,28216,70.0,0.5313747645951036,161234285714.2857,2656873822.9755177,1.062e-05
8,11,8,16,85.81,0.005440226751311456,7,54124.0,30008,77.0,0.5293910098087644,155885714285.7143,2646955049.0438223,1.1336799999999998e-05
8,12,8,16,85.76,0.00531443451849288,7,57708.0,31800,84.0,0.5276431937346518,151428571428.5714,2638215968.6732593,1.2053600000000001e-05
8,3,8,32,85.21,0.005699062408794232,11,56826.0,31320,88.0,0.5273970296029368,142363636363.63638,2636985148.0146837,1.1877199999999999e-05
8,4,8,32,85.2,0.005776703682917437,8,49520.0,27712,64.0,0.5321044546850998,173200000000.0,2660522273.425499,1.0416000000000002e-05
8,5,8,32,85.68,0.005642626017515689,7,50498.0,28216,56.0,0.5317953937200799,201542857142.85715,2658976968.6003995,1.06116e-05
8,6,8,32,85.76,0.00531443451849288,7,57666.0,31800,56.0,0.5280111579716401,227142857142.85715,2640055789.8582006,1.2045200000000001e-05
8,2,8,64,85.39,0.005392060801286458,10,61870.0,33872,80.0,0.5257178333074655,169360000000.0,2628589166.5373273,1.2886e-05
8,3,8,64,85.76,0.00531443451849288,7,57645.0,31800,56.0,0.5281953326135703,227142857142.85715,2640976663.0678515,1.2041e-05
8,1,8,192,85.76,0.00531443451849288,7,57631.0,31800,56.0,0.5283181871043844,227142857142.85715,2641590935.521922,1.20382e-05
2,48,16,2,85.11999999999999,0.005940338517995655,13,54964.0,29800,624.0,0.518044642236284,19102564102.564102,2590223211.18142,1.15048e-05
2,56,16,2,84.85000000000001,0.005932260043907711,12,56880.0,30816,672.0,0.5184387617765814,18342857142.857143,2592193808.8829074,1.1887999999999999e-05
2,64,16,2,85.14,0.005774563532738877,12,63024.0,33888,768.0,0.5167113930226884,17650000000.0,2583556965.113442,1.3116800000000001e-05
2,72,16,2,84.83000000000001,0.005541398116819906,13,74932.0,39784,936.0,0.5133949310896608,17001709401.709402,2566974655.448304,1.54984e-05
2,80,16,2,84.92,0.005457321805908834,13,81588.0,43112,1040.0,0.5123354090412131,16581538461.53846,2561677045.2060657,1.68296e-05
2,88,16,2,84.87,0.005561977709757341,12,81456.0,43104,1056.0,0.513045134260141,16327272727.272728,2565225671.300705,1.68032e-05
2,96,16,2,85.06,0.005525988074963328,12,87600.0,46176,1152.0,0.5121561668145519,16033333333.333334,2560780834.0727596,1.8032e-05
2,12,16,8,84.89,0.00594476575548393,17,70652.0,38024,204.0,0.5193684095503469,74556862745.09804,2596842047.7517347,1.4642399999999999e-05
2,14,16,8,84.81,0.005928265661913767,15,70020.0,37752,210.0,0.5201432901625792,71908571428.57143,2600716450.8128963,1.4516e-05
2,16,16,8,84.92,0.005563451090914366,16,82880.0,44160,256.0,0.5168539325842697,69000000000.0,2584269662.9213486,1.7088e-05
2,18,16,8,85.04,0.005612233849149564,14,79688.0,42608,252.0,0.5180429919268553,67631746031.74603,2590214959.6342764,1.6449600000000003e-05
2,20,16,8,84.86,0.0050657181258936795,17,105468.0,55432,340.0,0.5131262265338616,65214117647.05882,2565631132.669308,2.16056e-05
2,22,16,8,85.03,0.005475449717565382,13,87308.0,46440,286.0,0.5167579116036854,64951048951.04895,2583789558.0184274,1.7973599999999997e-05
2,24,16,8,85.06,0.005525988074963328,12,86736.0,46176,288.0,0.5171116287403691,64133333333.333336,2585558143.7018456,1.78592e-05
2,6,16,16,84.83000000000001,0.005936412742344856,19,78736.0,42136,114.0,0.5183034835662271,147845614035.0877,2591517417.8311357,1.62592e-05
2,7,16,16,84.91,0.005717523529323478,18,83808.0,44688,126.0,0.5174138569840682,141866666666.6667,2587069284.920341,1.72736e-05
2,8,16,16,84.85000000000001,0.0057942616982053245,15,77520.0,41592,120.0,0.5193806193806194,138640000000.0,2596903096.903097,1.6015999999999997e-05
2,9,16,16,84.83000000000001,0.005842458410992627,13,73840.0,39784,117.0,0.5207329842931937,136013675213.67522,2603664921.4659686,1.528e-05
2,10,16,16,84.84,0.005816610969742817,12,74304.0,40032,120.0,0.5208159866777685,133440000000.00002,2604079933.3888426,1.53728e-05
2,11,16,16,85.36,0.005669625782400838,12,80448.0,43104,132.0,0.5192752505782575,130618181818.18182,2596376252.891288,1.6601599999999997e-05
2,12,16,16,85.06,0.005525988074963328,12,86592.0,46176,144.0,0.5179468772433596,128266666666.66667,2589734386.2167983,1.78304e-05
2,3,16,32,84.86,0.005882353787045601,20,82760.0,44192,60.0,0.5179559306141585,294613333333.3333,2589779653.070792,1.7064e-05
2,4,16,32,84.88,0.005550110143566138,18,92916.0,49296,72.0,0.5163182370438645,273866666666.66666,2581591185.219322,1.90952e-05
2,5,16,32,84.95,0.005564748687080821,14,86604.0,46192,70.0,0.5180566147772644,263954285714.2857,2590283073.886322,1.78328e-05
2,6,16,32,85.06,0.005525988074963328,12,86520.0,46176,72.0,0.5183655141445891,256533333333.33334,2591827570.722945,1.7816000000000004e-05
2,2,16,64,84.84,0.00556048585217654,18,92862.0,49296,36.0,0.516610425268806,547733333333.3333,2583052126.34403,1.90844e-05
2,3,16,64,85.06,0.005525988074963328,12,86484.0,46176,36.0,0.5185750864741027,513066666666.6667,2592875432.3705134,1.78088e-05
2,1,16,192,85.06,0.005525988074963328,12,86460.0,46176,28.0,0.5187148955290946,659657142857.1428,2593574477.645473,1.7804e-05
3,48,16,2,84.85000000000001,0.005989254994597719,9,42660.0,23880,432.0,0.5280849181777975,22111111111.11111,2640424590.888987,9.044e-06
3,56,16,2,85.38,0.005804932074857769,9,47268.0,26184,504.0,0.5254876776109818,20780952380.95238,2627438388.054909,9.965599999999998e-06
3,64,16,2,85.17,0.005660804541218813,9,51876.0,28488,576.0,0.5233301491659931,19783333333.333336,2616650745.8299656,1.08872e-05
3,72,16,2,84.83000000000001,0.00578414663455968,8,50208.0,27712,576.0,0.5251667677380231,19244444444.444447,2625833838.6901155,1.0553599999999998e-05
3,80,16,2,85.00999999999999,0.005972247847649129,7,47516.0,26424,560.0,0.5276779295470885,18874285714.285713,2638389647.735442,1.00152e-05
3,88,16,2,85.06,0.005933462562922455,7,51100.0,28216,616.0,0.5258292955646664,18322077922.07792,2629146477.823332,1.0732000000000002e-05
3,96,16,2,85.04,0.005919505842105729,7,54684.0,30008,672.0,0.5242121445042275,17861904761.904762,2621060722.521137,1.1448800000000001e-05
3,12,16,8,85.13,0.005929836403362446,12,56016.0,30816,144.0,0.5260857689155969,85600000000.0,2630428844.5779843,1.17152e-05
3,14,16,8,85.08,0.005998915918591112,10,51800.0,28752,140.0,0.5289183222958057,82148571428.57143,2644591611.4790287,1.0872e-05
3,16,16,8,85.42999999999999,0.005980600249702212,9,51228.0,28488,144.0,0.5296348627946754,79133333333.33334,2648174313.973377,1.0757599999999998e-05
3,18,16,8,85.22,0.005790697056288666,9,55836.0,30792,162.0,0.5272963901637099,76029629629.62962,2636481950.8185496,1.1679199999999998e-05
3,20,16,8,85.31,0.005629830501134957,9,60444.0,33096,180.0,0.5252999809535902,73546666666.66667,2626499904.767951,1.2600800000000001e-05
3,22,16,8,84.98,0.005995683441929459,7,50596.0,28216,154.0,0.5308149597411392,73288311688.31168,2654074798.705696,1.06312e-05
3,24,16,8,85.04,0.005919505842105729,7,54180.0,30008,168.0,0.5288685230877688,71447619047.61905,2644342615.4388437,1.1348e-05
3,6,16,16,85.03,0.005897884347045508,13,60528.0,33128,78.0,0.5251077859497845,169887179487.1795,2625538929.7489223,1.26176e-05
3,7,16,16,85.11999999999999,0.005653408161602669,13,67184.0,36456,91.0,0.5227116311080523,160246153846.15387,2613558155.5402613,1.3948800000000001e-05
3,8,16,16,85.28,0.005878472363018705,10,56800.0,31312,80.0,0.5274932614555256,156560000000.0,2637466307.277628,1.1872000000000001e-05
3,9,16,16,84.98,0.005873801264131724,9,55728.0,30792,81.0,0.5282734010430964,152059259259.25925,2641367005.2154818,1.16576e-05
3,10,16,16,85.04,0.005697512999880434,9,60336.0,33096,90.0,0.5262019842279319,147093333333.33334,2631009921.1396594,1.2579199999999998e-05
3,11,16,16,84.98,0.005539559480672298,9,64944.0,35400,99.0,0.5244133680967054,143030303030.30304,2622066840.4835267,1.3500800000000001e-05
3,12,16,16,85.04,0.005919505842105729,7,54096.0,30008,84.0,0.5296526404970348,142895238095.2381,2648263202.4851737,1.13312e-05
3,3,16,32,85.15,0.005845445587857861,14,65100.0,35440,42.0,0.5237954478273722,337523809523.8096,2618977239.136861,1.3532e-05
3,4,16,32,84.91,0.00595190989556229,10,56740.0,31312,40.0,0.528026981450253,313120000000.0,2640134907.2512646,1.1860000000000002e-05
3,5,16,32,84.97,0.005739503208537774,9,60282.0,33096,45.0,0.5266541484994112,294186666666.6667,2633270742.497056,1.25684e-05
3,6,16,32,85.04,0.005919505842105729,7,54054.0,30008,42.0,0.5300455717667009,285790476190.4762,2650227858.833504,1.13228e-05
3,2,16,64,85.21,0.005964026117962729,10,56710.0,31312,30.0,0.5282942466677915,417493333333.3333,2641471233.3389573,1.1854e-05
3,3,16,64,85.04,0.005919505842105729,7,54033.0,30008,28.0,0.5302422561094128,428685714285.7143,2651211280.547064,1.1318600000000002e-05
3,1,16,192,85.04,0.005919505842105729,7,54019.0,30008,28.0,0.5303734601177115,428685714285.7143,2651867300.5885572,1.1315800000000001e-05
4,48,16,2,85.37,0.005885941229545086,7,36764.0,21048,336.0,0.5352456515105279,25057142857.142857,2676228257.5526395,7.8648e-06
4,56,16,2,85.54,0.005702174521689538,7,40348.0,22840,392.0,0.532301668686492,23306122448.97959,2661508343.43246,8.581600000000001e-06
4,64,16,2,85.48,0.005553032555238878,7,43932.0,24632,448.0,0.5298115804869655,21992857142.857143,2649057902.434828,9.298399999999999e-06
4,72,16,2,85.52,0.005447579148461364,7,47516.0,26424,504.0,0.5276779295470885,20971428571.428574,2638389647.735442,1.00152e-05
4,80,16,2,85.72,0.005372444373282763,7,51100.0,28216,560.0,0.5258292955646664,20154285714.285713,2629146477.823332,1.0732000000000002e-05
4,88,16,2,85.7,0.0053290486121301914,7,54684.0,30008,616.0,0.5242121445042275,19485714285.714287,2621060722.521137,1.1448800000000001e-05
4,96,16,2,85.76,0.00531443451849288,7,58268.0,31800,672.0,0.5227855592819096,18928571428.571426,2613927796.4095483,1.21656e-05
4,12,16,8,85.26,0.005857044127727846,9,46620.0,26184,108.0,0.5324115494103294,96977777777.77779,2662057747.051647,9.835999999999999e-06
4,14,16,8,85.6,0.0058388453129956976,8,45536.0,25664,112.0,0.5335994677312043,91657142857.14285,2667997338.656021,9.619200000000001e-06
4,16,16,8,85.57000000000001,0.005876247095746837,7,43428.0,24632,112.0,0.535617987301035,87971428571.42857,2678089936.505175,9.1976e-06
4,18,16,8,85.59,0.005691909620465938,7,47012.0,26424,126.0,0.533042846768337,83885714285.7143,2665214233.8416853,9.914399999999998e-06
4,20,16,8,85.5,0.005534284799566871,7,50596.0,28216,140.0,0.5308149597411392,80617142857.14285,2654074798.705696,1.06312e-05
4,22,16,8,85.66,0.005402316109439401,7,54180.0,30008,154.0,0.5288685230877688,77942857142.85715,2644342615.4388437,1.1348e-05
4,24,16,8,85.76,0.00531443451849288,7,57764.0,31800,168.0,0.5271533717923215,75714285714.2857,2635766858.9616075,1.20648e-05
4,6,16,16,85.00999999999999,0.00596433704253998,9,46512.0,26184,54.0,0.5335833061623737,193955555555.55557,2667916530.8118687,9.814399999999999e-06
4,7,16,16,85.38,0.005718409351189521,9,51120.0,28488,63.0,0.5307004470938897,180876190476.1905,2653502235.4694486,1.0736e-05
4,8,16,16,84.89999999999999,0.005958729150403517,7,43344.0,24632,56.0,0.536598117811084,175942857142.85715,2682990589.05542,9.1808e-06
4,9,16,16,85.2,0.005765251761844514,7,46928.0,26424,63.0,0.5339476236663434,167771428571.4286,2669738118.331717,9.8976e-06
4,10,16,16,85.72999999999999,0.005592175341751389,7,50512.0,28216,70.0,0.5316551100391921,161234285714.2857,2658275550.1959605,1.06144e-05
4,11,16,16,85.81,0.005440226751311456,7,54096.0,30008,77.0,0.5296526404970348,155885714285.7143,2648263202.4851737,1.13312e-05
4,12,16,16,85.76,0.00531443451849288,7,57680.0,31800,84.0,0.5278884462151394,151428571428.5714,2639442231.075697,1.2048e-05
4,3,16,32,85.21,0.005699062408794232,11,56782.0,31320,44.0,0.527788075899026,284727272727.27277,2638940379.49513,1.18684e-05
4,4,16,32,85.2,0.005776703682917437,8,49488.0,27712,32.0,0.5324316015985244,346400000000.0,2662158007.9926224,1.04096e-05
4,5,16,32,85.68,0.005642626017515689,7,50470.0,28216,35.0,0.532076183292476,322468571428.5714,2660380916.46238,1.0606e-05
4,6,16,32,85.76,0.00531443451849288,7,57638.0,31800,42.0,0.5282567527160371,302857142857.1428,2641283763.5801854,1.2039599999999999e-05
4,2,16,64,85.39,0.005392060801286458,10,61830.0,33872,40.0,0.5260444168349122,338720000000.0,2630222084.174561,1.2878000000000001e-05
4,3,16,64,85.76,0.00531443451849288,7,57617.0,31800,28.0,0.528441098758662,454285714285.7143,2642205493.7933097,1.20354e-05
4,1,16,192,85.76,0.00531443451849288,7,57603.0,31800,28.0,0.528564067616309,454285714285.7143,2642820338.0815454,1.2032599999999999e-05
1,48,32,2,84.94,0.005164341406738798,20,84520.0,44192,960.0,0.5074873679375287,18413333333.333332,2537436839.6876435,1.7416e-05
1,56,32,2,85.11,0.005964938259575958,12,56856.0,30816,672.0,0.5186481755756025,18342857142.857143,2593240877.8780127,1.18832e-05
1,64,32,2,84.97,0.005827929422792792,12,63000.0,33888,768.0,0.5169005491153142,17650000000.0,2584502745.576571,1.3112e-05
1,72,32,2,84.84,0.0057134412775918155,12,69144.0,36960,864.0,0.5154524154858864,17111111111.11111,2577262077.429432,1.4340800000000002e-05
1,80,32,2,84.93,0.005652093309568687,12,75288.0,40032,960.0,0.5142328640427499,16680000000.000002,2571164320.2137494,1.5569600000000004e-05
1,88,32,2,85.03,0.005431694510969845,13,88218.0,46440,1144.0,0.5115776950362423,16237762237.762238,2557888475.1812115,1.81556e-05
1,96,32,2,84.81,0.0055937271376442724,12,87576.0,46176,1152.0,0.5122925357237952,16033333333.333334,2561462678.618976,1.80272e-05
1,12,32,8,84.99,0.005908422674018128,18,74772.0,40080,216.0,0.5182847980137588,74222222222.22221,2591423990.0687943,1.54664e-05
1,14,32,8,85.15,0.005936088692551553,15,69990.0,37752,210.0,0.5203583735354927,71908571428.57143,2601791867.6774635,1.4510000000000002e-05
1,16,32,8,84.96000000000001,0.005711982932401308,15,77670.0,41592,240.0,0.5184095724791226,69320000000.0,2592047862.3956127,1.6046e-05
1,18,32,8,84.87,0.0052850949597235755,17,96730.0,51080,306.0,0.5144526135562494,66771241830.06535,2572263067.781247,1.9858e-05
1,20,32,8,84.85000000000001,0.0056601625458545515,13,80626.0,43112,260.0,0.5182602841824345,66326153846.15384,2591301420.912173,1.66372e-05
1,22,32,8,85.03,0.005668897748755215,12,80568.0,43104,264.0,0.5185256471946877,65309090909.09091,2592628235.9734387,1.66256e-05
1,24,32,8,84.81,0.0055937271376442724,12,86712.0,46176,288.0,0.5172506496997938,64133333333.333336,2586253248.498969,1.7854400000000003e-05
1,6,32,16,85.11999999999999,0.00593476188170935,19,78698.0,42136,114.0,0.5185458662531689,147845614035.0877,2592729331.2658443,1.6251600000000002e-05
1,7,32,16,84.99,0.005767172467460781,18,83772.0,44688,126.0,0.5176296159014039,141866666666.6667,2588148079.5070195,1.7266399999999998e-05
1,8,32,16,85.0,0.0058399677858187865,15,77490.0,41592,120.0,0.519575265459088,138640000000.0,2597876327.29544,1.601e-05
1,9,32,16,85.21,0.0058738428083090054,13,73814.0,39784,117.0,0.5209102574174457,136013675213.67522,2604551287.0872283,1.52748e-05
1,10,32,16,85.0,0.005723388536278488,13,80470.0,43112,130.0,0.5192340118029628,132652307692.30768,2596170059.014814,1.6606e-05
1,11,32,16,84.99,0.005558702659622583,13,87126.0,46440,143.0,0.5178065695872266,129902097902.0979,2589032847.936133,1.7937199999999998e-05
1,12,32,16,84.81,0.0055937271376442724,12,86568.0,46176,144.0,0.5180863477246208,128266666666.66667,2590431738.623104,1.7825599999999998e-05
1,3,32,32,84.82,0.00573005685333927,22,90992.0,48304,66.0,0.5163331623054558,292751515151.51514,2581665811.527279,1.87104e-05
1,4,32,32,85.22,0.005487331670449812,19,98040.0,51864,76.0,0.5155467196819086,272968421052.6316,2577733598.409543,2.0119999999999997e-05
1,5,32,32,85.06,0.005599545315291326,14,86576.0,46192,70.0,0.5182193502064262,263954285714.2857,2591096751.0321307,1.78272e-05
1,6,32,32,84.81,0.0055937271376442724,12,86496.0,46176,72.0,0.518505210204815,256533333333.33334,2592526051.024075,1.7811199999999996e-05
1,2,32,64,85.03,0.005547013803468585,18,92826.0,49296,36.0,0.5168054012119179,547733333333.3333,2584027006.0595894,1.90772e-05
1,3,32,64,84.81,0.0055937271376442724,12,86460.0,46176,36.0,0.5187148955290946,513066666666.6667,2593574477.645473,1.7804e-05
1,1,32,192,84.81,0.0055937271376442724,12,86436.0,46176,14.0,0.5188547799901119,1319314285714.2856,2594273899.950559,1.7799200000000004e-05
2,48,32,2,85.37,0.005885941229545086,7,36750.0,21048,336.0,0.5354362757568049,25057142857.142857,2677181378.7840242,7.862e-06
2,56,32,2,85.54,0.005702174521689538,7,40334.0,22840,392.0,0.5324754044854758,23306122448.97959,2662377022.427379,8.5788e-06
2,64,32,2,85.48,0.005553032555238878,7,43918.0,24632,448.0,0.5299711691552993,21992857142.857143,2649855845.7764964,9.2956e-06
2,72,32,2,85.52,0.005447579148461364,7,47502.0,26424,504.0,0.5278254963844833,20971428571.428574,2639127481.922416,1.00124e-05
2,80,32,2,85.72,0.005372444373282763,7,51086.0,28216,560.0,0.5259665212690602,20154285714.285713,2629832606.345301,1.0729199999999999e-05
2,88,32,2,85.7,0.0053290486121301914,7,54670.0,30008,616.0,0.5243403809190984,19485714285.714287,2621701904.595492,1.1446e-05
2,96,32,2,85.76,0.00531443451849288,7,58254.0,31800,672.0,0.5229059098233959,18928571428.571426,2614529549.1169796,1.21628e-05
2,12,32,8,85.26,0.005857044127727846,9,46602.0,26184,108.0,0.532606484683292,96977777777.77779,2663032423.41646,9.8324e-06
2,14,32,8,85.6,0.0058388453129956976,8,45520.0,25664,112.0,0.5337770382695507,91657142857.14285,2668885191.3477535,9.616e-06
2,16,32,8,85.57000000000001,0.005876247095746837,7,43414.0,24632,112.0,0.5357810936616348,87971428571.42857,2678905468.308174,9.1948e-06
2,18,32,8,85.59,0.005691909620465938,7,46998.0,26424,126.0,0.5331934299204972,83885714285.7143,2665967149.602486,9.9116e-06
2,20,32,8,85.5,0.005534284799566871,7,50582.0,28216,140.0,0.5309548003462421,80617142857.14285,2654774001.7312107,1.06284e-05
2,22,32,8,85.66,0.005402316109439401,7,54166.0,30008,154.0,0.5289990480555653,77942857142.85715,2644995240.2778263,1.1345200000000001e-05
2,24,32,8,85.76,0.00531443451849288,7,57750.0,31800,168.0,0.5272757419996684,75714285714.2857,2636378709.998342,1.2061999999999999e-05
2,6,32,16,85.00999999999999,0.00596433704253998,9,46494.0,26184,54.0,0.5337791005830309,193955555555.55557,2668895502.9151545,9.810800000000001e-06
2,7,32,16,85.38,0.005718409351189521,9,51102.0,28488,63.0,0.5308784614811226,180876190476.1905,2654392307.405613,1.0732399999999999e-05
2,8,32,16,84.89999999999999,0.005958729150403517,7,43330.0,24632,56.0,0.5367618217476574,175942857142.85715,2683809108.738287,9.178000000000001e-06
2,9,32,16,85.2,0.005765251761844514,7,46914.0,26424,63.0,0.534098718518818,167771428571.4286,2670493592.59409,9.894799999999999e-06
2,10,32,16,85.72999999999999,0.005592175341751389,7,50498.0,28216,70.0,0.5317953937200799,161234285714.2857,2658976968.6003995,1.06116e-05
2,11,32,16,85.81,0.005440226751311456,7,54082.0,30008,77.0,0.5297835528406483,155885714285.7143,2648917764.2032413,1.13284e-05
2,12,32,16,85.76,0.00531443451849288,7,57666.0,31800,84.0,0.5280111579716401,151428571428.5714,2640055789.8582006,1.2045200000000001e-05
2,3,32,32,85.21,0.005699062408794232,11,56760.0,31320,33.0,0.5279838165879973,379636363636.36365,2639919082.9399867,1.1863999999999999e-05
