NZr,NZc,Tr,Tc,Accuracy (%),MSE,Nsteps,Compressed Memory Footprint (byte),Nops,Ncycles,CTC (Ops/byte),CP (GOps/s),AttPerf (GOps/s),Execution Time (s),DSP Usage,Simulated Ncycles,Simulated Execution Time (s),BRAM Usage
16,6,4,16,85.71,0.0059421481311434,20,39893.5,51360,320,1.2097942454685715,24.075,12.097942454685715,4.245350000000001e-06,800,352,2.3466666666666665e-06,160
16,7,4,16,85.46000000000001,0.005920085710297,18,38073.5,50832,288,1.2509874856953007,26.475,12.509874856953008,4.06335e-06,800,319,2.1266666666666665e-06,160
16,9,4,16,85.7,0.0059610128484255,14,35539.0,46704,224,1.2258589464290401,31.275,12.258589464290402,3.8098999999999997e-06,800,253,1.6866666666666667e-06,160
16,10,4,16,85.22,0.0059266064940096,14,35528.5,50288,224,1.3202935269175735,33.675,13.202935269175736,3.80885e-06,800,254,1.6933333333333334e-06,160
16,11,4,16,85.5,0.0057970847365442,14,38024.5,53872,224,1.3274033190010965,36.075,13.274033190010964,4.05845e-06,800,255,1.7e-06,160
16,12,4,16,85.3,0.0056857178437822,13,40488.5,53352,208,1.2393463186870624,38.475,12.393463186870623,4.30485e-06,800,239,1.5933333333333333e-06,160
16,3,4,32,85.31,0.0057444388116241,21,46950.0,53928,336,1.0892344980811957,24.075,10.892344980811956,4.9510000000000005e-06,1440,367,2.446666666666667e-06,288
16,4,4,32,85.27,0.0059110201771694,17,38310.75,52360,272,1.2811117975569326,28.875,12.811117975569326,4.087075e-06,1440,300,2e-06,288
16,5,4,32,85.45,0.0059507109389769,14,35499.25,50288,224,1.3213082233622575,33.675,13.213082233622576,3.805925e-06,1440,250,1.6666666666666667e-06,288
16,6,4,32,85.3,0.0056857178437822,13,40459.25,53352,208,1.2401889851636185,38.475,12.401889851636184,4.301925e-06,1440,234,1.56e-06,288
4,48,8,2,85.28,0.0055545245114035,31,53492.0,63736,1488,1.137086990651538,6.425,6.425,9.92e-06,400,1526,1.0173333333333333e-05,80
4,56,8,2,85.16,0.0053147742445428,32,62280.0,73984,1792,1.1410240592227021,6.192857142857143,6.192857142857143,1.1946666666666665e-05,400,1831,1.2206666666666666e-05,80
4,64,8,2,85.16,0.0050657309164361,36,74288.0,92448,2304,1.202998126171143,6.01875,6.01875,1.536e-05,400,2347,1.5646666666666667e-05,80
4,72,8,2,85.18,0.0057885818272112,23,50926.0,64952,1656,1.214373854840519,5.883333333333333,5.883333333333333,1.104e-05,400,1686,1.124e-05,80
4,80,8,2,85.48,0.0055309705840754,26,62531.0,80080,2080,1.2302776113441183,5.775,5.775,1.3866666666666665e-05,400,2113,1.4086666666666667e-05,80
4,88,8,2,85.24000000000001,0.0054703470447174,26,66742.0,86736,2288,1.2515656113820668,5.686363636363636,5.686363636363636,1.5253333333333335e-05,400,2321,1.5473333333333333e-05,80
4,96,8,2,85.25,0.0054444635320917,25,73520.0,89800,2400,1.1803364879074658,5.6125,5.6125,1.6e-05,400,2432,1.6213333333333333e-05,80
4,12,8,8,85.17,0.0059483901310247,32,53656.0,65792,384,1.1703429628575495,25.7,11.703429628575496,5.6216e-06,640,425,2.8333333333333335e-06,128
4,14,8,8,85.28999999999999,0.0056943827854629,32,60764.0,73984,448,1.168340597561746,24.771428571428572,11.683405975617461,6.332399999999999e-06,640,489,3.26e-06,128
4,16,8,8,85.19,0.0059189243342391,26,52352.0,66768,416,1.2159090909090908,24.075,12.159090909090908,5.491200000000001e-06,640,451,3.0066666666666665e-06,128
4,18,8,8,85.2,0.0054873836033042,29,68188.0,81896,522,1.157573358964211,23.53333333333333,11.575733589642109,7.074800000000001e-06,640,560,3.7333333333333333e-06,128
4,22,8,8,85.42,0.0049448846163742,34,93048.0,113424,748,1.1863442389758179,22.745454545454542,11.863442389758179,9.560800000000002e-06,640,791,5.273333333333333e-06,128
4,24,8,8,85.25,0.0054444635320917,25,72800.0,89800,600,1.1916135881104033,22.45,11.916135881104033,7.536000000000001e-06,640,634,4.226666666666666e-06,128
4,6,8,16,85.48,0.0059432241702883,33,56622.0,67848,198,1.1464296576661823,51.4,11.464296576661823,5.9181999999999995e-06,960,241,1.6066666666666666e-06,192
4,7,8,16,85.25,0.0058864445094564,29,56464.0,67048,203,1.1359447004608294,49.542857142857144,11.359447004608294,5.9024000000000004e-06,960,242,1.6133333333333333e-06,192
4,8,8,16,85.21,0.0055580283396353,34,69193.0,87312,272,1.2168411076888772,48.15,12.168411076888772,7.1753000000000006e-06,960,316,2.1066666666666667e-06,192
4,9,8,16,85.21,0.0058279926591903,26,57352.0,73424,234,1.2255307784750968,47.06666666666666,12.255307784750968,5.9911999999999995e-06,960,270,1.8e-06,192
4,10,8,16,85.27,0.0057760700220858,24,59326.0,73920,240,1.1944543192321364,46.2,11.944543192321364,6.1886e-06,960,274,1.8266666666666666e-06,192
4,11,8,16,85.16,0.0056223599519167,25,65056.5,83400,275,1.233426752345951,45.490909090909085,12.33426752345951,6.761650000000001e-06,960,310,2.0666666666666666e-06,192
4,12,8,16,85.25,0.0054444635320917,25,72680.0,89800,300,1.1935140882509303,44.9,11.935140882509303,7.524e-06,960,335,2.2333333333333333e-06,192
4,3,8,32,85.25,0.0059588447196128,33,58596.0,67848,132,1.1094250768526392,77.1,11.094250768526393,6.115599999999999e-06,1600,175,1.1666666666666666e-06,320
4,4,8,32,85.53,0.0059913931393307,26,53455.5,66768,104,1.191955797948782,96.3,11.91955797948782,5.601550000000001e-06,1600,141,9.4e-07,320
4,5,8,32,85.34,0.0055065903086575,27,70141.5,83160,135,1.143855353740982,92.4,11.438553537409819,7.27015e-06,1600,173,1.1533333333333332e-06,320
4,6,8,32,85.25,0.0054444635320917,25,72620.0,89800,150,1.194466613461027,89.8,11.94466613461027,7.518e-06,1600,186,1.24e-06,320
6,48,8,2,85.15,0.0055707949449178,24,43765.0,55488,1152,1.1977981651376146,7.225,7.225,7.68e-06,400,1185,7.9e-06,80
6,56,8,2,85.38,0.0059562228316384,18,34532.0,46224,1008,1.2461986412164348,6.878571428571428,6.878571428571428,6.72e-06,400,1035,6.9e-06,80
6,64,8,2,85.18,0.0056177329956376,22,43724.0,62128,1408,1.3423213205427362,6.61875,6.61875,9.386666666666666e-06,400,1439,9.593333333333334e-06,80
6,80,8,2,85.25,0.005365794630726,22,53939.0,73392,1760,1.29899644241491,6.255,6.255,1.1733333333333333e-05,400,1791,1.194e-05,80
6,88,8,2,85.19,0.005529568560591,19,51512.0,68248,1672,1.2621689599053114,6.122727272727273,6.122727272727273,1.1146666666666666e-05,400,1700,1.1333333333333334e-05,80
6,96,8,2,85.22,0.0052351244306918,22,64922.0,84656,2112,1.2544974956284638,6.0125,6.0125,1.408e-05,400,2143,1.4286666666666667e-05,80
6,12,8,8,85.35000000000001,0.0059639178062478,24,42528.0,55488,288,1.2306600425833925,28.9,12.306600425833924,4.5088e-06,640,323,2.153333333333333e-06,128
6,14,8,8,85.16,0.0054366495515091,27,56892.0,69336,378,1.16625176613066,27.514285714285712,11.6625176613066,5.945199999999999e-06,640,416,2.773333333333333e-06,128
6,16,8,8,85.6,0.0058196249287588,21,44568.0,59304,336,1.258360210490579,26.475,12.58360210490579,4.712799999999999e-06,640,368,2.4533333333333333e-06,128
6,18,8,8,85.33,0.0059147215872509,18,41492.0,55440,324,1.2585126668482702,25.666666666666668,12.585126668482703,4.4052e-06,640,353,2.3533333333333334e-06,128
6,20,8,8,85.21,0.0053501081353646,23,59256.0,76728,460,1.2412320434838877,25.02,12.412320434838877,6.181599999999999e-06,640,494,3.2933333333333333e-06,128
6,22,8,8,85.61,0.0053339314445976,23,59236.0,82616,506,1.336915010680303,24.490909090909092,13.36915010680303,6.179599999999999e-06,640,540,3.6e-06,128
6,24,8,8,85.22,0.0052351244306918,22,64328.0,84656,528,1.2656380815691903,24.05,12.656380815691904,6.688799999999999e-06,640,561,3.74e-06,128
6,6,8,16,85.19,0.0056008440078279,30,56496.0,69360,180,1.1744784611216472,57.8,11.744784611216472,5.905600000000001e-06,960,222,1.48e-06,192
6,7,8,16,85.15,0.0053936145399699,28,63218.5,71904,196,1.0931231329385742,55.028571428571425,10.931231329385742,6.577849999999999e-06,960,236,1.5733333333333332e-06,192
6,8,8,16,85.18,0.005853033909273,20,45856.0,56480,160,1.1665565102445472,52.95,11.665565102445472,4.8416e-06,960,192,1.28e-06,192
6,9,8,16,85.42999999999999,0.0059857109333227,17,41380.5,52360,153,1.1916113835755169,51.333333333333336,11.91611383575517,4.39405e-06,960,182,1.2133333333333333e-06,192
6,12,8,16,85.22,0.0052351244306918,22,64229.0,84656,264,1.2675141116052044,48.1,12.675141116052044,6.6789e-06,960,298,1.9866666666666666e-06,192
6,4,8,32,85.22,0.0059168113558348,20,44396.5,56480,120,1.2028153716737833,70.6,12.028153716737833,4.69565e-06,1600,151,1.0066666666666666e-06,320
6,5,8,32,85.24000000000001,0.0056615151501067,21,49863.25,70056,126,1.3363536217231857,83.4,13.363536217231857,5.242325000000001e-06,1600,159,1.06e-06,320
6,6,8,32,85.22,0.0052351244306918,22,64179.5,84656,132,1.2684542137714547,96.2,12.684542137714548,6.67395e-06,1600,167,1.1133333333333334e-06,320
