Weight Word Length,Activation Word Length,Rank,Optimal Rank Array,Optimal BLEU Score,Compression Ratio
3,8,205,"[[205, 275, 358, 174, 258, 266]]",41.3287520983315,13.320325203252033
3,8,102,"[[102, 227, 197, 228, 204, 290]]",40.065420211362444,26.77124183006536
3,8,-26,"[[-26, 160, 187, 194, 233, 212]]",39.818613203253264,-105.02564102564102
3,8,-64,"[[-64, 108, 178, 72, 176, 202]]",34.99546439179734,-42.666666666666664
