Weight Word Length,Activation Word Length,Rank,Quant SVD BLEU (Range-Based),Iterative Quant SVD BLEU (Range-Based),Compression Ratio
8,6,64,16.778994393380568,15.594917906867678,16.0
8,6,80,22.34531148519448,21.533250046561253,12.8
8,6,96,25.83134555275523,25.230915164904587,10.666666666666666
8,6,112,27.992429778883633,28.597498557973804,9.142857142857142
8,6,128,31.200568766081577,30.5798124535724,8.0
8,6,144,33.23694901604447,32.858608461062786,7.111111111111111
8,6,160,34.99572522356945,35.610978129051254,6.4
8,6,176,37.76990730947091,37.069775196338064,5.818181818181818
8,6,192,38.12087452207614,36.850998274893634,5.333333333333333
8,6,208,38.28118612249272,39.08323969456914,4.923076923076923
8,6,224,39.94728784310059,39.42512868679396,4.571428571428571
8,6,240,37.85466122123767,39.41683710617846,4.266666666666667
8,6,256,40.451345543356396,40.3543430097566,4.0
8,6,272,39.78428922250438,39.69007332468607,3.764705882352941
8,6,288,39.44971522834499,39.66460806805186,3.5555555555555554
8,6,304,39.89995988731786,40.44300431210266,3.3684210526315788
8,6,320,39.87655385765359,40.91700629835729,3.2
8,6,336,40.77311004426093,40.72422875064196,3.0476190476190474
8,6,352,41.161752515078085,40.206100566369365,2.909090909090909
8,6,368,40.821104424285096,40.49753408804567,2.782608695652174
8,6,384,40.799756044777524,40.0615747418777,2.6666666666666665
8,6,400,39.343523777739605,41.48371941560568,2.56
8,6,416,41.33272005128854,39.95133854817508,2.4615384615384617
8,6,432,39.92904657871953,40.64699209780441,2.3703703703703702
8,6,448,40.688646058239115,40.54622037631339,2.2857142857142856
8,6,464,39.61820456568391,40.17906364783545,2.206896551724138
8,6,480,40.33741361907546,40.98898181184404,2.1333333333333333
8,6,496,40.7834758059684,40.489911496725206,2.064516129032258
8,6,512,40.15381771475452,39.78515867868444,2.0
8,8,64,16.617755403985687,16.669292287644765,16.0
8,8,80,22.457224080347242,21.69557557959004,12.8
8,8,96,25.84677012012728,26.545095903272014,10.666666666666666
8,8,112,29.833927063626454,29.426012413683257,9.142857142857142
8,8,128,31.934597362596406,32.42224260613592,8.0
8,8,144,34.23125750108204,33.82996627245183,7.111111111111111
8,8,160,36.133678830048424,36.560899782610846,6.4
8,8,176,37.258764463104626,37.85271732182381,5.818181818181818
8,8,192,38.875324156266004,39.12888930390769,5.333333333333333
8,8,208,39.31337486795805,39.05505831750998,4.923076923076923
8,8,224,40.20947479339045,40.337901980499666,4.571428571428571
8,8,240,39.649265422529034,39.80177776963226,4.266666666666667
8,8,256,40.664058918096316,40.176189600376425,4.0
8,8,272,40.826030024614894,40.013360580609856,3.764705882352941
8,8,288,39.564030777109465,39.520704411831815,3.5555555555555554
8,8,304,39.81512879214679,40.187219129951316,3.3684210526315788
8,8,320,40.40243858295471,39.84917347012969,3.2
8,8,336,39.09150200805253,39.99016393073852,3.0476190476190474
8,8,352,40.003339950233816,39.95740178791966,2.909090909090909
8,8,368,40.641208292595046,40.17691684125254,2.782608695652174
8,8,384,40.1776402859129,39.90349983046928,2.6666666666666665
8,8,400,41.58499217139907,40.88789125566711,2.56
8,8,416,41.22374583220338,41.02286907471008,2.4615384615384617
8,8,432,41.689215365037974,41.474846185843674,2.3703703703703702
8,8,448,41.96886348543448,42.02316209287267,2.2857142857142856
8,8,464,41.84001512515565,41.065183025962234,2.206896551724138
8,8,480,41.87420938566776,41.74439155561649,2.1333333333333333
8,8,496,42.40696817164277,41.04846716217019,2.064516129032258
8,8,512,41.2113358866946,40.4048614906739,2.0
8,16,64,16.904642182017962,17.4350894583433,16.0
8,16,80,22.192816531761434,22.187991563576414,12.8
8,16,96,25.730792517356015,25.56359857875723,10.666666666666666
8,16,112,28.91889404483837,28.776459583128005,9.142857142857142
8,16,128,32.29541572495238,32.36687900275923,8.0
8,16,144,34.37454579479117,34.107949565874804,7.111111111111111
8,16,160,36.80853287300767,36.45391860271563,6.4
8,16,176,37.69861559714427,37.652642132674394,5.818181818181818
8,16,192,37.932695732868595,38.398388601852275,5.333333333333333
8,16,208,39.41428360873576,39.31689998156671,4.923076923076923
8,16,224,39.635277064069676,39.78391868246397,4.571428571428571
8,16,240,41.310986601847254,40.5265401174858,4.266666666666667
8,16,256,40.985149935249936,40.86703041094798,4.0
8,16,272,40.76496357542788,40.73168933489189,3.764705882352941
8,16,288,39.259819850266744,39.07359401652285,3.5555555555555554
8,16,304,40.08636061450054,39.97995377815847,3.3684210526315788
8,16,320,40.033018248978735,40.44145478720659,3.2
8,16,336,40.445356757442326,40.00720035764916,3.0476190476190474
8,16,352,40.765220513396834,40.664382431606164,2.909090909090909
8,16,368,40.78036501618546,40.68690230575622,2.782608695652174
8,16,384,40.548848937389835,40.748837451812406,2.6666666666666665
8,16,400,40.79263307237042,40.686390027502256,2.56
8,16,416,41.05794081063564,41.08657876816375,2.4615384615384617
8,16,432,40.487094541438225,40.67370399529667,2.3703703703703702
8,16,448,41.63567122265033,41.60826567356592,2.2857142857142856
8,16,464,41.517883386709606,41.41745244931068,2.206896551724138
8,16,480,40.9541777598657,40.95909818197087,2.1333333333333333
8,16,496,41.0618162572933,41.203820595352596,2.064516129032258
8,16,512,41.0618162572933,41.20579166660745,2.0
