Word Length,BLEU Score (Range-Based),BLEU Score (Mean-Based),BLEU Score (Log2-Based),BLEU Score (Loss-Aware),Compression Ratio
2,2.9060711612197823,31.377713101014926,2.119832012904228,1.8062172701646007,16.0
3,32.388824203514105,33.37711209189742,16.781310089496632,42.1651895125292,10.666666666666666
4,42.56166231105449,33.567663434403535,39.94454891301632,42.97297036812962,8.0
5,42.13390797983983,34.338617117014564,41.526237147373216,43.5917901130091,6.4
6,43.34989592160599,34.52087311428704,44.08360090274895,43.00698529139622,5.333333333333333
7,42.99806874960617,34.18887606427256,42.780748576170836,43.3689355958608,4.571428571428571
8,43.306586809719484,34.233757043215604,43.7585285482594,43.54524577205364,4.0
16,43.10655025189425,34.33395710622775,43.10655025189425,43.16321032161356,2.0
