Tile Size,Steps,MSE,MSE Check,Memory Footprint (Bytes),Compression Ratio,BLEU Score,Character F-score
64,49,0.00011758272645086738,3.079707797345085e-05,19352256.0,0.9753058248092625,39.749585836662696,0.2662161524693751
128,1,0.002610526810409889,0.002610526823749145,197040.0,95.78952496954933,0.8416886144816014,0.17775849551391146
128,5,0.002312650056410348,0.00029788688455785933,985200.0,19.157904993909867,1.1889363991144042,0.17508216211106434
128,9,0.0020773217972115767,0.00023533685695535192,1773360.0,10.643280552172147,3.4843195047509963,0.200986632189083
128,13,0.0018739059317643598,0.00020342276790567362,2561520.0,7.368424997657641,4.153774350240601,0.20695428707930902
128,17,0.0016944721877128661,0.00017944029483866567,3349680.0,5.634677939385255,5.534516719559749,0.20859224416487332
128,21,0.001533586637378903,0.00016089118677579486,4137840.0,4.56140595093092,9.402687747780076,0.22873063375510308
128,25,0.0013866187903962175,0.00014697262668050826,4926000.0,3.8315809987819733,11.788300306717382,0.23975788154604888
128,29,0.0012520425758945446,0.00013458040242160982,5714160.0,3.3030870679154942,13.814774321462094,0.244955254928666
128,33,0.001128333896000792,0.00012371244035117948,6502320.0,2.9027128778651314,16.307697288444064,0.2501981866398456
128,37,0.001014690982022633,0.0001136460414272733,7290480.0,2.58890608025809,18.584238669854905,0.2513441759114944
128,41,0.0009099720458228452,0.00010472155433186951,8078640.0,2.336329877306081,20.278587486200543,0.254684123095789
128,45,0.0008136426725589748,9.633173249312676e-05,8866800.0,2.1286561104344295,22.758657121270044,0.2558389868435551
128,49,0.0007249713626151788,8.867307648567173e-05,9654960.0,1.9548882646846801,24.902337453473873,0.2563015908400693
128,53,0.0006434012436026629,8.157127376762219e-05,10443120.0,1.807349527727346,26.300834712283706,0.2555904213647857
128,57,0.0005684376907690117,7.496404820509876e-05,11231280.0,1.680517981921918,29.324979365990455,0.25743860989928047
128,61,0.0004995742935231343,6.886342089273967e-05,12019440.0,1.5703200814680218,29.886765664440258,0.2593316133790383
128,65,0.0004365551261192498,6.301901642776404e-05,12807600.0,1.4736849995315282,31.22745821043732,0.25965981462804566
128,69,0.0003789616935137019,5.7593119587788046e-05,13595760.0,1.3882539850659323,31.40197467146932,0.26032633030512903
128,73,0.0003265304095900016,5.243080825797127e-05,14383920.0,1.3121852735554702,32.93798874387197,0.2603249937636136
128,77,0.00027882021610518376,4.770948180521373e-05,15172080.0,1.244019804799342,34.65175655800382,0.26289591175583255
128,81,0.00023570195420082504,4.311731390771456e-05,15960240.0,1.1825867280191276,36.45932208425226,0.2636153986060816
128,85,0.000196859144125483,3.884160438853238e-05,16748400.0,1.1269355878770508,38.70762013648961,0.26431449292448606
128,89,0.00016197961857263485,3.487788611285699e-05,17536560.0,1.0762867974106667,37.37378849303907,0.2637876976263042
128,93,0.0001309816188950208,3.0996641119903266e-05,18324720.0,1.0299948921456916,37.669442538358446,0.2650720367171127
128,97,0.00010368161982417708,2.7298659915686585e-05,19112880.0,0.9875208759747354,37.91200173061293,0.26603111739778834
256,1,0.0025376406556461006,0.0025376406653473773,98412.0,191.789293988538,1.1478714127684388,0.17806797181683887
256,9,0.002187097479084817,0.00035056811369334656,885708.0,21.309921554282,1.7074319570286403,0.1809807659934528
256,17,0.0019403648814962555,0.0002467506516647215,1673004.0,11.281723175796351,4.210361310920958,0.21332553404415794
256,25,0.0017368094704579562,0.00020356868238498768,2460300.0,7.67157175954152,11.658137403442135,0.24182897631661557
256,33,0.0015591724950354546,0.0001776481221895665,3247596.0,5.8117967875314545,13.464513093016036,0.24589643828471697
256,41,0.001401339618799587,0.00015784037047221014,4034892.0,4.677787658257024,15.916443548978682,0.2508083053972876
256,49,0.0012593743352529903,0.0001419720817163276,4822188.0,3.914067224255877,16.49561873744482,0.24993120155793314
256,57,0.001131061217165552,0.00012831830948319597,5609484.0,3.364724455939263,18.27538767152158,0.2527311751887897
256,65,0.0010142466829468806,0.00011681890100589953,6396780.0,2.9506045229005844,19.377573319142847,0.25370540957478993
256,73,0.0009077456246207779,0.00010650400872691534,7184076.0,2.6272506025827123,20.00840217233854,0.2541259673328924
256,81,0.0008107581597869284,9.698940872719201e-05,7971372.0,2.3677690615868885,21.263239688047577,0.2548423694448135
256,89,0.000721925578545779,8.883358774861942e-05,8758668.0,2.154935887511663,22.699636623105174,0.25524880060857563
256,97,0.0006408100101301292,8.111530041787773e-05,9545964.0,1.9772092163766803,25.621674847508917,0.2557778953504094
256,105,0.0005666398234704199,7.417014785460196e-05,10333260.0,1.8265647046527427,25.74819599726212,0.2559352397250007
256,113,0.0004987926586181857,6.784896928972255e-05,11120556.0,1.697250389279097,26.77210790220746,0.2574969162876897
256,121,0.00043695338172256015,6.184343328641262e-05,11907852.0,1.5850354875085784,27.991247211739996,0.258210957462886
256,129,0.0003805637461482547,5.6394156975632846e-05,12695148.0,1.4867387130894418,30.748314193557096,0.25990782450436806
256,137,0.0003291336894714429,5.143403723195661e-05,13482444.0,1.3999218539309342,30.923091642598642,0.26100889198032234
256,145,0.00028258038582862355,4.655656448449008e-05,14269740.0,1.3226847861278481,33.66066237994721,0.2618850118830874
256,153,0.00024040475000219885,4.21784595043088e-05,15057036.0,1.2535247973107058,33.39960217737723,0.26133294801444334
256,161,0.0002024280098945989,3.7978939872118644e-05,15844332.0,1.1912378508604844,34.702773743364446,0.262288462370053
256,169,0.00016837794282764662,3.405188484369622e-05,16631628.0,1.1348478934233017,34.739289801777595,0.2622031465342598
256,177,0.00013797248629998649,3.040653094406783e-05,17418924.0,1.0835553332685761,35.50095458433352,0.26237112851196664
256,185,0.0001109966045381346,2.697651537649411e-05,18206220.0,1.0366988864245297,36.271513623846666,0.2632763534921701
256,193,8.734703381681659e-05,2.364969623158686e-05,18993516.0,0.9937269118577098,38.3808551709874,0.2647864044094685
512,1,0.002468535133327047,0.0024685350945219398,49179.0,383.7891783078143,1.5916660061242267,0.18124890100877747
512,17,0.0020361170172691345,0.00043247262268171954,836043.0,22.575834018106725,9.69912701550295,0.23836734201911064
512,33,0.0017832637337657313,0.000252887208868439,1622907.0,11.629975100236797,14.233278015380021,0.2478228873386612
512,49,0.0015836333817181487,0.0001996679226673829,2409771.0,7.8324322103635575,15.209589749100402,0.24932073165228075
512,65,0.0014129564515314996,0.00017070842780716097,3196635.0,5.904448897043297,18.04255452290763,0.25260511956200604
512,81,0.0012630976464909811,0.00014989024930400774,3983499.0,4.738138003800176,19.264158662922075,0.2540443996452184
512,97,0.00112969436061879,0.00013343034879653715,4770363.0,3.9565894670908692,19.867970931531207,0.25541076369397464
512,113,0.0010099465919968982,0.00011977041382730629,5557227.0,3.3963644098036663,21.4486935397314,0.2547922746969157
512,129,0.0009018545194218556,0.00010811289515307483,6344091.0,2.9751099093629017,23.50042534175159,0.2560391208716662
512,145,0.000804023079884549,9.784828580450267e-05,7130955.0,2.646821919364237,25.578150479163902,0.2572988485779916
512,161,0.0007151828904170543,8.885382825004247e-05,7917819.0,2.3837837161976045,25.8586036652222,0.2569185604898188
512,177,0.000634380131183813,8.081191602589873e-05,8704683.0,2.16830044241703,28.19600959635175,0.2585924369726403
512,193,0.0005610439451023316,7.334361604686516e-05,9491547.0,1.9885449653254628,29.56217977260835,0.2578287363156669
512,209,0.0004944403772242367,6.660694270976819e-05,10278411.0,1.8363118579321258,29.985743904544037,0.2593014444335883
512,225,0.00043377983577859897,6.066273999749683e-05,11065275.0,1.7057296813680636,30.897677673073243,0.2587148367268039
512,241,0.0003785625982951994,5.521986834840694e-05,11852139.0,1.5924862170448726,32.0335413224983,0.25872459105641527
512,257,0.0003284942504251376,5.007057552575134e-05,12639003.0,1.493343106256087,32.03622894968771,0.25869094084061184
512,273,0.0002830912417266518,4.540399580340212e-05,13425867.0,1.4058211659626898,32.36301690328496,0.2586238392254064
512,289,0.0002421373501420021,4.095403467848276e-05,14212731.0,1.327990236359219,33.075569075301765,0.2600393937980907
512,305,0.0002051563521187442,3.698009944249255e-05,14999595.0,1.258325174779719,34.82125302842876,0.26189910013565054
512,321,0.00017193820288715264,3.321685471746605e-05,15786459.0,1.1956049168467735,35.75534503125527,0.26144835795181876
512,337,0.0001422801312097969,2.965538533317158e-05,16573323.0,1.1388402917145826,36.10346407329118,0.26152768016417105
512,353,0.00011593669842113741,2.634027775153906e-05,17360187.0,1.0872214682940915,36.23387919063127,0.2619691012036876
512,369,9.272929310100153e-05,2.320602622300309e-05,18147051.0,1.0400790740049168,35.896353621774736,0.2621393514567297
512,385,7.253327324481991e-05,2.019382554863114e-05,18933915.0,0.9968550085917255,37.04332946749761,0.26177988106783
