Word Length,Rank,Quant SVD BLEU (Range-Based),Iterative Quant SVD BLEU (Range-Based),Compression Ratio
4,352,29.013530506305557,29.396534670603874,5.818181818181818
4,368,29.663606702901614,29.861683666539697,5.565217391304348
4,384,29.427456362150554,29.411342490222424,5.333333333333333
4,400,29.599644929376918,29.423698813923604,5.12
4,416,29.53876792107482,29.45705729303039,4.923076923076923
4,432,29.37875355896727,29.46897631770517,4.7407407407407405
4,448,29.36396541744941,29.703129791462207,4.571428571428571
4,464,29.007288656709022,29.696979925099633,4.413793103448276
4,480,29.499578187979303,29.989375397134843,4.266666666666667
4,496,29.267706799270222,29.395240399744694,4.129032258064516
4,512,29.194789210006633,29.86752688420149,4.0
6,64,16.43009839270646,16.71149919103671,21.333333333333332
6,80,18.62671678681859,18.57045784849517,17.066666666666666
6,96,20.727558703827157,20.537039430056566,14.222222222222221
6,112,22.861555091772935,23.317674706220256,12.19047619047619
6,128,24.40323484881535,24.258410952552886,10.666666666666666
6,144,25.27396502313959,25.195841164598104,9.481481481481481
6,160,26.955030909971928,26.563027224553853,8.533333333333333
6,176,27.65439646690747,27.9116052399647,7.757575757575758
6,192,27.303776769833483,27.39912904974095,7.111111111111111
6,208,28.017815110949908,27.893353098152986,6.564102564102564
6,224,28.437115260811552,28.449950564442005,6.095238095238095
6,240,28.979739180056136,29.042755576944284,5.688888888888889
6,256,29.143873458172738,29.217799112732013,5.333333333333333
6,272,29.19849352928087,29.436820175323263,5.019607843137255
6,288,28.723939487169826,28.6725124244498,4.7407407407407405
6,304,28.96332883947748,29.538238721997363,4.491228070175438
6,320,28.961887723061647,29.366245033881118,4.266666666666667
6,336,29.454959434688334,29.500341260118958,4.063492063492063
6,352,30.094030547977507,29.253238084355537,3.878787878787879
6,368,29.85937571967476,29.99527171549319,3.710144927536232
6,384,30.453301704952214,29.71632855819346,3.5555555555555554
6,400,30.091173577811663,29.642823493048564,3.4133333333333336
6,416,29.287259025632125,28.982124135046917,3.282051282051282
6,432,29.186706938157762,29.267815250327505,3.1604938271604937
6,448,29.08075621556514,28.66544995928551,3.0476190476190474
6,464,28.847465300395946,28.660044790175647,2.942528735632184
6,480,28.79196391600078,28.747096199358403,2.8444444444444446
6,496,28.826098101636827,29.166390589365825,2.752688172043011
6,512,29.152250201943758,29.518148241629383,2.6666666666666665
8,64,16.211760298187052,16.25706884489073,16.0
8,80,18.578406546933305,18.378820087695168,12.8
8,96,20.670449664254605,20.86815525586428,10.666666666666666
8,112,23.236708620419723,23.111165871545065,9.142857142857142
8,128,24.412676646039596,24.412676646039596,8.0
8,144,25.889005328176474,25.65798989426452,7.111111111111111
8,160,26.782098239145274,26.73472245899266,6.4
8,176,27.894410041578528,28.026965125570285,5.818181818181818
8,192,27.810284641120674,27.586560508712303,5.333333333333333
8,208,28.045798214655214,28.266433041591416,4.923076923076923
8,224,28.734620277150995,28.68842286724445,4.571428571428571
8,240,29.23170798031252,29.161861576767382,4.266666666666667
8,256,29.36592346803583,29.403739092690596,4.0
8,272,29.1194511551014,29.112747181710553,3.764705882352941
8,288,29.01430479007719,29.23118819614939,3.5555555555555554
8,304,29.369519156939926,29.368133377350624,3.3684210526315788
8,320,29.44406053210946,29.324885944975588,3.2
8,336,29.394358017057385,29.600301871063277,3.0476190476190474
8,352,29.72544093435088,29.427403625882587,2.909090909090909
8,368,30.00042538123333,30.05636711678993,2.782608695652174
8,384,29.955630397345256,30.026187019232403,2.6666666666666665
8,400,29.371232179624112,29.24990100663164,2.56
8,416,29.43022573747231,28.9455613427525,2.4615384615384617
8,432,29.219493712138423,29.41270669069303,2.3703703703703702
8,448,28.84252066592942,28.650809501987474,2.2857142857142856
8,464,28.68971800378511,28.691267278278083,2.206896551724138
8,480,29.098179784691762,29.054565277880968,2.1333333333333333
8,496,29.485291091208076,29.464560728930355,2.064516129032258
8,512,29.67221526919177,29.60890189527845,2.0
16,64,16.234435486204458,16.234435486204458,8.0
16,80,18.574002515203524,18.574002515203524,6.4
16,96,20.684450423121863,20.684450423121863,5.333333333333333
16,112,23.49502056033138,23.49502056033138,4.571428571428571
16,128,24.412676646039596,24.412676646039596,4.0
16,144,25.583896015009273,25.583896015009273,3.5555555555555554
16,160,26.820203146712558,26.820203146712558,3.2
16,176,28.00179217397547,28.00179217397547,2.909090909090909
16,192,27.53046304108372,27.53046304108372,2.6666666666666665
16,208,28.23484439575924,28.23484439575924,2.4615384615384617
16,224,28.728045728057705,28.728045728057705,2.2857142857142856
16,240,29.259690526908845,29.259690526908845,2.1333333333333333
16,256,29.304383518486866,29.304383518486866,2.0
16,272,29.112747181710553,29.112747181710553,1.8823529411764706
16,288,29.201035168649312,29.201035168649312,1.7777777777777777
16,304,29.42893671601817,29.42893671601817,1.6842105263157894
16,320,29.13680551477044,29.13680551477044,1.6
16,336,29.33359587586007,29.33359587586007,1.5238095238095237
16,352,29.461571451953944,29.461571451953944,1.4545454545454546
16,368,29.6516979787741,29.6516979787741,1.391304347826087
16,384,29.92126271021826,29.92126271021826,1.3333333333333333
16,400,29.28745439757094,29.28745439757094,1.28
16,416,29.02154716719039,29.02154716719039,1.2307692307692308
16,432,29.569573453844445,29.569573453844445,1.1851851851851851
16,448,28.89860593324683,28.89860593324683,1.1428571428571428
16,464,28.71853404545935,28.71853404545935,1.103448275862069
16,480,29.091906596920854,29.091906596920854,1.0666666666666667
16,496,29.52351009657919,29.52351009657919,1.032258064516129
16,512,29.44884320121199,29.44884320121199,1.0
