Weight Word Length,Activation Word Length,Rank,Quant SVD BLEU (Range-Based),Iterative Quant SVD BLEU (Range-Based),Compression Ratio
4,4,4,1.695626982406536,1.4131173184378074,512.0
4,4,8,1.5770495461041847,1.758623026296894,256.0
4,16,4,1.8118990583260897,1.5654548231853886,512.0
4,16,8,1.8752076754499778,1.9547767870371584,256.0
8,4,4,1.4828056650352475,1.5231423661019114,256.0
8,4,8,1.8590968103092076,1.7298242851949945,128.0
8,16,4,1.6769042042045297,1.659108057478581,256.0
8,16,8,1.9370645914123636,1.9370645914123636,128.0
