Word Length,BLEU Score (Range-Based),BLEU Score (Mean-Based),BLEU Score (Log2-Based),BLEU Score (Loss-Aware),Compression Ratio
2,1.7641454835332213,31.975714198668292,1.8015544865537845,1.377981592744674,16.0
3,30.539210032042234,33.62076523586404,13.765993817793149,38.115500866435006,10.666666666666666
4,36.67860433683593,33.92227986702471,37.53128214374572,39.57835569806224,8.0
5,38.06436483964893,33.84908156302548,38.57736481252388,40.012171412480605,6.4
6,39.92605190748807,34.121352170048134,40.19418431965565,39.66796348093948,5.333333333333333
7,39.76112783143911,33.9702029412871,39.4050990793393,39.43092295161549,4.571428571428571
8,40.01967679709069,34.48418060238493,40.31890655620508,39.646632313295726,4.0
16,39.57460813918234,34.26525842502366,39.46587798209389,39.642506967803826,2.0
