Weight Word Length,Activation Word Length,Rank,Quant SVD BLEU (Range-Based),Iterative Quant SVD BLEU (Range-Based),Compression Ratio
5,6,64,16.32086967504149,16.213194557285814,25.6
5,6,80,22.837068716330077,20.707195977009334,20.48
5,6,96,24.928644402401094,24.357463883124893,17.066666666666666
5,6,112,28.133952495881648,28.739681019723516,14.628571428571428
5,6,128,30.29933130016909,30.21568353548681,12.8
5,6,144,33.48315471224534,32.596478644028004,11.377777777777778
5,6,160,34.5904317738056,35.18123733176115,10.24
5,6,176,36.090230513002226,36.21884486459043,9.309090909090909
5,6,192,38.32321996495036,38.728384938954584,8.533333333333333
5,6,208,37.83447880148515,38.5027004676969,7.876923076923077
5,6,224,38.411375057566495,39.814508675668705,7.314285714285714
5,6,240,37.44169852516814,39.047654360748304,6.826666666666667
5,6,256,39.09341948889992,39.18807013590004,6.4
5,6,272,39.35167280033325,40.52662175064039,6.023529411764706
5,6,288,39.2667181323735,40.12994043459743,5.688888888888889
5,6,304,40.44623015003901,38.86930647417532,5.389473684210526
5,6,320,39.43403770791638,41.17486098867778,5.12
5,6,336,40.158384076503395,41.076074463055825,4.876190476190477
5,6,352,40.5818006519579,41.15663798643553,4.654545454545454
5,6,368,40.86487884612008,41.404519080301796,4.452173913043478
5,6,384,40.664056006841385,40.276051850710935,4.266666666666667
5,6,400,40.1996463429918,40.1459183821268,4.096
5,6,416,40.40250121516828,41.24678796600724,3.9384615384615387
5,6,432,39.85448526607119,39.65483010936096,3.7925925925925927
5,6,448,39.698760435600086,39.81136468527963,3.657142857142857
5,6,464,40.52666929746339,40.03749523679783,3.5310344827586206
5,6,480,39.56620734862983,40.658804164394105,3.4133333333333336
5,6,496,39.13445727343458,39.854997628836855,3.303225806451613
5,6,512,40.19729190955743,39.65015891842495,3.2
5,8,64,17.97945740598901,15.949946208759469,25.6
5,8,80,21.77130303678878,22.89951917339596,20.48
5,8,96,25.826274068636813,25.21481190502036,17.066666666666666
5,8,112,29.53030528970666,28.256487303226862,14.628571428571428
5,8,128,32.37841076770417,32.652284321306965,12.8
5,8,144,34.81328234431725,33.007405883932265,11.377777777777778
5,8,160,37.39861984905032,35.38247338028168,10.24
5,8,176,38.440736924348165,38.05684807683941,9.309090909090909
5,8,192,38.21693807474373,37.80255851148674,8.533333333333333
5,8,208,38.22822722510018,39.1969279724103,7.876923076923077
5,8,224,40.24827427166153,39.09820730244872,7.314285714285714
5,8,240,39.827947547609845,40.275285139610205,6.826666666666667
5,8,256,40.56512356965881,41.082442940467466,6.4
5,8,272,40.46713107723458,41.50679658041277,6.023529411764706
5,8,288,39.8701502665294,40.492118234455425,5.688888888888889
5,8,304,40.08066977722817,40.63458594138403,5.389473684210526
5,8,320,40.28884607566999,40.13295853732795,5.12
5,8,336,40.14209829249724,40.073515466623036,4.876190476190477
5,8,352,40.150438444864314,39.81334884648797,4.654545454545454
5,8,368,40.900671065053665,39.7781610013115,4.452173913043478
5,8,384,40.344302906502385,40.318160228592376,4.266666666666667
5,8,400,39.688133896783604,39.79308995616587,4.096
5,8,416,40.41669182729406,41.742890071125046,3.9384615384615387
5,8,432,39.14926850769799,40.889512419341294,3.7925925925925927
5,8,448,40.25428347064734,40.771444032776536,3.657142857142857
5,8,464,40.38455338566626,41.38725788166999,3.5310344827586206
5,8,480,39.9912151716352,40.93674969568209,3.4133333333333336
5,8,496,40.081025818902496,41.02326256814436,3.303225806451613
5,8,512,39.59422952080817,40.93641371961527,3.2
5,16,64,17.783037281995284,16.331629820391917,25.6
5,16,80,22.62596990275386,23.21817549322321,20.48
5,16,96,25.062709139123857,24.594114855903985,17.066666666666666
5,16,112,29.519256099352386,28.706147284951605,14.628571428571428
5,16,128,32.33508192352937,32.1751571737943,12.8
5,16,144,34.20702333676118,33.128626289482256,11.377777777777778
5,16,160,36.83978150744006,36.23572744814036,10.24
5,16,176,37.892518122523015,38.00236498768776,9.309090909090909
5,16,192,38.37392989640575,37.94990083012146,8.533333333333333
5,16,208,38.02222421257403,38.608689768685075,7.876923076923077
5,16,224,39.57993101085815,39.594397432814986,7.314285714285714
5,16,240,39.98837981883079,39.78658996970389,6.826666666666667
5,16,256,40.35480358471726,40.71282937315771,6.4
5,16,272,40.6404599021813,40.928282949199186,6.023529411764706
5,16,288,39.25154058891226,40.62626371938788,5.688888888888889
5,16,304,39.68474194665377,40.77111121437162,5.389473684210526
5,16,320,40.292058519684986,39.96259023643593,5.12
5,16,336,39.861272810667586,39.333824847973304,4.876190476190477
5,16,352,39.91482494405915,39.27435506098322,4.654545454545454
5,16,368,40.01495227460368,39.82420905752069,4.452173913043478
5,16,384,39.30528139135948,39.52469007234973,4.266666666666667
5,16,400,39.30286959132433,40.62138326928787,4.096
5,16,416,39.889547018100814,40.36446000943316,3.9384615384615387
5,16,432,39.75315335882142,40.87273820576185,3.7925925925925927
5,16,448,39.553187325588894,40.984072868629056,3.657142857142857
5,16,464,39.782295225625774,41.17923822987945,3.5310344827586206
5,16,480,39.95033335689474,40.96166874717694,3.4133333333333336
5,16,496,39.85450593057159,40.856482364291374,3.303225806451613
5,16,512,39.90615197198975,41.16705622342807,3.2
