NZr,NZc,Tr,Tc,Accuracy (%),MSE,Nsteps,Compressed Memory Footprint (byte),Nops,Ncycles,CTC (Ops/byte),CP (GOps/s),AttPerf (GOps/s),Execution Time (s),DSP Usage,Simulated Ncycles,Simulated Execution Time (s)
56,64,2,2,81.56565656565657,0.0055949009968283,13,30576.0,14989,2912,0.4630808205635195,0.7720982142857143,0.7720982142857143,1.9413333333333333e-05,20,2824,1.8826666666666667e-05
56,72,2,2,81.56565656565657,0.0049264149773,16,38656.0,18960,3584,0.46875,0.7935267857142857,0.7935267857142857,2.389333333333333e-05,20,3507,2.338e-05
64,48,2,2,81.81818181818183,0.005542583156939,16,39680.0,19472,4096,0.4695216049382716,0.7130859375,0.7130859375,2.7306666666666664e-05,20,3971,2.6473333333333333e-05
64,56,2,2,82.07070707070707,0.0055858040172411,14,35616.0,17486,3584,0.46744011976047906,0.7318359375,0.7318359375,2.3893333333333337e-05,20,3465,2.31e-05
64,64,2,2,81.81818181818183,0.0059481172657382,11,28688.0,14091,2816,0.4623031496062992,0.7505859375,0.7505859375,1.8773333333333332e-05,20,2702,1.8013333333333333e-05
64,72,2,2,82.32323232323232,0.0050194740344016,15,40080.0,19695,3840,0.4703620557890715,0.7693359375,0.7693359375,2.56e-05,20,3738,2.492e-05
16,48,4,2,81.81818181818183,0.0059723614351728,24,34560.0,16920,1536,0.4654489436619718,1.65234375,1.65234375,1.024e-05,30,1563,1.042e-05
16,56,4,2,82.07070707070707,0.005901323263887,22,33088.0,16214,1408,0.46485091743119267,1.72734375,1.72734375,9.386666666666666e-06,30,1441,9.606666666666667e-06
16,64,4,2,81.56565656565657,0.0057397044349661,22,34496.0,16918,1408,0.4662147266313933,1.80234375,1.80234375,9.386666666666668e-06,30,1449,9.66e-06
16,72,4,2,81.56565656565657,0.0046801581862264,34,55488.0,27234,2448,0.47545391061452513,1.66875,1.66875,1.632e-05,30,2501,1.6673333333333332e-05
20,48,4,2,81.56565656565657,0.0047690473521107,35,59360.0,29155,2800,0.47676282051282054,1.561875,1.561875,1.866666666666667e-05,30,2826,1.884e-05
20,56,4,2,82.07070707070707,0.0047214592702856,32,56320.0,27680,2560,0.4763215859030837,1.621875,1.621875,1.7066666666666667e-05,30,2591,1.7273333333333333e-05
20,64,4,2,81.56565656565657,0.0047289729895823,29,52896.0,26013,2320,0.47566193680514923,1.681875,1.681875,1.5466666666666665e-05,30,2356,1.5706666666666666e-05
20,72,4,2,81.81818181818183,0.0041182149627106,36,67968.0,33444,2880,0.4794151376146789,1.741875,1.741875,1.92e-05,30,2931,1.954e-05
24,48,4,2,82.07070707070707,0.0053964386631379,21,40992.0,20181,2016,0.47169502617801046,1.5015625,1.5015625,1.344e-05,30,2016,1.344e-05
24,56,4,2,81.81818181818183,0.0044720119537583,30,60480.0,29790,2880,0.4783851490236382,1.5515625,1.5515625,1.92e-05,30,2897,1.9313333333333334e-05
24,64,4,2,82.32323232323232,0.0043495648672795,29,60320.0,29725,2784,0.47857096857290055,1.6015625,1.6015625,1.856e-05,30,2808,1.872e-05
24,72,4,2,81.56565656565657,0.004114951477228,30,64320.0,31710,2880,0.47964060987415297,1.6515625,1.6515625,1.92e-05,30,2913,1.942e-05
28,48,4,2,81.81818181818183,0.0058216571475313,15,33120.0,16335,1680,0.46789069660861593,1.4584821428571428,1.4584821428571428,1.12e-05,30,1662,1.108e-05
28,56,4,2,81.56565656565657,0.0057279840613159,14,31808.0,15694,1568,0.46708333333333335,1.5013392857142858,1.5013392857142858,1.0453333333333332e-05,30,1557,1.038e-05
28,64,4,2,82.32323232323232,0.0053593409585705,15,35040.0,17295,1680,0.4695645091225022,1.5441964285714287,1.5441964285714287,1.12e-05,30,1678,1.1186666666666667e-05
28,72,4,2,81.81818181818183,0.0051721658778475,15,36000.0,17775,1680,0.47033763759525826,1.5870535714285714,1.5870535714285714,1.12e-05,30,1686,1.124e-05
32,48,4,2,81.81818181818183,0.005542583156939,16,39424.0,19472,2048,0.47243788819875776,1.426171875,1.426171875,1.3653333333333332e-05,30,2019,1.346e-05
32,56,4,2,82.07070707070707,0.0055858040172411,14,35392.0,17486,1792,0.47025602409638556,1.463671875,1.463671875,1.1946666666666669e-05,30,1769,1.1793333333333333e-05
32,64,4,2,81.81818181818183,0.0059481172657382,11,28512.0,14091,1408,0.46498812038014786,1.501171875,1.501171875,9.386666666666666e-06,30,1390,9.266666666666667e-06
32,72,4,2,82.32323232323232,0.0050194740344016,15,39840.0,19695,1920,0.47307359723289777,1.538671875,1.538671875,1.28e-05,30,1914,1.276e-05
8,64,8,2,81.81818181818183,0.0055392912379485,27,42120.0,20763,1728,0.47283202769174715,1.80234375,1.80234375,1.152e-05,50,1766,1.1773333333333333e-05
8,72,8,2,81.56565656565657,0.0057387229763381,23,37352.0,18423,1656,0.4706468424279583,1.66875,1.66875,1.104e-05,50,1690,1.1266666666666667e-05
10,48,8,2,81.56565656565657,0.0048926290944289,37,62456.0,30821,1776,0.47971921304943344,2.603125,2.603125,1.184e-05,50,1826,1.2173333333333333e-05
10,56,8,2,82.07070707070707,0.0052004263766118,28,49056.0,24220,1568,0.4763215859030837,2.3169642857142856,2.3169642857142856,1.0453333333333334e-05,50,1609,1.0726666666666667e-05
10,64,8,2,82.07070707070707,0.0053478829575954,24,43584.0,21528,1536,0.4744358251057828,2.10234375,2.10234375,1.024e-05,50,1573,1.0486666666666667e-05
10,72,8,2,81.81818181818183,0.0050880606773867,25,47000.0,23225,1800,0.4760001639613051,1.9354166666666668,1.9354166666666668,1.2e-05,50,1838,1.2253333333333333e-05
12,48,8,2,81.56565656565657,0.0047242212471209,32,62208.0,30752,1536,0.4805,3.003125,3.003125,1.024e-05,50,1583,1.0553333333333333e-05
12,56,8,2,82.32323232323232,0.0048615789526413,27,54216.0,26811,1512,0.47869947150407083,2.6598214285714286,2.6598214285714286,1.008e-05,50,1554,1.036e-05
12,64,8,2,81.56565656565657,0.0048449658564428,25,51800.0,25625,1600,0.47814972383937904,2.40234375,2.40234375,1.0666666666666666e-05,50,1640,1.0933333333333333e-05
12,72,8,2,82.57575757575758,0.0047503677633188,24,51264.0,25368,1728,0.4781363088057901,2.2020833333333334,2.2020833333333334,1.152e-05,50,1767,1.178e-05
14,48,8,2,82.32323232323232,0.004905299488732,24,52800.0,26136,1344,0.4787514654161782,2.9169642857142857,2.9169642857142857,8.96e-06,50,1377,9.18e-06
14,56,8,2,81.56565656565657,0.0052990011779242,18,40752.0,20178,1008,0.47428544565626174,3.0026785714285715,3.0026785714285715,6.72e-06,50,1043,6.953333333333333e-06
14,64,8,2,81.81818181818183,0.0047744505450581,21,48888.0,24213,1344,0.47776243093922655,2.70234375,2.70234375,8.96e-06,50,1382,9.213333333333334e-06
14,72,8,2,81.81818181818183,0.0044123602968168,23,55016.0,27255,1656,0.47977397549640893,2.46875,2.46875,1.104e-05,50,1696,1.1306666666666666e-05
16,48,8,2,81.81818181818183,0.005542583156939,16,39296.0,19472,1024,0.47390965732087226,2.85234375,2.85234375,6.826666666666666e-06,50,1043,6.953333333333333e-06
16,56,8,2,82.07070707070707,0.0055858040172411,14,35280.0,17486,896,0.4716767371601209,2.92734375,2.92734375,5.973333333333334e-06,50,921,6.14e-06
16,64,8,2,81.81818181818183,0.0059481172657382,11,28424.0,14091,704,0.4663423351866561,3.00234375,3.00234375,4.693333333333333e-06,50,734,4.893333333333334e-06
16,72,8,2,82.32323232323232,0.0050194740344016,15,39720.0,19695,1080,0.47444112545769895,2.7354166666666666,2.7354166666666666,7.2e-06,50,1114,7.426666666666667e-06
4,48,16,2,81.56565656565657,0.0054985594785616,37,52836.0,26085,1776,0.47750237973200554,2.203125,2.203125,1.184e-05,90,1820,1.2133333333333333e-05
4,56,16,2,81.56565656565657,0.0053478537557602,35,52220.0,25795,1960,0.47757905650596166,1.9741071428571428,1.9741071428571428,1.3066666666666666e-05,90,2002,1.3346666666666667e-05
4,64,16,2,81.81818181818183,0.0049783528351534,38,59128.0,29222,2432,0.47967826657912016,1.80234375,1.80234375,1.6213333333333333e-05,90,2477,1.6513333333333333e-05
4,72,16,2,81.81818181818183,0.0047749128854684,40,64800.0,32040,2880,0.48113887554060547,1.66875,1.66875,1.92e-05,90,2927,1.9513333333333332e-05
5,48,16,2,82.07070707070707,0.0058468902169308,25,42100.0,20825,1200,0.47446003827576777,2.603125,2.603125,8e-06,90,1233,8.22e-06
5,56,16,2,81.56565656565657,0.0049622630703604,34,59432.0,29410,1904,0.4803671762707435,2.3169642857142856,2.3169642857142856,1.2693333333333334e-05,90,1946,1.2973333333333333e-05
5,64,16,2,81.56565656565657,0.0049648338561772,31,56172.0,27807,1984,0.4797287971844593,2.10234375,2.10234375,1.3226666666666667e-05,90,2023,1.3486666666666667e-05
5,72,16,2,81.81818181818183,0.004281574629675,40,75040.0,37160,2880,0.48365264473136194,1.9354166666666668,1.9354166666666668,1.92e-05,90,2928,1.952e-05
6,48,16,2,82.57575757575758,0.0049929077458443,31,60140.0,29791,1488,0.4810275786346315,3.003125,3.003125,9.92e-06,90,1528,1.0186666666666667e-05
6,56,16,2,82.32323232323232,0.00485273636819,30,60120.0,29790,1680,0.4811668174182711,2.6598214285714286,2.6598214285714286,1.12e-05,90,1719,1.146e-05
6,64,16,2,81.56565656565657,0.004437590284017,33,68244.0,33825,2112,0.48296590324975724,2.40234375,2.40234375,1.408e-05,90,2154,1.436e-05
6,72,16,2,81.56565656565657,0.0042802093657551,33,70356.0,34881,2376,0.4834645451017353,2.2020833333333334,2.2020833333333334,1.584e-05,90,2418,1.612e-05
7,48,16,2,81.56565656565657,0.0048902461197162,26,57096.0,28314,1248,0.48081103110990353,3.403125,3.403125,8.32e-06,90,1284,8.56e-06
7,56,16,2,81.56565656565657,0.0049154714752669,23,51980.0,25783,1288,0.4794874655954772,3.0026785714285715,3.0026785714285715,8.586666666666667e-06,90,1321,8.806666666666666e-06
7,64,16,2,82.57575757575758,0.0046447906322014,24,55776.0,27672,1536,0.48068371317398556,2.70234375,2.70234375,1.024e-05,90,1570,1.0466666666666666e-05
7,72,16,2,81.56565656565657,0.0038066422955469,34,81192.0,40290,2448,0.4855152800539863,2.46875,2.46875,1.632e-05,90,2492,1.6613333333333332e-05
8,48,16,2,81.81818181818183,0.005542583156939,16,39232.0,19472,768,0.4746489859594384,3.803125,3.803125,5.12e-06,90,795,5.3e-06
8,56,16,2,82.07070707070707,0.0055858040172411,14,35224.0,17486,784,0.47239031770045387,3.345535714285714,3.345535714285714,5.226666666666667e-06,90,809,5.393333333333333e-06
8,64,16,2,81.81818181818183,0.0059481172657382,11,28380.0,14091,704,0.46702240487869545,3.00234375,3.00234375,4.693333333333333e-06,90,726,4.84e-06
8,72,16,2,82.32323232323232,0.0050194740344016,15,39660.0,19695,1080,0.47512785872816754,2.7354166666666666,2.7354166666666666,7.2e-06,90,1106,7.373333333333334e-06
2,48,32,2,81.56565656565657,0.0059423812227477,31,44206.0,21855,1488,0.47512935345015,2.203125,2.203125,9.92e-06,170,1524,1.016e-05
2,56,32,2,81.56565656565657,0.0058031401646995,29,43210.0,21373,1624,0.4749344473578952,1.9741071428571428,1.9741071428571428,1.0826666666666666e-05,170,1658,1.1053333333333333e-05
2,64,32,2,82.82828282828282,0.0051240783420683,37,57498.0,28453,2368,0.4798954292460786,1.80234375,1.80234375,1.578666666666667e-05,170,2410,1.6066666666666666e-05
3,48,32,2,81.81818181818183,0.0041823166558823,48,93024.0,46128,2304,0.48650016874789065,3.003125,3.003125,1.536e-05,170,2358,1.572e-05
3,56,32,2,81.56565656565657,0.0045624870280821,36,72072.0,35748,2016,0.4839705404527239,2.6598214285714286,2.6598214285714286,1.344e-05,170,2058,1.372e-05
3,64,32,2,81.56565656565657,0.0051980830393212,24,49584.0,24600,1536,0.4788227966365618,2.40234375,2.40234375,1.024e-05,170,1566,1.044e-05
3,72,32,2,81.56565656565657,0.0051214742788481,23,48990.0,24311,1656,0.47873262179512427,2.2020833333333334,2.2020833333333334,1.104e-05,170,1685,1.1233333333333333e-05
4,48,32,2,81.81818181818183,0.005542583156939,16,39200.0,19472,768,0.47501951600312253,3.803125,3.803125,5.12e-06,170,791,5.273333333333333e-06
4,56,32,2,82.07070707070707,0.0055858040172411,14,35196.0,17486,784,0.47274791824375473,3.345535714285714,3.345535714285714,5.226666666666667e-06,170,805,5.366666666666666e-06
4,64,32,2,81.81818181818183,0.0059481172657382,11,28358.0,14091,704,0.467363184079602,3.00234375,3.00234375,4.693333333333333e-06,170,722,4.8133333333333336e-06
4,72,32,2,82.32323232323232,0.0050194740344016,15,39630.0,19695,1080,0.47547197141615566,2.7354166666666666,2.7354166666666666,7.2e-06,170,1102,7.346666666666667e-06
32,80,2,2,82.32323232323232,0.0047010296154813,26,44512.0,21658,3328,0.46773496890117483,0.976171875,0.976171875,2.218666666666667e-05,20,3341,2.2273333333333332e-05
32,88,2,2,81.56565656565657,0.0046277414088073,26,46176.0,22490,3328,0.4688542361574383,1.013671875,1.013671875,2.218666666666667e-05,20,3349,2.2326666666666667e-05
32,96,2,2,82.07070707070707,0.0046879161415857,25,46000.0,22425,3200,0.4692207900903917,1.051171875,1.051171875,2.133333333333333e-05,20,3228,2.152e-05
32,12,2,8,82.07070707070707,0.0049186111611328,45,65115.0,31725,5760,0.47416563289341923,0.826171875,0.826171875,3.84e-05,50,5726,3.8173333333333336e-05
40,80,2,2,81.56565656565657,0.0052774034054676,16,31488.0,15376,2560,0.4620192307692308,0.9009375,0.9009375,1.7066666666666667e-05,20,2539,1.6926666666666665e-05
40,88,2,2,81.56565656565657,0.0050821423553366,17,34544.0,16881,2720,0.46458058124174373,0.9309375,0.9309375,1.813333333333333e-05,20,2708,1.8053333333333332e-05
40,96,2,2,81.56565656565657,0.0042174607017764,26,54496.0,26650,4160,0.4734579306424105,0.9609375,0.9609375,2.773333333333333e-05,20,4165,2.7766666666666666e-05
40,12,2,8,81.56565656565657,0.0051020288454001,33,56199.0,27489,5280,0.4740218309737718,0.7809375,0.7809375,3.52e-05,50,5210,3.4733333333333335e-05
48,80,2,2,81.56565656565657,0.0048456263938007,17,37808.0,18513,3264,0.4675,0.85078125,0.85078125,2.176e-05,20,3220,2.1466666666666666e-05
48,88,2,2,81.56565656565657,0.004654571337193,18,41184.0,20178,3456,0.469517870439315,0.87578125,0.87578125,2.304e-05,20,3421,2.2806666666666666e-05
48,96,2,2,82.07070707070707,0.0045188716481885,19,44688.0,21907,3648,0.4713209982788296,0.90078125,0.90078125,2.432e-05,20,3622,2.4146666666666667e-05
48,12,2,8,81.56565656565657,0.0050861174290601,29,56811.0,27869,5568,0.4755558589150726,0.75078125,0.75078125,3.712e-05,50,5470,3.646666666666667e-05
56,80,2,2,82.57575757575758,0.004806085338435,16,39680.0,19472,3584,0.4695216049382716,0.8149553571428572,0.8149553571428572,2.389333333333333e-05,20,3515,2.3433333333333335e-05
56,88,2,2,82.32323232323232,0.0050365015361015,14,35616.0,17486,3136,0.46744011976047906,0.8363839285714285,0.8363839285714285,2.0906666666666668e-05,20,3073,2.0486666666666668e-05
56,96,2,2,82.32323232323232,0.0050111594159549,14,36512.0,17934,3136,0.4682017543859649,0.8578125,0.8578125,2.0906666666666668e-05,20,3081,2.054e-05
56,12,2,8,82.57575757575758,0.0046815196476576,32,70880.0,34848,7168,0.4795244385733157,0.7292410714285714,0.7292410714285714,4.778666666666666e-05,50,7049,4.6993333333333336e-05
64,80,2,2,82.57575757575758,0.0048985807374301,15,41040.0,20175,3840,0.47102633545013073,0.7880859375,0.7880859375,2.56e-05,20,3746,2.4973333333333334e-05
64,88,2,2,82.07070707070707,0.004982880185141,14,39200.0,19278,3584,0.4702868852459016,0.8068359375,0.8068359375,2.389333333333333e-05,20,3497,2.3313333333333333e-05
64,96,2,2,82.07070707070707,0.0049566867847451,14,40096.0,19726,3584,0.47092245989304815,0.8255859375,0.8255859375,2.3893333333333337e-05,20,3505,2.3366666666666668e-05
64,12,2,8,81.81818181818183,0.0054662365805752,22,54362.0,26774,5632,0.47679595398368774,0.7130859375,0.7130859375,3.7546666666666664e-05,50,5479,3.6526666666666664e-05
16,88,4,2,81.81818181818183,0.0052237024229641,24,42240.0,20760,2112,0.4714752906976744,1.4744318181818183,1.4744318181818183,1.4079999999999999e-05,30,2155,1.4366666666666667e-05
16,96,4,2,81.56565656565657,0.0046593913127939,31,56544.0,27807,2976,0.4766696379594076,1.4015625,1.4015625,1.984e-05,30,3026,2.0173333333333332e-05
16,12,4,8,81.56565656565657,0.0058255897233536,35,50085.0,24675,2240,0.4756443125084334,1.65234375,1.65234375,1.4933333333333333e-05,60,2244,1.496e-05
20,80,4,2,81.81818181818183,0.0039931352145953,36,70272.0,34596,2880,0.48007326820603907,1.801875,1.801875,1.92e-05,30,2939,1.9593333333333334e-05
20,88,4,2,81.81818181818183,0.0044439735972597,28,56448.0,27804,2464,0.4774038461538462,1.6926136363636362,1.6926136363636362,1.6426666666666666e-05,30,2515,1.6766666666666667e-05
20,96,4,2,81.81818181818183,0.0042129645427047,31,64480.0,31775,2976,0.47946342346692417,1.6015625,1.6015625,1.984e-05,30,3030,2.02e-05
20,12,4,8,81.56565656565657,0.0054751693911526,33,55671.0,27489,2640,0.47837739066877816,1.561875,1.561875,1.76e-05,60,2630,1.7533333333333334e-05
24,80,4,2,81.56565656565657,0.004350462576395,25,55200.0,27225,2400,0.4776986243683324,1.7015625,1.7015625,1.6e-05,30,2436,1.624e-05
24,88,4,2,81.56565656565657,0.0045198449793765,22,49984.0,24662,2112,0.4763210754017305,1.7515625,1.7515625,1.408e-05,30,2153,1.4353333333333334e-05
24,96,4,2,82.07070707070707,0.0039565601161354,29,67744.0,33437,2784,0.48085883571099863,1.8015625,1.8015625,1.856e-05,30,2840,1.8933333333333334e-05
24,12,4,8,81.56565656565657,0.0050713754866695,33,64119.0,31713,3168,0.48114882189619335,1.5015625,1.5015625,2.112e-05,60,3146,2.0973333333333335e-05
28,80,4,2,82.82828282828282,0.0050529343466957,15,36960.0,18255,1680,0.471072460776218,1.6299107142857143,1.6299107142857143,1.12e-05,30,1694,1.1293333333333332e-05
28,88,4,2,82.82828282828282,0.004979596142928,15,37920.0,18735,1680,0.47177175664786464,1.672767857142857,1.672767857142857,1.12e-05,30,1702,1.1346666666666666e-05
28,96,4,2,81.56565656565657,0.005110592376809,14,36288.0,17934,1568,0.47095588235294117,1.715625,1.715625,1.0453333333333334e-05,30,1597,1.0646666666666668e-05
28,12,4,8,81.56565656565657,0.0057464186756658,21,46179.0,22869,2352,0.4767255216693419,1.4584821428571428,1.4584821428571428,1.568e-05,60,2306,1.5373333333333334e-05
32,80,4,2,82.57575757575758,0.0048985807374301,15,40800.0,20175,1920,0.4736805033809166,1.576171875,1.576171875,1.28e-05,30,1922,1.2813333333333333e-05
32,88,4,2,82.07070707070707,0.004982880185141,14,38976.0,19278,1792,0.4728708791208791,1.613671875,1.613671875,1.1946666666666665e-05,30,1801,1.2006666666666666e-05
32,96,4,2,82.07070707070707,0.0049566867847451,14,39872.0,19726,1792,0.4734543010752688,1.651171875,1.651171875,1.1946666666666669e-05,30,1809,1.206e-05
32,12,4,8,81.81818181818183,0.0054662365805752,22,54010.0,26774,2816,0.47980359126913014,1.426171875,1.426171875,1.8773333333333332e-05,60,2759,1.8393333333333332e-05
8,80,8,2,82.32323232323232,0.0053606381592467,26,43888.0,21658,2080,0.47412434325744307,1.561875,1.561875,1.3866666666666667e-05,50,2117,1.4113333333333333e-05
8,88,8,2,82.07070707070707,0.0054698624188794,24,42048.0,20760,2112,0.47354014598540145,1.4744318181818183,1.4744318181818183,1.4079999999999999e-05,50,2147,1.4313333333333334e-05
8,96,8,2,81.56565656565657,0.005048192827066,29,52664.0,26013,2784,0.47768840899074483,1.4015625,1.4015625,1.856e-05,50,2824,1.8826666666666667e-05
