NZr,NZc,Tr,Tc,Accuracy (%),MSE,Nsteps,Compressed Memory Footprint (byte),Nops,Ncycles,CTC (Ops/byte),CP (GOps/s),AttPerf (GOps/s),Execution Time (s)
32,12,2,16,82.07070707070707,0.004687916141585772,25,45737.5,25497,3200,0.5364457863011393,3.187125,3.187125,8e-06
32,3,2,32,81.81818181818183,0.005771033507681048,32,46232.0,25632,4096,0.5337331334332833,2.503125,2.503125,1.024e-05
32,4,2,32,81.56565656565657,0.00437120499941818,48,75492.0,39984,6144,0.5173645256456705,2.603125,2.603125,1.536e-05
32,5,2,32,82.07070707070707,0.00546918144875301,22,37416.5,21398,2816,0.5457490085058087,3.0394886363636364,3.0394886363636364,7.04e-06
40,12,2,16,81.56565656565657,0.004217460701776428,26,54223.0,29722,4160,0.5306078728911898,2.857884615384615,2.857884615384615,1.0400000000000002e-05
40,3,2,32,82.07070707070707,0.0054313515846521184,32,54424.0,29728,5120,0.5288174185285328,2.3225,2.3225,1.2800000000000001e-05
40,4,2,32,82.32323232323232,0.004219203491869235,43,78636.25,41643,6880,0.5177658347657695,2.4211046511627905,2.4211046511627905,1.72e-05
40,5,2,32,81.81818181818183,0.005371618531394549,19,37178.25,21331,3040,0.5473662601599938,2.8067105263157894,2.8067105263157894,7.6e-06
48,12,2,16,82.07070707070707,0.004518871648188565,19,44488.5,24979,3648,0.5397305560657296,2.7389254385964907,2.7389254385964907,9.120000000000002e-06
48,3,2,32,81.56565656565657,0.004721548583587017,39,76313.25,40551,7488,0.5191840497277712,2.1661858974358976,2.1661858974358976,1.872e-05
48,4,2,32,81.56565656565657,0.004806396377603945,28,58373.0,31772,5376,0.5280811102800632,2.3639880952380956,2.3639880952380956,1.3439999999999998e-05
48,5,2,32,82.07070707070707,0.005567296740139373,15,33191.25,19407,2880,0.55475120236113,2.6954166666666666,2.6954166666666666,7.2e-06
56,12,2,16,82.32323232323232,0.005011159415954961,14,36365.0,21006,3136,0.5505149775925781,2.6793367346938775,2.6793367346938775,7.84e-06
56,3,2,32,82.07070707070707,0.004982506724822563,31,68595.25,36831,6944,0.5232623806158075,2.1216013824884796,2.1216013824884796,1.7359999999999996e-05
56,4,2,32,81.81818181818183,0.005797779487330151,16,37452.0,21520,3584,0.5483640811334217,2.4017857142857144,2.4017857142857144,8.96e-06
56,5,2,32,82.32323232323232,0.0054131720417761224,15,37031.25,21327,3360,0.5493357717347208,2.5389285714285714,2.5389285714285714,8.4e-06
64,12,2,16,82.07070707070707,0.0049566867847451335,14,39949.0,22798,3584,0.5461776191274765,2.5444196428571426,2.5444196428571426,8.96e-06
64,3,2,32,81.81818181818183,0.005284447894899245,27,66656.25,35931,6912,0.5249367222682829,2.079340277777778,2.079340277777778,1.728e-05
64,4,2,32,81.56565656565657,0.005157921239031769,21,54531.75,29973,5376,0.5321556181894849,2.2301339285714286,2.2301339285714286,1.344e-05
64,5,2,32,81.81818181818183,0.005528241284793205,14,38146.5,21902,3584,0.5483931544750054,2.4444196428571425,2.4444196428571425,8.960000000000002e-06
16,12,4,16,81.56565656565657,0.0046593913127939484,31,56218.5,30879,1984,0.5323001870351057,6.225604838709678,5.3230018703510575,5.801049999999999e-06
