NZr,NZc,Tr,Tc,Accuracy (%),MSE,Nsteps,Compressed Memory Footprint (byte),Nops,Ncycles,CTC (Ops/byte),CP (GOps/s),AttPerf (GOps/s),Execution Time (s),DSP Usage,Simulated Ncycles,Simulated Execution Time (s)
24,56,4,2,82.07070707070707,0.0059864212498374,11,37488.0,18348,616,0.4671079429735234,4.467857142857143,4.467857142857143,4.106666666666666e-06,120,654,4.36e-06
24,64,4,2,82.82828282828282,0.0057823904210942,11,40304.0,19756,704,0.4693082478145192,4.209375,4.209375,4.693333333333334e-06,120,742,4.946666666666667e-06
24,72,4,2,82.57575757575758,0.0058634667792622,10,39200.0,19240,720,0.46935987509758004,4.008333333333333,4.008333333333333,4.800000000000001e-06,120,757,5.046666666666667e-06
28,48,4,2,82.32323232323232,0.0059754742946605,11,37488.0,18348,528,0.4671079429735234,5.2125,4.671079429735235,3.9279999999999995e-06,120,570,3.8e-06
28,56,4,2,81.56565656565657,0.0059250408702693,10,36640.0,17960,560,0.4673189009159034,4.810714285714285,4.673189009159034,3.8432e-06,120,601,4.006666666666667e-06
28,64,4,2,82.57575757575758,0.0057261296408375,10,39200.0,19240,640,0.46935987509758004,4.509375,4.509375,4.266666666666666e-06,120,681,4.54e-06
28,72,4,2,81.81818181818183,0.0058394000118473,9,37584.0,18468,648,0.4690166598943519,4.275,4.275,4.32e-06,120,688,4.586666666666667e-06
32,48,4,2,82.82828282828282,0.0058251499922284,11,40304.0,19756,528,0.4693082478145192,5.6125,4.693082478145191,4.2096e-06,120,574,3.826666666666667e-06
32,56,4,2,81.56565656565657,0.0057725638097063,10,39200.0,19240,560,0.46935987509758004,5.1535714285714285,4.6935987509758,4.0992e-06,120,605,4.033333333333333e-06
32,64,4,2,82.07070707070707,0.0055714124805716,10,41760.0,20520,640,0.47116091109478325,4.809375,4.711609110947832,4.355199999999999e-06,120,685,4.5666666666666664e-06
32,72,4,2,82.82828282828282,0.0051696811818995,11,48752.0,23980,792,0.4744381133270022,4.541666666666667,4.541666666666667,5.28e-06,120,838,5.586666666666667e-06
8,48,8,2,81.81818181818183,0.0059188522967602,21,55272.0,26964,1008,0.47252208047105004,4.0125,4.0125,6.72e-06,200,1040,6.933333333333334e-06
8,56,8,2,81.81818181818183,0.0056223143680655,21,60648.0,29652,1176,0.4748878923766816,3.7821428571428575,3.7821428571428575,7.84e-06,200,1208,8.053333333333333e-06
8,64,8,2,82.57575757575758,0.005795787516628,18,56592.0,27720,1152,0.47478761304466977,3.609375,3.609375,7.68e-06,200,1181,7.873333333333333e-06
8,72,8,2,82.07070707070707,0.0056324337727542,18,61200.0,30024,1296,0.4766319532639065,3.475,3.475,8.64e-06,200,1325,8.833333333333334e-06
10,48,8,2,82.32323232323232,0.0053418706039668,22,63536.0,31064,1056,0.47550820475140826,4.4125,4.4125,7.040000000000001e-06,200,1091,7.273333333333334e-06
10,56,8,2,81.81818181818183,0.0059456293424653,15,47160.0,23100,840,0.4718908318352672,4.125,4.125,5.6e-06,200,868,5.786666666666667e-06
10,64,8,2,82.32323232323232,0.0058929851268257,14,47600.0,23352,896,0.47278911564625853,3.909375,3.909375,5.973333333333334e-06,200,923,6.1533333333333334e-06
10,72,8,2,82.57575757575758,0.0059356830661225,13,47528.0,23348,936,0.47339821573398216,3.7416666666666667,3.7416666666666667,6.24e-06,200,962,6.4133333333333335e-06
12,48,8,2,81.56565656565657,0.005788696690229,15,47160.0,23100,720,0.4718908318352672,4.8125,4.718908318352672,4.8952e-06,200,750,5e-06
12,56,8,2,81.81818181818183,0.0056584744442435,14,47600.0,23352,784,0.47278911564625853,4.467857142857143,4.467857142857143,5.226666666666666e-06,200,813,5.42e-06
12,64,8,2,81.56565656565657,0.0058082340970436,12,43872.0,21552,768,0.47196916608269096,4.209375,4.209375,5.12e-06,200,795,5.3e-06
12,72,8,2,81.81818181818183,0.0056609860839907,12,46944.0,23088,864,0.4737360472751149,4.008333333333333,4.008333333333333,5.760000000000001e-06,200,891,5.94e-06
14,48,8,2,81.56565656565657,0.0057172520252695,13,44200.0,21684,624,0.4714732997042964,5.2125,4.714732997042964,4.5992e-06,200,654,4.36e-06
14,56,8,2,82.82828282828282,0.0058217243616074,11,40216.0,19756,616,0.47029137307179586,4.810714285714285,4.702913730717959,4.2008000000000005e-06,200,644,4.2933333333333334e-06
14,64,8,2,82.32323232323232,0.0058480882960362,10,39120.0,19240,640,0.4702776691435276,4.509375,4.509375,4.266666666666666e-06,200,667,4.446666666666667e-06
14,72,8,2,81.56565656565657,0.0057022716666372,10,41680.0,20520,720,0.47202797202797203,4.275,4.275,4.8e-06,200,747,4.98e-06
