NZr,NZc,Tr,Tc,Accuracy (%),MSE,Nsteps,Compressed Memory Footprint (byte),Nops,Ncycles,CTC (Ops/byte),CP (GOps/s),AttPerf (GOps/s),Execution Time (s),DSP Usage,Simulated Ncycles,Simulated Execution Time (s)
28,16,4,8,81.56565656565657,0.0058528332762663,17,40886.0,32708,476,0.7663901776090726,10.307142857142857,7.663901776090726,4.2678e-06,240,514,3.4266666666666668e-06
28,18,4,8,82.07070707070707,0.0056987503457371,17,42543.0,34884,476,0.7868275628735761,10.992857142857144,7.868275628735761,4.433500000000001e-06,240,516,3.44e-06
28,20,4,8,81.81818181818183,0.0057255452225567,16,39676.0,34880,448,0.8411305102729816,11.678571428571429,8.411305102729816,4.1468e-06,240,489,3.26e-06
32,14,4,8,81.56565656565657,0.0059622365958035,19,43819.0,36556,608,0.8014733288022626,9.01875,8.014733288022626,4.5611e-06,240,646,4.306666666666666e-06
32,16,4,8,82.57575757575758,0.0056978324557212,18,44621.0,36936,576,0.7958115183246073,9.61875,7.958115183246073,4.6413e-06,240,615,4.1e-06
32,18,4,8,82.32323232323232,0.0055178412361973,17,46262.0,37060,544,0.7712157156532234,10.21875,7.712157156532235,4.8054e-06,240,584,3.893333333333333e-06
32,20,4,8,81.81818181818183,0.0055071048933459,16,43139.0,36928,512,0.821882441966571,10.81875,8.21882441966571,4.493099999999999e-06,240,553,3.686666666666667e-06
32,22,2,8,81.81818181818183,0.0042202262075166,31,85944.0,59644,992,0.6798121637640193,9.01875,6.798121637640193,8.7736e-06,200,1050,7e-06
32,24,2,8,81.56565656565657,0.0040773147676903,31,90541.0,63612,992,0.6889411153108856,9.61875,6.889411153108856,9.233299999999998e-06,200,1052,7.013333333333334e-06
40,22,2,8,81.56565656565657,0.0053257945358491,19,46879.0,38988,760,0.801051961126749,7.695,7.695,5.066666666666666e-06,200,806,5.373333333333333e-06
40,24,2,8,81.81818181818183,0.0051188600458315,19,51957.0,41420,760,0.7706189882602467,8.175,7.706189882602467,5.374900000000001e-06,200,808,5.386666666666667e-06
48,22,2,8,82.57575757575758,0.0052872884415066,17,46430.0,37060,816,0.7685288872298951,6.8125,6.8125,5.44e-06,200,860,5.733333333333333e-06
48,24,2,8,81.56565656565657,0.0051577632982545,17,49118.0,39236,816,0.7706933804753486,7.2125,7.2125,5.44e-06,200,862,5.746666666666667e-06
56,22,2,8,81.81818181818183,0.0050337085899543,17,50281.0,39236,952,0.7534806905690089,6.182142857142857,6.182142857142857,6.346666666666667e-06,200,996,6.64e-06
