NZr,NZc,Tr,Tc,Accuracy (%),MSE,Nsteps,Compressed Memory Footprint (byte),Nops,Ncycles,CTC (Ops/byte),CP (GOps/s),AttPerf (GOps/s),Execution Time (s)
32,8,2,16,79.54545454545455,0.0055181352560861605,66,52371.0,104712,2112,1.9332754832634824,19.83181818181818,19.332754832634823,5.4163e-06
32,9,2,16,80.55555555555556,0.005258973095955367,66,56595.0,113160,2112,1.9381026598386628,21.43181818181818,19.38102659838663,5.838699999999999e-06
32,10,2,16,80.8080808080808,0.004931304335984257,66,60819.0,121608,2112,1.9422785133602722,23.03181818181818,19.422785133602723,6.261099999999999e-06
32,11,2,16,80.05050505050505,0.004672329949232322,66,65043.0,130056,2112,1.9459265354978679,24.63181818181818,19.45926535497868,6.6835e-06
40,8,2,16,81.06060606060606,0.005150961167331261,66,56595.0,113160,2640,1.9381026598386628,17.145454545454548,17.145454545454548,6.5999999999999995e-06
40,9,2,16,81.81818181818183,0.005826300352412433,42,38703.0,78504,1680,1.9386097049018398,18.691428571428574,18.691428571428574,4.199999999999999e-06
40,10,2,16,81.56565656565657,0.005105963298592959,52,51246.0,103120,2080,1.9442663750518496,19.83076923076923,19.442663750518495,5.3038e-06
40,11,2,16,81.56565656565657,0.004641782436270239,58,60871.0,122088,2320,1.9483267638000095,21.049655172413793,19.483267638000093,6.266300000000001e-06
48,8,2,16,82.32323232323232,0.00517511308507159,59,54368.5,109036,2832,1.9415069310280357,15.400564971751413,15.400564971751413,7.08e-06
48,9,2,16,82.07070707070707,0.005347113199422383,48,47304.0,95424,2304,1.9436206615610232,16.566666666666663,16.566666666666663,5.760000000000001e-06
48,10,2,16,81.56565656565657,0.00513993601843271,46,48277.0,97464,2208,1.9465937006930436,17.656521739130437,17.656521739130437,5.519999999999999e-06
48,11,2,16,81.56565656565657,0.004695966277340313,51,56788.5,114252,2448,1.9503418373008083,18.66862745098039,18.66862745098039,6.12e-06
56,8,2,16,81.56565656565657,0.005688157888424482,42,41391.0,83880,2352,1.9424310492554941,14.26530612244898,14.26530612244898,5.88e-06
56,9,2,16,81.81818181818183,0.0052857992454413355,45,47227.5,95412,2520,1.9464090820999806,15.144761904761905,15.144761904761905,6.3e-06
