NZr,NZc,Tr,Tc,Accuracy (%),MSE,Nsteps,Compressed Memory Footprint (byte),Nops,Ncycles,CTC (Ops/byte),CP (GOps/s),AttPerf (GOps/s),Execution Time (s)
32,14,2,8,81.56565656565657,0.00544211662149013,29,43819.0,24445,3712,0.5359452763587731,2.6341594827586206,2.6341594827586206,9.28e-06
32,16,2,8,81.56565656565657,0.005271206665797508,28,44100.0,24604,3584,0.5361283012289724,2.7459821428571427,2.7459821428571427,8.96e-06
32,18,2,8,82.07070707070707,0.004905989986705835,30,49170.0,27102,3840,0.5318080138142145,2.823125,2.823125,9.6e-06
32,20,2,8,82.32323232323232,0.00473497923066398,29,49387.0,27229,3712,0.5320346235760761,2.9341594827586204,2.9341594827586204,9.280000000000003e-06
40,14,2,8,81.56565656565657,0.004999538594185621,30,53010.0,29022,4800,0.5295792124375023,2.4185,2.4185,1.2e-05
40,16,2,8,81.56565656565657,0.003986125018804473,44,80564.0,42540,7040,0.5165379571615911,2.4170454545454545,2.4170454545454545,1.76e-05
40,18,2,8,81.56565656565657,0.005131170710828494,22,41690.0,23510,3520,0.5406835012188952,2.671590909090909,2.671590909090909,8.8e-06
40,20,2,8,81.81818181818183,0.004826118601230016,23,45057.0,25175,3680,0.5373647249674486,2.736413043478261,2.736413043478261,9.199999999999998e-06
48,14,2,8,81.81818181818183,0.0055188033790509175,20,40460.0,22932,3840,0.5427435387673957,2.38875,2.38875,9.6e-06
48,16,2,8,81.81818181818183,0.005172763381419864,21,43827.0,24597,4032,0.539183235055569,2.4401785714285715,2.4401785714285715,1.008e-05
48,18,2,8,81.56565656565657,0.00561112715100253,15,32265.0,18927,2880,0.5557447808086443,2.62875,2.62875,7.2e-06
48,20,2,8,82.07070707070707,0.005117338428311662,17,37655.0,21585,3264,0.5471899003726519,2.645220588235294,2.645220588235294,8.160000000000001e-06
56,14,2,8,81.81818181818183,0.005473431852078474,19,43301.0,24371,4256,0.5404608254052735,2.2905075187969923,2.2905075187969923,1.064e-05
56,16,2,8,81.81818181818183,0.004806261683825592,23,53889.0,29591,5152,0.5314380129667211,2.2974378881987576,2.2974378881987576,1.288e-05
56,18,2,8,81.81818181818183,0.00545435491434167,15,36105.0,20847,3360,0.5500963136923767,2.481785714285714,2.481785714285714,8.4e-06
56,20,2,8,82.82828282828282,0.005214849796663481,15,37065.0,21327,3360,0.5488586355096894,2.5389285714285714,2.5389285714285714,8.4e-06
64,14,2,8,82.07070707070707,0.004056194672863389,36,91260.0,48036,9216,0.5162274857069166,2.084895833333333,2.084895833333333,2.3040000000000003e-05
64,16,2,8,81.56565656565657,0.005271455173781745,18,46782.0,26130,4608,0.5379421089471734,2.268229166666667,2.268229166666667,1.1519999999999998e-05
64,18,2,8,82.82828282828282,0.005402992775689813,15,39945.0,22767,3840,0.5454872175767305,2.3715625,2.3715625,9.6e-06
64,20,2,8,81.81818181818183,0.005160353430371364,15,40905.0,23247,3840,0.5444644822821275,2.4215625,2.4215625,9.6e-06
16,14,4,8,82.07070707070707,0.005656091310622231,33,49335.0,27393,2112,0.5357834412345728,5.188068181818182,5.188068181818182,5.28e-06
16,16,4,8,81.81818181818183,0.005035336919031248,39,60801.0,33063,2496,0.5282220056555845,5.298557692307693,5.282220056555845,6.2593e-06
16,18,4,8,82.07070707070707,0.004709003995150938,40,64920.0,35112,2560,0.5263221009713395,5.48625,5.263221009713394,6.671200000000001e-06
16,20,4,8,81.56565656565657,0.004476779285860143,40,67480.0,36392,2560,0.5253493474997113,5.68625,5.2534934749971125,6.9272e-06
