NZr,NZc,Tr,Tc,Accuracy (%),MSE,Nsteps,Compressed Memory Footprint (byte),Nops,Ncycles,CTC (Ops/byte),CP (GOps/s),AttPerf (GOps/s),Execution Time (s)
32,22,2,8,81.81818181818183,0.004975486142772498,56,55272.0,110816,1792,1.9419599046684424,24.735714285714288,19.419599046684425,5.706399999999999e-06
32,24,2,8,80.3030303030303,0.004457109297405256,66,69366.0,138504,2112,1.946429073329773,26.23181818181818,19.46429073329773,7.1158000000000005e-06
32,6,2,16,70.0,0.006117276656012252,66,43923.0,87816,2112,1.9209449852346057,16.63181818181818,16.63181818181818,5.280000000000001e-06
32,7,2,16,74.24242424242425,0.005792532013016146,66,48147.0,96264,2112,1.9276317106870382,18.23181818181818,18.23181818181818,5.28e-06
40,22,2,8,81.56565656565657,0.004664896511888977,56,58856.0,117984,2240,1.9453897902651365,21.068571428571428,19.453897902651363,6.064800000000001e-06
40,24,2,8,80.3030303030303,0.004166510860591912,66,73590.0,146952,2640,1.9494308986230136,22.265454545454546,19.494308986230134,7.5382e-06
40,6,2,16,80.8080808080808,0.005744662185331376,66,48147.0,96264,2640,1.9276317106870382,14.585454545454544,14.585454545454544,6.600000000000001e-06
40,7,2,16,80.55555555555556,0.005448958355672369,66,52371.0,104712,2640,1.9332754832634824,15.865454545454545,15.865454545454545,6.6e-06
48,22,2,8,81.56565656565657,0.004508517648323169,53,59095.0,118612,2544,1.9480677320281834,18.649685534591192,18.649685534591192,6.360000000000001e-06
48,24,2,8,81.56565656565657,0.004917298704629238,40,47160.0,95392,1920,1.948684425559732,19.87333333333333,19.48684425559732,4.8952e-06
48,6,2,16,78.78787878787878,0.00550024198774573,66,52371.0,104712,3168,1.9332754832634824,13.221212121212123,13.221212121212123,7.919999999999999e-06
48,7,2,16,78.03030303030303,0.005168841438229385,66,56595.0,113160,3168,1.9381026598386628,14.287878787878787,14.287878787878787,7.92e-06
56,22,2,8,81.31313131313132,0.0039078390370195165,66,77814.0,155400,3696,1.9521141622490767,16.81818181818182,16.81818181818182,9.239999999999998e-06
56,24,2,8,82.32323232323232,0.004408075322248919,48,59664.0,120000,2688,1.9526165061181984,17.857142857142858,17.857142857142858,6.72e-06
56,6,2,16,78.28282828282829,0.005385761838425307,66,56595.0,113160,3696,1.9381026598386628,12.246753246753247,12.246753246753247,9.24e-06
56,7,2,16,79.29292929292929,0.005031996523549,66,60819.0,121608,3696,1.9422785133602722,13.161038961038962,13.161038961038962,9.24e-06
64,22,2,8,81.56565656565657,0.004813681789146258,40,49720.0,100512,2560,1.9512346637676659,15.705000000000002,15.705000000000002,6.399999999999999e-06
64,24,2,8,82.07070707070707,0.004361090468491759,47,61429.0,123580,3008,1.9547302320431503,16.433510638297875,16.433510638297875,7.519999999999999e-06
64,6,2,16,82.07070707070707,0.005997063515980796,46,42389.0,85688,2944,1.9394762454448744,11.642391304347827,11.642391304347827,7.359999999999999e-06
64,7,2,16,81.81818181818183,0.005340200620068326,57,56173.5,112740,3648,1.9449500133700217,12.361842105263158,12.361842105263158,9.12e-06
16,22,4,8,80.8080808080808,0.005035917342311493,66,64878.0,130056,1452,1.9507424628768562,35.828099173553724,19.50742462876856,6.667e-06
