NZr,NZc,Tr,Tc,Accuracy (%),MSE,Nsteps,Compressed Memory Footprint (byte),Nops,Ncycles,CTC (Ops/byte),CP (GOps/s),AttPerf (GOps/s),Execution Time (s)
32,48,2,2,81.81818181818183,0.0048964942828703,55,51040.0,73692,2640,1.3948364627498486,11.165454545454546,11.165454545454546,6.6e-06
32,56,2,2,82.32323232323232,0.0049756157152219,47,47812.0,69436,2632,1.3998064672203854,10.55258358662614,10.55258358662614,6.58e-06
32,64,2,2,82.07070707070707,0.0048628210963577,45,50364.0,72372,2880,1.387606411534627,10.051666666666666,10.051666666666666,7.2000000000000005e-06
32,72,2,2,81.56565656565657,0.0048257154912842,44,51824.0,76464,3168,1.4261414503133394,9.654545454545454,9.654545454545454,7.92e-06
40,48,2,2,81.56565656565657,0.0059818957161459,30,28716.0,45432,1440,1.4891831650714566,12.62,12.62,3.6e-06
40,56,2,2,81.56565656565657,0.0057895525487256,30,31212.0,49272,1680,1.4929099503090535,11.731428571428571,11.731428571428571,4.199999999999999e-06
40,64,2,2,81.81818181818183,0.0053535728368222,33,37164.0,58116,2112,1.491836944244789,11.006818181818184,11.006818181818184,5.28e-06
40,72,2,2,82.82828282828282,0.0041005455148193,55,65916.0,101852,3960,1.504283098009098,10.288080808080808,10.288080808080808,9.900000000000002e-06
48,48,2,2,82.07070707070707,0.0059658069249744,28,28028.0,46192,1344,1.549027498323273,13.747619047619049,13.747619047619049,3.36e-06
48,56,2,2,82.07070707070707,0.0057357160183345,29,30284.0,51444,1624,1.6038159371492704,12.670935960591132,12.670935960591132,4.06e-06
48,64,2,2,81.81818181818183,0.0052379995744404,31,37136.0,58748,1984,1.5091450883682695,11.844354838709677,11.844354838709677,4.96e-06
48,72,2,2,81.56565656565657,0.0050314583602169,33,40708.0,66564,2376,1.5662117647058824,11.206060606060603,11.206060606060603,5.940000000000001e-06
56,48,2,2,81.81818181818183,0.0053138910855913,34,38884.0,59784,1904,1.4697610384501918,12.55966386554622,12.55966386554622,4.759999999999999e-06
56,56,2,2,82.32323232323232,0.0058119085653536,25,29712.0,47972,1400,1.5227272727272727,13.706285714285716,13.706285714285716,3.4999999999999995e-06
56,64,2,2,81.81818181818183,0.0055023376019492,26,32756.0,53096,1664,1.5368762301725136,12.76346153846154,12.76346153846154,4.16e-06
56,72,2,2,82.82828282828282,0.0045762142459657,37,49660.0,78996,2664,1.5353339034439866,11.86126126126126,11.86126126126126,6.66e-06
64,48,2,2,82.07070707070707,0.005495381030131,30,37120.0,56952,1920,1.463610197368421,11.865,11.865,4.8e-06
64,56,2,2,81.56565656565657,0.0044156752810885,45,58540.0,89652,2880,1.485977590664987,12.451666666666666,12.451666666666666,7.2e-06
64,64,2,2,81.56565656565657,0.0052003582931513,30,39108.0,64632,1920,1.5802444987775062,13.465,13.465,4.8e-06
64,72,2,2,81.56565656565657,0.0049982643863852,30,42584.0,68472,2160,1.5429962141698217,12.68,12.68,5.4e-06
16,48,4,2,81.56565656565657,0.0056078684556099,46,43376.0,62136,2208,1.375664187035069,11.256521739130434,11.256521739130434,5.52e-06
16,56,4,2,81.81818181818183,0.0052594086019065,48,49728.0,70848,2688,1.3751552795031057,10.542857142857144,10.542857142857144,6.72e-06
16,64,4,2,82.07070707070707,0.005299933304585,45,48544.0,72372,2880,1.437778130959949,10.051666666666666,10.051666666666666,7.2000000000000005e-06
16,72,4,2,82.82828282828282,0.0052192544807608,45,49904.0,78132,3240,1.5113741875580315,9.645925925925924,9.645925925925924,8.1e-06
20,48,4,2,82.32323232323232,0.0049639428200562,52,52672.0,76496,2496,1.404524089306698,12.25897435897436,12.25897435897436,6.24e-06
20,56,4,2,81.56565656565657,0.0049139630289472,49,52528.0,78532,2744,1.4457290132547864,11.447813411078716,11.447813411078716,6.860000000000001e-06
20,64,4,2,82.07070707070707,0.0049929847526813,42,49856.0,73128,2688,1.4158921933085502,10.882142857142856,10.882142857142856,6.720000000000001e-06
20,72,4,2,81.56565656565657,0.0046724747537565,51,58272.0,94668,3672,1.5761188066062866,10.312418300653595,10.312418300653595,9.18e-06
24,48,4,2,81.56565656565657,0.0052334080282767,43,43808.0,69292,2064,1.519561403508772,13.428682170542636,13.428682170542636,5.16e-06
24,56,4,2,82.07070707070707,0.0052428636956883,35,42112.0,61452,1960,1.3996902332361516,12.54122448979592,12.54122448979592,4.9e-06
24,64,4,2,81.81818181818183,0.0052078006175733,35,41600.0,65932,2240,1.5194505899705015,11.773571428571428,11.773571428571428,5.6e-06
24,72,4,2,81.56565656565657,0.0052791476422473,33,39568.0,66564,2376,1.6093810444874277,11.206060606060603,11.206060606060603,5.940000000000001e-06
28,48,4,2,81.56565656565657,0.0047606899006179,47,52480.0,81468,2256,1.50110554245283,14.444680851063833,14.444680851063833,5.64e-06
28,56,4,2,81.81818181818183,0.0045898360695678,44,54512.0,82096,2464,1.4580846831486218,13.327272727272728,13.327272727272728,6.16e-06
28,64,4,2,82.32323232323232,0.0050863262456029,33,41520.0,66564,2112,1.53684891023273,12.606818181818182,12.606818181818182,5.28e-06
28,72,4,2,81.56565656565657,0.0048250505460914,35,46320.0,74892,2520,1.5566178915862987,11.887619047619047,11.887619047619047,6.3e-06
32,48,4,2,82.07070707070707,0.005495381030131,30,36960.0,56952,1440,1.4696531791907514,15.82,14.696531791907514,3.875200000000001e-06
32,56,4,2,81.56565656565657,0.0044156752810885,45,58304.0,89652,2520,1.4918130990415337,14.23047619047619,14.23047619047619,6.3e-06
