NZr,NZc,Tr,Tc,Accuracy (%),MSE,Nsteps,Compressed Memory Footprint (byte),Nops,Ncycles,CTC (Ops/byte),CP (GOps/s),AttPerf (GOps/s),Execution Time (s)
32,6,2,32,80.3030303030303,0.004457109297405256,66,69217.5,138504,2112,1.9504995810419732,26.23181818181818,19.504995810419732,7.10095e-06
32,2,2,64,79.54545454545455,0.005512672916892543,66,52296.75,104712,2112,1.9359293753322087,19.83181818181818,19.359293753322085,5.408875e-06
32,3,2,64,80.3030303030303,0.004457109297405256,66,69192.75,138504,2112,1.9511796547850067,26.23181818181818,19.511796547850068,7.098475e-06
32,1,2,192,80.3030303030303,0.004457109297405256,66,69176.25,138504,2112,1.951633300807051,26.23181818181818,19.51633300807051,7.096825e-06
40,6,2,32,80.3030303030303,0.004166510860591912,66,73441.5,146952,2640,1.9532787920274877,22.265454545454546,19.532787920274878,7.5233500000000006e-06
40,2,2,64,81.56565656565657,0.0054891409760096654,57,48813.375,98148,2280,1.9394777728650365,17.218947368421052,17.218947368421052,5.7e-06
40,3,2,64,80.3030303030303,0.004166510860591912,66,73416.75,146952,2640,1.953921584921967,22.265454545454546,19.539215849219673,7.520875e-06
40,1,2,192,80.3030303030303,0.004166510860591912,66,73400.25,146952,2640,1.9543503486064056,22.265454545454546,19.543503486064054,7.519225e-06
48,6,2,32,81.56565656565657,0.004917298704629238,40,47070.0,95392,1920,1.9522737505628096,19.87333333333333,19.522737505628097,4.8862e-06
48,2,2,64,80.3030303030303,0.0049944588820544904,66,60744.75,121608,3168,1.9445845842644525,15.354545454545454,15.354545454545454,7.92e-06
48,3,2,64,81.56565656565657,0.004917298704629238,40,47055.0,95392,1920,1.952873257313653,19.87333333333333,19.52873257313653,4.8847e-06
48,1,2,192,81.56565656565657,0.004917298704629238,40,47045.0,95392,1920,1.9532731330753321,19.87333333333333,19.53273133075332,4.8836999999999995e-06
56,6,2,32,82.32323232323232,0.004408075322248919,48,59556.0,120000,2688,1.9560539870900437,17.857142857142858,17.857142857142858,6.72e-06
