NZr,NZc,Tr,Tc,Accuracy (%),MSE,Nsteps,Compressed Memory Footprint (byte),Nops,Ncycles,CTC (Ops/byte),CP (GOps/s),AttPerf (GOps/s),Execution Time (s)
32,80,2,2,81.56565656565657,0.004789347445650494,59,54988.0,109036,4720,1.9203240577668192,9.240338983050847,9.240338983050847,1.18e-05
32,88,2,2,78.28282828282829,0.00469586110429809,61,60756.0,120436,5368,1.9254972181364711,8.974366616989569,8.974366616989569,1.3419999999999999e-05
32,96,2,2,79.7979797979798,0.004624143539452326,61,64660.0,128244,5856,1.9298741949076024,8.75983606557377,8.75983606557377,1.464e-05
32,12,2,8,70.0,0.006089616123240656,61,40687.0,81396,1952,1.9161468019491985,16.67950819672131,16.67950819672131,4.88e-06
40,80,2,2,81.56565656565657,0.004778262340562209,51,50796.0,101196,4080,1.9243173347531757,9.921176470588236,9.921176470588236,1.02e-05
40,88,2,2,82.07070707070707,0.004961463859533959,45,47700.0,95412,3960,1.9278267194698133,9.637575757575759,9.637575757575759,9.899999999999998e-06
40,96,2,2,78.53535353535354,0.004330095504581685,61,68564.0,136052,5856,1.9337654215702995,9.293169398907104,9.293169398907104,1.464e-05
40,12,2,8,77.77777777777779,0.005694792283338936,61,44591.0,89204,2440,1.9232046223832007,14.62360655737705,14.62360655737705,6.1e-06
48,80,2,2,81.56565656565657,0.0047658808119402435,46,48760.0,97464,3680,1.9279949359075803,10.593913043478262,10.593913043478262,9.2e-06
48,88,2,2,82.32323232323232,0.004537503157917559,49,55076.0,109892,4312,1.932404867412253,10.194063079777365,10.194063079777365,1.078e-05
48,96,2,2,81.56565656565657,0.004917298704629238,40,47520.0,95392,3840,1.9344581440622972,9.936666666666666,9.936666666666666,9.600000000000001e-06
48,12,2,8,81.56565656565657,0.005652095855619541,56,44520.0,89312,2688,1.928485057868371,13.29047619047619,13.29047619047619,6.720000000000001e-06
56,80,2,2,81.81818181818183,0.004912309275278411,39,43836.0,88092,3120,1.9306566143596038,11.293846153846154,11.293846153846154,7.8e-06
56,88,2,2,81.56565656565657,0.00412754215993392,54,64152.0,127704,4752,1.9365522261312629,10.749494949494949,10.749494949494949,1.188e-05
56,96,2,2,82.32323232323232,0.004408075322248919,48,60096.0,120000,4608,1.9389865563598758,10.416666666666668,10.416666666666668,1.1519999999999998e-05
56,12,2,8,78.53535353535354,0.0053402779128710635,61,52399.0,104820,3416,1.934269528150431,12.274004683840749,12.274004683840749,8.54e-06
64,80,2,2,81.06060606060606,0.003877224286870634,61,72468.0,143860,4880,1.9372475087530299,11.791803278688525,11.791803278688525,1.22e-05
64,88,2,2,79.7979797979798,0.0038440468919732546,61,76372.0,151668,5368,1.9403817614246968,11.301639344262295,11.301639344262295,1.342e-05
64,96,2,2,82.07070707070707,0.004361090468491759,47,61852.0,123580,4512,1.9417384199610332,10.955673758865249,10.955673758865249,1.128e-05
64,12,2,8,81.81818181818183,0.005439122129163801,58,53534.0,107240,3712,1.938329176155876,11.556034482758621,11.556034482758621,9.28e-06
16,80,4,2,78.78787878787878,0.005168289005710611,61,56608.0,112628,4880,1.9285616438356163,9.231803278688524,9.231803278688524,1.22e-05
16,88,4,2,78.28282828282829,0.0050585984425082255,61,60512.0,120436,5368,1.9330380071905495,8.974366616989569,8.974366616989569,1.3419999999999999e-05
16,96,4,2,77.02020202020202,0.005065409413367199,61,64416.0,128244,5856,1.9369864668922185,8.75983606557377,8.75983606557377,1.464e-05
16,12,4,8,70.0,0.006473548819697209,61,40443.0,81396,976,1.9272167633479342,33.35901639344262,19.27216763347934,4.2235e-06
20,80,4,2,78.78787878787878,0.004682621702230775,61,60512.0,120436,4880,1.9330380071905495,9.871803278688525,9.871803278688525,1.22e-05
